Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-11-24,"November 24, 2020",All,All,All,337489.0,3461.0,14558,8677,5633,248,476.0,292.0,47.0,,1061.69,1
2020-11-24,"November 24, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,1008,545,452,11,37.0,20.0,7.0,,803.49,2
2020-11-24,"November 24, 2020",Northern,Northern,Northern,,,789,444,339,6,38.0,10.0,0.0,,1027.72,3
2020-11-24,"November 24, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,963,295,658,10,33.0,5.0,1.0,,562.98,4
2020-11-24,"November 24, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,2801,1185,1570,46,111.0,72.0,9.0,,1349.11,5
2020-11-24,"November 24, 2020",Winnipeg,Winnipeg,Winnipeg,,,8997,6208,2614,175,257.0,185.0,30.0,,1138.4,6
2020-11-24,"November 24, 2020",Interlake-Eastern,IE11,Selkirk,,,31,23,7,1,,,,,290.48,7
2020-11-24,"November 24, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,104,51,51,2,,,,,621.71,8
2020-11-24,"November 24, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,82,48,33,1,,,,,480.74,9
2020-11-24,"November 24, 2020",Interlake-Eastern,IE23,St. Clements,,,39,21,18,0,,,,,464.18,10
2020-11-24,"November 24, 2020",Interlake-Eastern,IE24,Springfield,,,91,47,44,0,,,,,744.56,11
2020-11-24,"November 24, 2020",Interlake-Eastern,IE31,Beausejour,,,36,17,19,0,,,,,367.65,12
2020-11-24,"November 24, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,29,20,9,0,,,,,358.96,13
2020-11-24,"November 24, 2020",Interlake-Eastern,IE33,Whiteshell,,,8,7,1,0,,,,,286.12,14
2020-11-24,"November 24, 2020",Interlake-Eastern,IE41,Gimli,,,8,6,2,0,,,,,127.35,15
2020-11-24,"November 24, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,40,15,25,0,,,,,751.03,16
2020-11-24,"November 24, 2020",Interlake-Eastern,IE43,St. Laurent,,,9,2,7,0,,,,,231.48,17
2020-11-24,"November 24, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,18,6,12,0,,,,,291.78,18
2020-11-24,"November 24, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,267,121,144,2,,,,,3829.6,19
2020-11-24,"November 24, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,98,78,16,4,,,,,1407.44,20
2020-11-24,"November 24, 2020",Interlake-Eastern,IE61,Northern Remote,,,82,36,45,1,,,,,1998.05,21
2020-11-24,"November 24, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,334,199,133,2,,,,,2999.28,22
2020-11-24,"November 24, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,11,4,7,0,,,,,144.53,23
2020-11-24,"November 24, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,10,5,5,0,,,,,423.55,24
