Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-11-21,"November 21, 2020",All,All,All,327511.0,2519.0,13304,8012,5075,217,387.0,276.0,45.0,,970.23,1
2020-11-21,"November 21, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,926,497,418,11,26.0,21.0,6.0,,738.13,2
2020-11-21,"November 21, 2020",Northern,Northern,Northern,,,706,410,291,5,34.0,13.0,0.0,,919.61,3
2020-11-21,"November 21, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,909,258,642,9,15.0,5.0,1.0,,531.41,4
2020-11-21,"November 21, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,2521,1090,1393,38,94.0,67.0,10.0,,1214.25,5
2020-11-21,"November 21, 2020",Winnipeg,Winnipeg,Winnipeg,,,8242,5757,2331,154,218.0,170.0,28.0,,1042.87,6
2020-11-21,"November 21, 2020",Interlake-Eastern,IE11,Selkirk,,,23,15,7,1,,,,,215.52,7
2020-11-21,"November 21, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,95,45,48,2,,,,,567.91,8
2020-11-21,"November 21, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,72,41,30,1,,,,,422.11,9
2020-11-21,"November 21, 2020",Interlake-Eastern,IE23,St. Clements,,,39,22,17,0,,,,,464.18,10
2020-11-21,"November 21, 2020",Interlake-Eastern,IE24,Springfield,,,85,44,41,0,,,,,695.47,11
2020-11-21,"November 21, 2020",Interlake-Eastern,IE31,Beausejour,,,34,16,18,0,,,,,347.22,12
2020-11-21,"November 21, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,29,20,9,0,,,,,358.96,13
2020-11-21,"November 21, 2020",Interlake-Eastern,IE33,Whiteshell,,,8,7,1,0,,,,,286.12,14
2020-11-21,"November 21, 2020",Interlake-Eastern,IE41,Gimli,,,7,5,2,0,,,,,111.43,15
2020-11-21,"November 21, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,34,12,22,0,,,,,638.38,16
2020-11-21,"November 21, 2020",Interlake-Eastern,IE43,St. Laurent,,,9,2,7,0,,,,,231.48,17
2020-11-21,"November 21, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,18,6,12,0,,,,,291.78,18
2020-11-21,"November 21, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,259,126,131,2,,,,,3714.86,19
2020-11-21,"November 21, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,90,76,10,4,,,,,1292.55,20
2020-11-21,"November 21, 2020",Interlake-Eastern,IE61,Northern Remote,,,73,27,45,1,,,,,1778.75,21
2020-11-21,"November 21, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,305,184,119,2,,,,,2738.86,22
2020-11-21,"November 21, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,8,2,6,0,,,,,105.11,23
2020-11-21,"November 21, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,8,3,5,0,,,,,338.84,24
2020-11-21,"November 21, 2020",Northern,NO14,Thompson/Mystery Lake,,,72,15,57,0,,,,,489.33,25
2020-11-21,"November 21, 2020",Northern,NO15,Bay Line,,,3,0,3,0,,,,,248.14,26
2020-11-21,"November 21, 2020",Northern,NO16,Gillam/Fox Lake CN,,,2,0,2,0,,,,,149.37,27
2020-11-21,"November 21, 2020",Northern,NO21,GR/Misipawistik CN/ML/Mosakahiken CN/Eas/Chemawawin FN,,,97,84,12,1,,,,,2326.14,28
2020-11-21,"November 21, 2020",Northern,NO22,Pukatawagan/Mathias Colomb CN,,,5,5,0,0,,,,,264.69,29
2020-11-21,"November 21, 2020",Northern,NO23,Sayisi Dene/Tadoule/Barren Lands/Brochet/Northlands/Lac Br,,,5,3,2,0,,,,,306.75,30
2020-11-21,"November 21, 2020",Northern,NO24,Nelson House/Nisichawayasihk Cree Nation,,,8,0,8,0,,,,,300.41,31
2020-11-21,"November 21, 2020",Northern,NO25,Shamattawa FN/York Factory FN/Tataskweyak CN/Split Lake,,,22,11,11,0,,,,,633.28,32
2020-11-21,"November 21, 2020",Northern,NO26,Bunibonibee/Oxford House/Manto Sipi/God's River/God's Lake,,,7,1,5,1,,,,,161.22,33
2020-11-21,"November 21, 2020",Northern,NO27,Cross Lake/Pimicikamak CN,,,79,52,27,0,,,,,1465.13,34
2020-11-21,"November 21, 2020",Northern,NO28,Norway House/Norway House CN,,,1,0,1,0,,,,,17.14,35
2020-11-21,"November 21, 2020",Northern,NO31,Island Lake,,,45,40,4,1,,,,,499.56,36
2020-11-21,"November 21, 2020",Southern Health-Santé Sud,SO11,Seven Regions,,,18,4,14,0,,,,,286.44,37
2020-11-21,"November 21, 2020",Southern Health-Santé Sud,SO12,North Norfolk,,,15,1,14,0,,,,,326.02,38
