Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-11-15,"November 15, 2020",All,All,All,309794.0,2715.0,10947,6715,4070,162,494.0,220.0,41.0,,798.34,1
2020-11-15,"November 15, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,804,448,349,7,28.0,14.0,6.0,,640.88,2
2020-11-15,"November 15, 2020",Northern,Northern,Northern,,,513,310,200,3,30.0,8.0,0.0,,668.21,3
2020-11-15,"November 15, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,813,196,613,4,34.0,3.0,2.0,,475.29,4
2020-11-15,"November 15, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,1886,890,971,25,136.0,46.0,11.0,,908.4,5
2020-11-15,"November 15, 2020",Winnipeg,Winnipeg,Winnipeg,,,6931,4871,1937,123,266.0,149.0,22.0,,876.99,6
2020-11-15,"November 15, 2020",Interlake-Eastern,IE11,Selkirk,,,17,10,7,0,,,,,159.3,7
2020-11-15,"November 15, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,79,33,44,2,,,,,472.26,8
2020-11-15,"November 15, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,61,32,28,1,,,,,357.62,9
2020-11-15,"November 15, 2020",Interlake-Eastern,IE23,St. Clements,,,31,16,15,0,,,,,368.96,10
2020-11-15,"November 15, 2020",Interlake-Eastern,IE24,Springfield,,,67,29,38,0,,,,,548.19,11
2020-11-15,"November 15, 2020",Interlake-Eastern,IE31,Beausejour,,,30,12,18,0,,,,,306.37,12
2020-11-15,"November 15, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,27,21,6,0,,,,,334.2,13
2020-11-15,"November 15, 2020",Interlake-Eastern,IE33,Whiteshell,,,8,6,2,0,,,,,286.12,14
