Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-16,"October 16, 2020",All,All,All,220052.0,2174.0,3173,1582,1553,38,75.0,25.0,5.0,,231.4,1
2020-10-16,"October 16, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,258,106,151,1,7.0,3.0,0.0,,205.66,2
2020-10-16,"October 16, 2020",Northern,Northern,Northern,,,34,24,10,0,2.0,3.0,0.0,,44.29,3
2020-10-16,"October 16, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,554,26,524,4,1.0,2.0,2.0,,323.88,4
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,441,72,356,13,2.0,0.0,0.0,,212.41,5
2020-10-16,"October 16, 2020",Winnipeg,Winnipeg,Winnipeg,,,1886,1354,512,20,63.0,17.0,3.0,,238.64,6
2020-10-16,"October 16, 2020",Interlake-Eastern,IE11,Selkirk,,,2,0,2,0,,,,,18.74,7
2020-10-16,"October 16, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,35,5,29,1,,,,,209.23,8
2020-10-16,"October 16, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,24,4,20,0,,,,,140.7,9
2020-10-16,"October 16, 2020",Interlake-Eastern,IE23,St. Clements,,,4,2,2,0,,,,,47.61,10
2020-10-16,"October 16, 2020",Interlake-Eastern,IE24,Springfield,,,37,4,33,0,,,,,302.73,11
2020-10-16,"October 16, 2020",Interlake-Eastern,IE31,Beausejour,,,16,1,15,0,,,,,163.4,12
2020-10-16,"October 16, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,6,0,6,0,,,,,74.27,13
2020-10-16,"October 16, 2020",Interlake-Eastern,IE33,Whiteshell,,,0,0,0,0,,,,,0.0,14
2020-10-16,"October 16, 2020",Interlake-Eastern,IE41,Gimli,,,1,0,1,0,,,,,15.92,15
2020-10-16,"October 16, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,20,0,20,0,,,,,375.52,16
2020-10-16,"October 16, 2020",Interlake-Eastern,IE43,St. Laurent,,,1,0,1,0,,,,,25.72,17
2020-10-16,"October 16, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,5,2,3,0,,,,,81.05,18
2020-10-16,"October 16, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,39,25,14,0,,,,,559.38,19
2020-10-16,"October 16, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,3,3,0,0,,,,,43.08,20
2020-10-16,"October 16, 2020",Interlake-Eastern,IE61,Northern Remote,,,57,57,0,0,,,,,1388.89,21
2020-10-16,"October 16, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,0,0,0,0,,,,,0.0,22
2020-10-16,"October 16, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,1,0,1,0,,,,,13.14,23
2020-10-16,"October 16, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,2,2,0,0,,,,,84.71,24
2020-10-16,"October 16, 2020",Northern,NO14,Thompson/Mystery Lake,,,10,4,6,0,,,,,67.96,25
2020-10-16,"October 16, 2020",Northern,NO15,Bay Line,,,1,0,1,0,,,,,82.71,26
2020-10-16,"October 16, 2020",Northern,NO16,Gillam/Fox Lake CN,,,1,0,1,0,,,,,74.68,27
2020-10-16,"October 16, 2020",Northern,NO21,GR/Misipawistik CN/ML/Mosakahiken CN/Eas/Chemawawin FN,,,0,0,0,0,,,,,0.0,28
2020-10-16,"October 16, 2020",Northern,NO22,Pukatawagan/Mathias Colomb CN,,,0,0,0,0,,,,,0.0,29
2020-10-16,"October 16, 2020",Northern,NO23,Sayisi Dene/Tadoule/Barren Lands/Brochet/Northlands/Lac Br,,,0,0,0,0,,,,,0.0,30
2020-10-16,"October 16, 2020",Northern,NO24,Nelson House/Nisichawayasihk Cree Nation,,,1,1,0,0,,,,,37.55,31
2020-10-16,"October 16, 2020",Northern,NO25,Shamattawa FN/York Factory FN/Tataskweyak CN/Split Lake,,,8,8,0,0,,,,,230.28,32
2020-10-16,"October 16, 2020",Northern,NO26,Bunibonibee/Oxford House/Manto Sipi/God's River/God's Lake,,,2,2,0,0,,,,,46.06,33
2020-10-16,"October 16, 2020",Northern,NO27,Cross Lake/Pimicikamak CN,,,2,2,0,0,,,,,37.09,34
2020-10-16,"October 16, 2020",Northern,NO28,Norway House/Norway House CN,,,0,0,0,0,,,,,0.0,35
2020-10-16,"October 16, 2020",Northern,NO31,Island Lake,,,2,2,0,0,,,,,22.2,36
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO11,Seven Regions,,,14,0,14,0,,,,,222.79,37
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO12,North Norfolk,,,11,0,11,0,,,,,239.08,38
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO13,Rural Portage,,,23,0,22,1,,,,,351.84,39
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO14,Cartier/St. Francçois Xavier,,,44,9,35,0,,,,,493.38,40
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO15,City of Portage La Prairie,,,39,8,30,1,,,,,234.59,41
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO21,Grey,,,6,0,5,1,,,,,207.4,42
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO22,Carman,,,7,0,7,0,,,,,119.41,43
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO23,MacDonald,,,11,0,11,0,,,,,134.34,44
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO24,Morris,,,10,0,10,0,,,,,185.8,45
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO25,St. Pierre,,,1,1,0,0,,,,,24.31,46
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO26,Red River South,,,3,3,0,0,,,,,66.98,47
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO31,Lorne/Louise/Pembina,,,21,1,20,0,,,,,255.57,48
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO32,Stanley,,,3,0,3,0,,,,,68.51,49
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO33,Altona,,,7,0,7,0,,,,,70.52,50
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO34,Morden,,,1,0,1,0,,,,,9.08,51
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO35,Winkler,,,16,0,15,1,,,,,84.75,52
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO36,Roland/Thompson,,,15,0,14,1,,,,,711.57,53
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO41,Niverville/Ritchot,,,63,6,56,1,,,,,445.2,54
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO42,Tache,,,12,2,10,0,,,,,114.62,55
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO43,Ste Anne/La Broquerie,,,28,10,18,0,,,,,213.81,56
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO44,Steinbach,,,71,15,51,5,,,,,323.55,57
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO45,Hanover,,,26,13,12,1,,,,,168.84,58
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,SO46,Rural East,,,1,0,0,1,,,,,24.1,59
2020-10-16,"October 16, 2020",Winnipeg,Unknown Community Area,Unknown Community Area,,,21,13,8,0,,,,,,60
2020-10-16,"October 16, 2020",Southern Health-Santé Sud,Unknown District,Unknown District,,,9,5,4,0,,,,,,61
2020-10-16,"October 16, 2020",Interlake-Eastern,Unknown District,Unknown District,,,8,3,5,0,,,,,,62
2020-10-16,"October 16, 2020",Northern,Unknown District,Unknown District,,,5,4,1,0,,,,,,63
2020-10-16,"October 16, 2020",Prairie Mountain Health,Unknown District,Unknown District,,,8,3,5,0,,,,,,64
2020-10-16,"October 16, 2020",Winnipeg,W01,St. James - Assiniboia,,,91,63,27,1,,,,,147.29,65
2020-10-16,"October 16, 2020",Winnipeg,W02,Assiniboine South,,,83,42,39,2,,,,,224.25,66
2020-10-16,"October 16, 2020",Winnipeg,W03,Fort Garry,,,235,161,73,1,,,,,237.34,67
2020-10-16,"October 16, 2020",Winnipeg,W04,St. Vital,,,114,74,40,0,,,,,160.97,68
2020-10-16,"October 16, 2020",Winnipeg,W05,St. Boniface,,,94,80,14,0,,,,,145.85,69
2020-10-16,"October 16, 2020",Winnipeg,W06,Transcona,,,70,45,24,1,,,,,147.98,70
2020-10-16,"October 16, 2020",Winnipeg,W07,River East,,,271,219,49,3,,,,,268.09,71
2020-10-16,"October 16, 2020",Winnipeg,W08,Seven Oaks,,,241,143,98,0,,,,,293.19,72
2020-10-16,"October 16, 2020",Winnipeg,W09,Inkster,,,79,50,29,0,,,,,202.69,73
2020-10-16,"October 16, 2020",Winnipeg,W10,Point Douglas,,,101,76,24,1,,,,,205.39,74
2020-10-16,"October 16, 2020",Winnipeg,W11,Downtown,,,365,305,50,10,,,,,465.91,75
2020-10-16,"October 16, 2020",Winnipeg,W12,River Heights,,,122,84,37,1,,,,,214.08,76
2020-10-16,"October 16, 2020",Prairie Mountain Health,WE11,Duck Mountain,,,1,0,1,0,,,,,18.03,77
