Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-10-29,"October 29, 2020",All,All,All,251461.0,3375.0,4894,2409,2423,62,193.0,97.0,17.0,,356.91,1
2020-10-29,"October 29, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,395,205,186,4,21.0,7.0,3.0,,314.86,2
2020-10-29,"October 29, 2020",Northern,Northern,Northern,,,130,72,58,0,10.0,4.0,0.0,,169.33,3
2020-10-29,"October 29, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,609,31,574,4,4.0,1.0,0.0,,356.03,4
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,666,162,490,14,19.0,7.0,4.0,,320.78,5
2020-10-29,"October 29, 2020",Winnipeg,Winnipeg,Winnipeg,,,3094,1939,1115,40,139.0,78.0,10.0,,391.49,6
2020-10-29,"October 29, 2020",Interlake-Eastern,IE11,Selkirk,,,7,5,2,0,,,,,65.59,7
2020-10-29,"October 29, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,43,8,33,2,,,,,257.05,8
2020-10-29,"October 29, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,31,6,24,1,,,,,181.74,9
2020-10-29,"October 29, 2020",Interlake-Eastern,IE23,St. Clements,,,9,3,6,0,,,,,107.12,10
2020-10-29,"October 29, 2020",Interlake-Eastern,IE24,Springfield,,,44,10,34,0,,,,,360.01,11
2020-10-29,"October 29, 2020",Interlake-Eastern,IE31,Beausejour,,,20,4,16,0,,,,,204.25,12
2020-10-29,"October 29, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,6,0,6,0,,,,,74.27,13
2020-10-29,"October 29, 2020",Interlake-Eastern,IE33,Whiteshell,,,1,1,0,0,,,,,35.77,14
2020-10-29,"October 29, 2020",Interlake-Eastern,IE41,Gimli,,,2,0,2,0,,,,,31.84,15
2020-10-29,"October 29, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,20,0,20,0,,,,,375.52,16
2020-10-29,"October 29, 2020",Interlake-Eastern,IE43,St. Laurent,,,3,2,1,0,,,,,77.16,17
2020-10-29,"October 29, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,13,8,5,0,,,,,210.73,18
2020-10-29,"October 29, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,103,85,18,0,,,,,1477.34,19
2020-10-29,"October 29, 2020",Interlake-Eastern,IE53,Eriksdale/Ashern,,,14,14,0,0,,,,,201.06,20
2020-10-29,"October 29, 2020",Interlake-Eastern,IE61,Northern Remote,,,65,55,9,1,,,,,1583.82,21
2020-10-29,"October 29, 2020",Northern,NO11,The Pas/OCN/Kelsey,,,38,32,6,0,,,,,341.24,22
2020-10-29,"October 29, 2020",Northern,NO12,Flin Flon/Snow Lake/Cranberry/Sherridon,,,4,2,2,0,,,,,52.56,23
2020-10-29,"October 29, 2020",Northern,NO13,Lynn/MC FN/Leaf/O-P FN (SIL)/PN FN (Granville),,,4,2,2,0,,,,,169.42,24
2020-10-29,"October 29, 2020",Northern,NO14,Thompson/Mystery Lake,,,35,8,27,0,,,,,237.87,25
2020-10-29,"October 29, 2020",Northern,NO15,Bay Line,,,3,1,2,0,,,,,248.14,26
2020-10-29,"October 29, 2020",Northern,NO16,Gillam/Fox Lake CN,,,2,0,2,0,,,,,149.37,27
2020-10-29,"October 29, 2020",Northern,NO21,GR/Misipawistik CN/ML/Mosakahiken CN/Eas/Chemawawin FN,,,0,0,0,0,,,,,0.0,28
2020-10-29,"October 29, 2020",Northern,NO22,Pukatawagan/Mathias Colomb CN,,,0,0,0,0,,,,,0.0,29
2020-10-29,"October 29, 2020",Northern,NO23,Sayisi Dene/Tadoule/Barren Lands/Brochet/Northlands/Lac Br,,,0,0,0,0,,,,,0.0,30
2020-10-29,"October 29, 2020",Northern,NO24,Nelson House/Nisichawayasihk Cree Nation,,,4,0,4,0,,,,,150.21,31
2020-10-29,"October 29, 2020",Northern,NO25,Shamattawa FN/York Factory FN/Tataskweyak CN/Split Lake,,,9,1,8,0,,,,,259.07,32
2020-10-29,"October 29, 2020",Northern,NO26,Bunibonibee/Oxford House/Manto Sipi/God's River/God's Lake,,,4,3,1,0,,,,,92.12,33
2020-10-29,"October 29, 2020",Northern,NO27,Cross Lake/Pimicikamak CN,,,14,14,0,0,,,,,259.64,34
2020-10-29,"October 29, 2020",Northern,NO28,Norway House/Norway House CN,,,1,1,0,0,,,,,17.14,35
2020-10-29,"October 29, 2020",Northern,NO31,Island Lake,,,3,3,0,0,,,,,33.3,36
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO11,Seven Regions,,,15,1,14,0,,,,,238.7,37
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO12,North Norfolk,,,10,0,10,0,,,,,217.34,38
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO13,Rural Portage,,,28,4,23,1,,,,,428.33,39
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO14,Cartier/St. Francçois Xavier,,,68,19,49,0,,,,,762.5,40
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO15,City of Portage La Prairie,,,52,10,41,1,,,,,312.78,41
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO21,Grey,,,6,0,5,1,,,,,207.4,42
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO22,Carman,,,7,0,7,0,,,,,119.41,43
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO23,MacDonald,,,14,3,11,0,,,,,170.98,44
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO24,Morris,,,13,1,12,0,,,,,241.55,45
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO25,St. Pierre,,,2,1,1,0,,,,,48.63,46
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO26,Red River South,,,12,5,7,0,,,,,267.92,47
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO31,Lorne/Louise/Pembina,,,31,9,22,0,,,,,377.27,48
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO32,Stanley,,,3,0,3,0,,,,,68.51,49
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO33,Altona,,,12,4,8,0,,,,,120.89,50
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO34,Morden,,,3,2,1,0,,,,,27.23,51
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO35,Winkler,,,18,0,17,1,,,,,95.35,52
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO36,Roland/Thompson,,,15,0,14,1,,,,,711.57,53
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO41,Niverville/Ritchot,,,81,14,66,1,,,,,572.4,54
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO42,Tache,,,22,6,16,0,,,,,210.14,55
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO43,Ste Anne/La Broquerie,,,47,12,34,1,,,,,358.89,56
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO44,Steinbach,,,131,42,84,5,,,,,596.97,57
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO45,Hanover,,,52,16,35,1,,,,,337.68,58
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,SO46,Rural East,,,3,1,1,1,,,,,72.29,59
2020-10-29,"October 29, 2020",Winnipeg,Unknown Community Area,Unknown Community Area,,,51,31,20,0,,,,,,60
2020-10-29,"October 29, 2020",Southern Health-Santé Sud,Unknown District,Unknown District,,,21,12,9,0,,,,,,61
2020-10-29,"October 29, 2020",Interlake-Eastern,Unknown District,Unknown District,,,14,4,10,0,,,,,,62
2020-10-29,"October 29, 2020",Northern,Unknown District,Unknown District,,,9,5,4,0,,,,,,63
2020-10-29,"October 29, 2020",Prairie Mountain Health,Unknown District,Unknown District,,,26,7,19,0,,,,,,64
2020-10-29,"October 29, 2020",Winnipeg,W01,St. James - Assiniboia,,,143,84,56,3,,,,,231.46,65
2020-10-29,"October 29, 2020",Winnipeg,W02,Assiniboine South,,,122,60,60,2,,,,,329.62,66
2020-10-29,"October 29, 2020",Winnipeg,W03,Fort Garry,,,331,186,141,4,,,,,334.29,67
2020-10-29,"October 29, 2020",Winnipeg,W04,St. Vital,,,200,134,66,0,,,,,282.41,68
2020-10-29,"October 29, 2020",Winnipeg,W05,St. Boniface,,,172,130,40,2,,,,,266.87,69
2020-10-29,"October 29, 2020",Winnipeg,W06,Transcona,,,105,65,38,2,,,,,221.97,70
2020-10-29,"October 29, 2020",Winnipeg,W07,River East,,,380,219,156,5,,,,,375.92,71
2020-10-29,"October 29, 2020",Winnipeg,W08,Seven Oaks,,,449,274,175,0,,,,,546.24,72
2020-10-29,"October 29, 2020",Winnipeg,W09,Inkster,,,141,83,58,0,,,,,361.76,73
2020-10-29,"October 29, 2020",Winnipeg,W10,Point Douglas,,,196,123,72,1,,,,,398.58,74
2020-10-29,"October 29, 2020",Winnipeg,W11,Downtown,,,617,436,162,19,,,,,787.58,75
2020-10-29,"October 29, 2020",Winnipeg,W12,River Heights,,,186,113,71,2,,,,,326.38,76
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE11,Duck Mountain,,,1,0,1,0,,,,,18.03,77
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE12,Porcupine Mountain,,,3,2,1,0,,,,,38.12,78
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE13,Riding Mountain,,,1,0,1,0,,,,,20.46,79
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE14,Agassiz Mountain,,,2,0,1,1,,,,,28.26,80
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE15,Dauphin,,,9,0,9,0,,,,,94.57,81
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE16,Swan River,,,1,1,0,0,,,,,17.26,82
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE31,Asessippi,,,88,8,80,0,,,,,792.22,83
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE32,Little Saskatchewan,,,18,0,18,0,,,,,139.79,84
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE33,Turtle Mountain,,,21,2,19,0,,,,,191.97,85
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE34,Souris River,,,6,2,4,0,,,,,45.66,86
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE35,Whitemud,,,39,2,36,1,,,,,313.5,87
2020-10-29,"October 29, 2020",Prairie Mountain Health,WE36,Spruce Woods,,,42,2,39,1,,,,,274.89,88
2020-10-29,"October 29, 2020",Prairie Mountain Health,WEBR,Brandon,,,352,5,346,1,,,,,644.91,89
2020-10-29,"October 29, 2020",Winnipeg,WP21,Winnipeg - Churchill,,,0,0,0,0,,,,,0.0,90
