Date,Last_Update,RHA,Area,Area_Name,Total_Tests,Daily_Tests,Total_Cases,Active_Cases,Recovered,Deaths,New_Cases,Current_Hospitalizations,Current_ICU_Patients,Population,Rate,ObjectId
2020-11-29,"November 29, 2020",All,All,All,352437.0,3158.0,16483,9172,7010,301,365.0,336.0,44.0,,1202.07,1
2020-11-29,"November 29, 2020",Interlake-Eastern,Interlake-Eastern,Interlake-Eastern,,,1098,520,563,15,17.0,22.0,5.0,,875.24,2
2020-11-29,"November 29, 2020",Northern,Northern,Northern,,,973,437,529,7,27.0,21.0,2.0,,1267.39,3
2020-11-29,"November 29, 2020",Prairie Mountain Health,Prairie Mountain Health,Prairie Mountain Health,,,1023,299,710,14,9.0,10.0,1.0,,598.06,4
2020-11-29,"November 29, 2020",Southern Health-Santé Sud,Southern Health-Santé Sud,Southern Health-Santé Sud,,,3230,1239,1932,59,71.0,75.0,10.0,,1555.74,5
2020-11-29,"November 29, 2020",Winnipeg,Winnipeg,Winnipeg,,,10159,6677,3276,206,241.0,208.0,26.0,,1285.43,6
2020-11-29,"November 29, 2020",Interlake-Eastern,IE11,Selkirk,,,44,30,13,1,,,,,412.29,7
2020-11-29,"November 29, 2020",Interlake-Eastern,IE21,Stonewall/Teulon,,,113,45,65,3,,,,,675.51,8
2020-11-29,"November 29, 2020",Interlake-Eastern,IE22,Wpg Beach/St. Andrews,,,94,50,43,1,,,,,551.09,9
2020-11-29,"November 29, 2020",Interlake-Eastern,IE23,St. Clements,,,40,19,21,0,,,,,476.08,10
2020-11-29,"November 29, 2020",Interlake-Eastern,IE24,Springfield,,,101,47,53,1,,,,,826.38,11
2020-11-29,"November 29, 2020",Interlake-Eastern,IE31,Beausejour,,,37,16,21,0,,,,,377.86,12
2020-11-29,"November 29, 2020",Interlake-Eastern,IE32,Pinawa/Lac du Bonnet,,,30,16,14,0,,,,,371.33,13
2020-11-29,"November 29, 2020",Interlake-Eastern,IE33,Whiteshell,,,10,8,2,0,,,,,357.65,14
2020-11-29,"November 29, 2020",Interlake-Eastern,IE41,Gimli,,,14,11,3,0,,,,,222.86,15
2020-11-29,"November 29, 2020",Interlake-Eastern,IE42,Arborg/Riverton,,,44,15,29,0,,,,,826.14,16
2020-11-29,"November 29, 2020",Interlake-Eastern,IE43,St. Laurent,,,9,2,7,0,,,,,231.48,17
2020-11-29,"November 29, 2020",Interlake-Eastern,IE51,Powerview/Pine Falls,,,28,15,13,0,,,,,453.88,18
2020-11-29,"November 29, 2020",Interlake-Eastern,IE52,Fisher/Peguis,,,271,95,174,2,,,,,3886.98,19
