"Date","Region","New_Tests","Total_Tests","Positivity","Turn_Around"
2020-02-20,"Fraser",37,522,0,36
2020-02-20,"Interior",6,51,0,64
2020-02-20,"Northern",0,0,0,0
2020-02-20,"Unknown",0,0,0,0
2020-02-20,"Vancouver Coastal",20,341,0,37
2020-02-20,"Vancouver Island",2,80,0,24
2020-02-21,"BC",45,1056,4.44,31
2020-02-21,"Fraser",29,551,6.9,28
2020-02-21,"Interior",0,0,0,0
2020-02-21,"Northern",0,0,0,0
2020-02-21,"Unknown",0,0,0,0
2020-02-21,"Vancouver Coastal",16,357,0,36
2020-02-21,"Vancouver Island",0,0,0,0
2020-02-22,"BC",46,1102,4.35,32
2020-02-22,"Fraser",20,571,10,43
2020-02-22,"Interior",3,54,0,16
2020-02-22,"Northern",0,0,0,0
2020-02-22,"Unknown",2,7,0,0
2020-02-22,"Vancouver Coastal",19,376,0,23
2020-02-22,"Vancouver Island",2,82,0,72
2020-02-23,"BC",17,1119,0,25
2020-02-23,"Fraser",11,582,0,35
2020-02-23,"Interior",2,56,0,0
2020-02-23,"Northern",0,0,0,0
2020-02-23,"Unknown",0,0,0,0
2020-02-23,"Vancouver Coastal",4,380,0,12
2020-02-23,"Vancouver Island",0,0,0,0
2020-02-24,"BC",62,1181,0,36
2020-02-24,"Fraser",38,620,0,42
2020-02-24,"Interior",0,0,0,0
2020-02-24,"Northern",0,0,0,0
2020-02-24,"Unknown",1,8,0,0
2020-02-24,"Vancouver Coastal",23,403,0,26
2020-02-24,"Vancouver Island",0,0,0,0
2020-02-25,"BC",77,1258,0,42
2020-02-25,"Fraser",48,668,0,46
2020-02-25,"Interior",1,57,0,96
2020-02-25,"Northern",4,16,0,0
2020-02-25,"Unknown",1,9,0,0
2020-02-25,"Vancouver Coastal",18,421,0,27
2020-02-25,"Vancouver Island",5,87,0,96
2020-02-26,"BC",139,1397,0,30
2020-02-26,"Fraser",76,744,0,28
2020-02-26,"Interior",2,59,0,72
2020-02-26,"Northern",3,19,0,56
2020-02-26,"Unknown",3,12,0,16
2020-02-26,"Vancouver Coastal",53,474,0,32
2020-02-26,"Vancouver Island",2,89,0,24
2020-02-27,"BC",124,1521,0,34
2020-02-27,"Fraser",63,807,0,31
2020-02-27,"Interior",2,61,0,48
2020-02-27,"Northern",1,20,0,72
2020-02-27,"Unknown",4,16,0,18
2020-02-27,"Vancouver Coastal",53,527,0,38
2020-02-27,"Vancouver Island",1,90,0,48
2020-02-28,"BC",153,1674,0,37
2020-02-28,"Fraser",83,890,0,29
2020-02-28,"Interior",11,72,0,87
2020-02-28,"Northern",0,0,0,0
2020-02-28,"Unknown",5,21,0,24
2020-02-28,"Vancouver Coastal",44,571,0,35
2020-02-28,"Vancouver Island",10,100,0,65
2020-02-29,"BC",106,1780,2.83,31
2020-02-29,"Fraser",60,950,3.33,24
2020-02-29,"Interior",4,76,0,60
2020-02-29,"Northern",5,25,0,34
2020-02-29,"Unknown",1,22,0,0
2020-02-29,"Vancouver Coastal",23,594,4.35,38
2020-02-29,"Vancouver Island",13,113,0,46
2020-03-01,"BC",74,1854,1.35,23
2020-03-01,"Fraser",32,982,0,25
2020-03-01,"Interior",0,0,0,0
2020-03-01,"Northern",0,0,0,0
2020-03-01,"Unknown",4,26,0,12
2020-03-01,"Vancouver Coastal",37,631,0,23
2020-03-01,"Vancouver Island",1,114,0,0
2020-03-02,"BC",196,2050,1.02,42
2020-03-02,"Fraser",107,1089,1.87,46
2020-03-02,"Interior",0,0,0,0
2020-03-02,"Northern",0,0,0,0
2020-03-02,"Unknown",2,28,0,0
2020-03-02,"Vancouver Coastal",78,709,0,36
2020-03-02,"Vancouver Island",9,123,0,53
2020-03-03,"BC",328,2378,0.61,44
2020-03-03,"Fraser",123,1212,0,36
2020-03-03,"Interior",67,143,0,67
2020-03-03,"Northern",10,35,0,70
2020-03-03,"Unknown",12,40,0,18
2020-03-03,"Vancouver Coastal",90,799,2.22,38
2020-03-03,"Vancouver Island",26,149,0,44
2020-03-04,"BC",261,2639,0.38,48
2020-03-04,"Fraser",96,1308,1.04,44
2020-03-04,"Interior",16,159,0,52
2020-03-04,"Northern",12,47,0,86
2020-03-04,"Unknown",10,50,0,26
2020-03-04,"Vancouver Coastal",110,909,0,51
2020-03-04,"Vancouver Island",17,166,0,31
2020-03-05,"BC",337,2976,2.67,38
2020-03-05,"Fraser",115,1423,1.74,33
2020-03-05,"Interior",28,187,0,55
2020-03-05,"Northern",11,58,0,170
2020-03-05,"Unknown",12,62,0,10
2020-03-05,"Vancouver Coastal",117,1026,5.98,28
2020-03-05,"Vancouver Island",54,220,0,43
2020-03-06,"BC",802,3778,0.75,43
2020-03-06,"Fraser",345,1768,0.29,44
2020-03-06,"Interior",60,247,0,49
2020-03-06,"Northern",21,79,0,61
2020-03-06,"Unknown",19,81,0,13
2020-03-06,"Vancouver Coastal",277,1303,1.81,41
2020-03-06,"Vancouver Island",80,300,0,40
2020-03-07,"BC",500,4278,1.8,40
2020-03-07,"Fraser",214,1982,3.27,37
2020-03-07,"Interior",77,324,0,72
2020-03-07,"Northern",5,84,0,53
2020-03-07,"Unknown",23,104,0,13
2020-03-07,"Vancouver Coastal",160,1463,1.25,34
2020-03-07,"Vancouver Island",21,321,0,29
2020-03-08,"BC",461,4739,0.87,43
2020-03-08,"Fraser",197,2179,1.02,32
2020-03-08,"Interior",57,381,0,72
2020-03-08,"Northern",23,107,0,110
2020-03-08,"Unknown",36,140,0,17
2020-03-08,"Vancouver Coastal",73,1536,2.74,32
2020-03-08,"Vancouver Island",75,396,0,53
2020-03-09,"BC",525,5264,2.1,40
2020-03-09,"Fraser",203,2382,2.46,42
2020-03-09,"Interior",10,391,0,161
2020-03-09,"Northern",2,109,50,108
2020-03-09,"Unknown",45,185,0,13
2020-03-09,"Vancouver Coastal",151,1687,2.65,44
2020-03-09,"Vancouver Island",114,510,0.88,28
2020-03-10,"BC",790,6054,1.52,52
2020-03-10,"Fraser",269,2651,1.49,54
2020-03-10,"Interior",146,537,0,85
2020-03-10,"Northern",4,113,25,96
2020-03-10,"Unknown",45,230,0,15
2020-03-10,"Vancouver Coastal",217,1904,3.23,52
2020-03-10,"Vancouver Island",109,619,0,21
2020-03-11,"BC",1218,7272,1.97,43
2020-03-11,"Fraser",375,3026,0.53,44
2020-03-11,"Interior",90,627,0,81
2020-03-11,"Northern",58,171,1.72,78
2020-03-11,"Unknown",42,272,0,22
2020-03-11,"Vancouver Coastal",423,2327,4.26,41
2020-03-11,"Vancouver Island",230,849,0.43,25
2020-03-12,"BC",1129,8401,0.97,37
2020-03-12,"Fraser",323,3349,1.24,41
2020-03-12,"Interior",184,811,0,69
2020-03-12,"Northern",20,191,0,56
2020-03-12,"Unknown",7,279,0,45
2020-03-12,"Vancouver Coastal",380,2707,1.05,34
2020-03-12,"Vancouver Island",215,1064,1.4,5
2020-03-13,"BC",1500,9901,1.13,33
2020-03-13,"Fraser",493,3842,0.2,40
2020-03-13,"Interior",120,931,0,45
2020-03-13,"Northern",21,212,0,64
2020-03-13,"Unknown",17,296,0,24
2020-03-13,"Vancouver Coastal",625,3332,2.24,34
2020-03-13,"Vancouver Island",224,1288,0.89,8
2020-03-14,"BC",1550,11451,1.48,36
2020-03-14,"Fraser",557,4399,0.72,39
2020-03-14,"Interior",250,1181,0,48
2020-03-14,"Northern",56,268,0,73
2020-03-14,"Unknown",14,310,0,33
2020-03-14,"Vancouver Coastal",494,3826,3.24,31
2020-03-14,"Vancouver Island",179,1467,1.68,8
2020-03-15,"BC",1772,13223,2.03,49
2020-03-15,"Fraser",604,5003,2.15,61
2020-03-15,"Interior",206,1387,1.94,36
2020-03-15,"Northern",35,303,0,97
2020-03-15,"Unknown",36,346,0,58
2020-03-15,"Vancouver Coastal",727,4553,2.2,49
2020-03-15,"Vancouver Island",164,1631,1.83,17
2020-03-16,"BC",3423,16646,1.55,62
2020-03-16,"Fraser",1486,6489,0.87,68
2020-03-16,"Interior",334,1721,0,59
2020-03-16,"Northern",69,372,0,96
2020-03-16,"Unknown",59,405,0,69
2020-03-16,"Vancouver Coastal",1134,5687,2.73,67
2020-03-16,"Vancouver Island",341,1972,2.64,19
2020-03-17,"BC",3023,19669,2.28,49
2020-03-17,"Fraser",1047,7536,3.06,50
2020-03-17,"Interior",332,2053,0,62
2020-03-17,"Northern",179,551,0,86
2020-03-17,"Unknown",36,441,0,56
2020-03-17,"Vancouver Coastal",1053,6740,2.56,51
2020-03-17,"Vancouver Island",376,2348,2.39,17
2020-03-18,"BC",1112,20781,4.77,31
2020-03-18,"Fraser",247,7783,4.05,44
2020-03-18,"Interior",45,2098,0,76
2020-03-18,"Northern",54,605,0,72
2020-03-18,"Unknown",11,452,0,50
2020-03-18,"Vancouver Coastal",504,7244,6.15,30
2020-03-18,"Vancouver Island",251,2599,4.38,2
2020-03-19,"BC",856,21637,6.54,33
2020-03-19,"Fraser",161,7944,12.42,47
2020-03-19,"Interior",14,2112,28.57,106
2020-03-19,"Northern",13,618,0,44
2020-03-19,"Unknown",19,471,0,28
2020-03-19,"Vancouver Coastal",604,7848,4.3,29
2020-03-19,"Vancouver Island",45,2644,6.67,12
2020-03-20,"BC",1529,23166,4.38,45
2020-03-20,"Fraser",446,8390,6.05,51
2020-03-20,"Interior",164,2276,2.44,77
2020-03-20,"Northern",42,660,0,129
2020-03-20,"Unknown",22,493,0,45
2020-03-20,"Vancouver Coastal",568,8416,4.93,33
2020-03-20,"Vancouver Island",287,2931,2.44,28
2020-03-21,"BC",2002,25168,5.39,55
2020-03-21,"Fraser",407,8797,10.81,64
2020-03-21,"Interior",625,2901,1.44,77
2020-03-21,"Northern",37,697,2.7,82
2020-03-21,"Unknown",17,510,0,51
2020-03-21,"Vancouver Coastal",527,8943,8.16,39
2020-03-21,"Vancouver Island",389,3320,2.31,28
2020-03-22,"BC",2060,27228,3.16,56
2020-03-22,"Fraser",773,9570,2.2,66
2020-03-22,"Interior",355,3256,3.1,60
2020-03-22,"Northern",102,799,0,109
2020-03-22,"Unknown",22,532,0,59
2020-03-22,"Vancouver Coastal",521,9464,5.37,42
2020-03-22,"Vancouver Island",287,3607,3.14,27
2020-03-23,"BC",1959,29187,4.44,67
2020-03-23,"Fraser",949,10519,3.37,72
2020-03-23,"Interior",122,3378,4.92,82
2020-03-23,"Northern",79,878,2.53,124
2020-03-23,"Unknown",26,558,0,90
2020-03-23,"Vancouver Coastal",555,10019,5.95,55
2020-03-23,"Vancouver Island",228,3835,5.26,40
2020-03-24,"BC",1886,31073,4.14,40
2020-03-24,"Fraser",635,11154,3.78,52
2020-03-24,"Interior",182,3560,8.79,49
2020-03-24,"Northern",17,895,5.88,92
2020-03-24,"Unknown",10,568,0,70
2020-03-24,"Vancouver Coastal",656,10675,4.57,32
2020-03-24,"Vancouver Island",386,4221,1.55,26
2020-03-25,"BC",2708,33781,3.69,61
2020-03-25,"Fraser",1104,12258,3.26,58
2020-03-25,"Interior",639,4199,1.41,76
2020-03-25,"Northern",133,1028,0.75,74
2020-03-25,"Unknown",32,600,0,59
2020-03-25,"Vancouver Coastal",740,11415,6.89,44
2020-03-25,"Vancouver Island",60,4281,3.33,123
2020-03-26,"BC",2590,36371,3.59,52
2020-03-26,"Fraser",700,12958,5.71,44
2020-03-26,"Interior",782,4981,2.56,82
2020-03-26,"Northern",157,1185,2.55,85
2020-03-26,"Unknown",11,611,0,41
2020-03-26,"Vancouver Coastal",552,11967,4.17,27
2020-03-26,"Vancouver Island",388,4669,1.29,26
2020-03-27,"BC",2142,38513,3.36,34
2020-03-27,"Fraser",767,13725,4.17,35
2020-03-27,"Interior",365,5346,1.1,47
2020-03-27,"Northern",105,1290,0.95,71
2020-03-27,"Unknown",19,630,0,24
2020-03-27,"Vancouver Coastal",508,12475,6.3,26
2020-03-27,"Vancouver Island",378,5047,0.79,22
2020-03-28,"BC",1780,40293,3.99,34
2020-03-28,"Fraser",505,14230,4.95,37
2020-03-28,"Interior",426,5772,1.88,42
2020-03-28,"Northern",84,1374,2.38,71
2020-03-28,"Unknown",5,635,0,19
2020-03-28,"Vancouver Coastal",446,12921,6.5,24
2020-03-28,"Vancouver Island",314,5361,2.23,25
2020-03-29,"BC",1565,41858,3.07,36
2020-03-29,"Fraser",617,14847,2.76,41
2020-03-29,"Interior",329,6101,2.13,40
2020-03-29,"Northern",56,1430,0,71
2020-03-29,"Unknown",15,650,0,86
2020-03-29,"Vancouver Coastal",329,13250,6.99,22
2020-03-29,"Vancouver Island",219,5580,0.46,23
2020-03-30,"BC",1005,42863,5.77,38
2020-03-30,"Fraser",408,15255,5.39,46
2020-03-30,"Interior",111,6212,5.41,35
2020-03-30,"Northern",45,1475,2.22,91
2020-03-30,"Unknown",6,656,0,44
2020-03-30,"Vancouver Coastal",268,13518,10.45,30
2020-03-30,"Vancouver Island",167,5747,0.6,23
2020-03-31,"BC",997,43860,3.71,42
2020-03-31,"Fraser",521,15776,3.45,45
2020-03-31,"Interior",8,6220,0,129
2020-03-31,"Northern",74,1549,1.35,81
2020-03-31,"Unknown",10,666,0,53
2020-03-31,"Vancouver Coastal",379,13897,4.75,26
2020-03-31,"Vancouver Island",5,5752,0,67
2020-04-01,"BC",1174,45034,4.51,30
2020-04-01,"Fraser",423,16199,5.44,36
2020-04-01,"Interior",220,6440,4.09,29
2020-04-01,"Northern",8,1557,0,93
2020-04-01,"Unknown",10,676,0,26
2020-04-01,"Vancouver Coastal",311,14208,6.43,25
2020-04-01,"Vancouver Island",202,5954,0.5,23
2020-04-02,"BC",1138,46172,5.18,32
2020-04-02,"Fraser",492,16691,5.49,31
2020-04-02,"Interior",14,6454,0,70
2020-04-02,"Northern",107,1664,3.74,79
2020-04-02,"Unknown",9,685,0,37
2020-04-02,"Vancouver Coastal",305,14513,7.54,20
2020-04-02,"Vancouver Island",211,6165,2.37,23
2020-04-03,"BC",1176,47348,3.91,29
2020-04-03,"Fraser",417,17108,4.8,35
2020-04-03,"Interior",215,6669,3.72,26
2020-04-03,"Northern",49,1713,0,71
2020-04-03,"Unknown",9,694,0,21
2020-04-03,"Vancouver Coastal",265,14778,4.91,18
2020-04-03,"Vancouver Island",221,6386,2.26,24
2020-04-04,"BC",1237,48585,3.23,32
2020-04-04,"Fraser",539,17647,3.53,35
2020-04-04,"Interior",166,6835,0,30
2020-04-04,"Northern",58,1771,3.45,75
2020-04-04,"Unknown",15,709,0,30
2020-04-04,"Vancouver Coastal",269,15047,5.95,25
2020-04-04,"Vancouver Island",190,6576,1.58,20
2020-04-05,"BC",751,49336,2.4,28
2020-04-05,"Fraser",209,17856,3.35,28
2020-04-05,"Interior",144,6979,1.39,23
2020-04-05,"Northern",56,1827,1.79,83
2020-04-05,"Unknown",9,718,0,27
2020-04-05,"Vancouver Coastal",171,15218,4.68,19
2020-04-05,"Vancouver Island",162,6738,0,23
2020-04-06,"BC",832,50168,7.81,28
2020-04-06,"Fraser",277,18133,14.08,36
2020-04-06,"Interior",118,7097,0.85,24
2020-04-06,"Northern",51,1878,0,63
2020-04-06,"Unknown",12,730,0,30
2020-04-06,"Vancouver Coastal",227,15445,10.57,17
2020-04-06,"Vancouver Island",147,6885,0,21
2020-04-07,"BC",1083,51251,4.52,30
2020-04-07,"Fraser",400,18533,7,39
2020-04-07,"Interior",171,7268,4.09,25
2020-04-07,"Northern",19,1897,0,43
2020-04-07,"Unknown",11,741,0,33
2020-04-07,"Vancouver Coastal",274,15719,4.38,26
2020-04-07,"Vancouver Island",208,7093,0.96,21
2020-04-08,"BC",1200,52451,4.67,30
2020-04-08,"Fraser",474,19007,7.38,33
2020-04-08,"Interior",179,7447,1.68,24
2020-04-08,"Northern",76,1973,2.63,83
2020-04-08,"Unknown",15,756,0,38
2020-04-08,"Vancouver Coastal",267,15986,4.87,20
2020-04-08,"Vancouver Island",189,7282,1.06,18
2020-04-09,"BC",1179,53630,4.75,29
2020-04-09,"Fraser",444,19451,8.11,34
2020-04-09,"Interior",172,7619,4.07,24
2020-04-09,"Northern",67,2040,2.99,77
2020-04-09,"Unknown",15,771,0,32
2020-04-09,"Vancouver Coastal",293,16279,3.41,19
2020-04-09,"Vancouver Island",188,7470,0.53,18
2020-04-10,"BC",1524,55154,3.67,31
2020-04-10,"Fraser",608,20059,5.76,38
2020-04-10,"Interior",190,7809,2.11,23
2020-04-10,"Northern",92,2132,1.09,64
2020-04-10,"Unknown",18,789,0,75
2020-04-10,"Vancouver Coastal",406,16685,3.69,21
2020-04-10,"Vancouver Island",210,7680,0.48,22
2020-04-11,"BC",941,56095,2.87,27
2020-04-11,"Fraser",390,20449,3.33,32
2020-04-11,"Interior",121,7930,2.48,19
2020-04-11,"Northern",50,2182,4,46
2020-04-11,"Unknown",10,799,0,19
2020-04-11,"Vancouver Coastal",183,16868,2.73,21
2020-04-11,"Vancouver Island",187,7867,2.14,21
2020-04-12,"BC",831,56926,3.85,25
2020-04-12,"Fraser",290,20739,6.55,30
2020-04-12,"Interior",141,8071,4.96,23
2020-04-12,"Northern",6,2188,0,40
2020-04-12,"Unknown",7,806,0,27
2020-04-12,"Vancouver Coastal",242,17110,1.24,22
2020-04-12,"Vancouver Island",145,8012,2.07,22
2020-04-13,"BC",828,57754,5.07,33
2020-04-13,"Fraser",303,21042,4.29,39
2020-04-13,"Interior",99,8170,9.09,31
2020-04-13,"Northern",85,2273,2.35,66
2020-04-13,"Unknown",9,815,0,19
2020-04-13,"Vancouver Coastal",218,17328,6.42,19
2020-04-13,"Vancouver Island",114,8126,3.51,24
2020-04-14,"BC",744,58498,7.39,28
2020-04-14,"Fraser",239,21281,9.21,30
2020-04-14,"Interior",128,8298,4.69,35
2020-04-14,"Northern",47,2320,2.13,71
2020-04-14,"Unknown",9,824,0,32
2020-04-14,"Vancouver Coastal",196,17524,11.22,16
2020-04-14,"Vancouver Island",125,8251,3.2,21
2020-04-15,"BC",1344,59842,4.46,26
2020-04-15,"Fraser",556,21837,7.73,33
2020-04-15,"Interior",166,8464,2.41,20
2020-04-15,"Northern",41,2361,4.88,46
2020-04-15,"Unknown",22,846,0,25
2020-04-15,"Vancouver Coastal",352,17876,1.99,20
2020-04-15,"Vancouver Island",207,8458,1.93,20
2020-04-16,"BC",1476,61318,3.79,26
2020-04-16,"Fraser",568,22405,5.99,32
2020-04-16,"Interior",192,8656,2.08,27
2020-04-16,"Northern",80,2441,1.25,44
2020-04-16,"Unknown",43,889,0,20
2020-04-16,"Vancouver Coastal",375,18251,3.73,19
2020-04-16,"Vancouver Island",218,8676,0.92,17
2020-04-17,"BC",1301,62619,2.54,23
2020-04-17,"Fraser",475,22880,3.58,27
2020-04-17,"Interior",169,8825,1.78,23
2020-04-17,"Northern",31,2472,3.23,43
2020-04-17,"Unknown",10,899,0,22
2020-04-17,"Vancouver Coastal",382,18633,2.36,18
2020-04-17,"Vancouver Island",234,8910,1.28,19
2020-04-18,"BC",1264,63883,3.09,26
2020-04-18,"Fraser",400,23280,2.75,31
2020-04-18,"Interior",137,8962,0.73,21
2020-04-18,"Northern",69,2541,5.8,45
2020-04-18,"Unknown",13,912,0,33
2020-04-18,"Vancouver Coastal",442,19075,3.62,21
2020-04-18,"Vancouver Island",203,9113,2.46,23
2020-04-19,"BC",988,64871,3.64,27
2020-04-19,"Fraser",388,23668,6.19,31
2020-04-19,"Interior",138,9100,0.72,23
2020-04-19,"Northern",11,2552,9.09,44
2020-04-19,"Unknown",9,921,0,21
2020-04-19,"Vancouver Coastal",281,19356,2.85,23
2020-04-19,"Vancouver Island",161,9274,1.24,27
