,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,380,4,368,12,5,-1,322,53,197074,192.82,26.89,2.54
02,02 - Saguenay–Lac-Saint-Jean,527,23,427,100,26,0,401,100,277632,189.82,36.02,9.36
03,03 - Capitale-Nationale,5591,199,5384,207,235,3,3991,1365,755459,740.08,180.68,31.11
04,04 - Mauricie et Centre-du-Québec,2789,60,2608,181,212,1,2179,398,522341,533.94,76.20,40.59
05,05 - Estrie,1950,25,1735,215,33,0,1712,205,493163,395.41,41.57,6.69
06,06 - Montréal,36497,290,33798,2699,3490,3,30265,2742,2065657,1766.85,132.74,168.95
07,07 - Outaouais,1661,32,1489,172,34,0,1355,272,401032,414.18,67.83,8.48
08,08 - Abitibi-Témiscamingue,217,4,185,32,4,0,191,22,147616,147.00,14.90,2.71
09,09 - Côte-Nord,159,1,147,12,1,0,149,9,90033,176.60,10.00,1.11
10,10 - Nord-du-Québec,9,0,7,2,0,0,8,1,13558,66.38,7.38,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,518,20,503,15,17,0,309,192,89998,575.57,213.34,18.89
12,12 - Chaudière-Appalaches,1873,64,1677,196,29,2,1348,496,430309,435.27,115.27,6.74
13,13 - Laval,7930,87,6873,1057,691,0,6536,703,442745,1791.10,158.78,156.07
14,14 - Lanaudière,5641,30,4949,692,223,0,5036,382,520092,1084.62,73.45,42.88
15,15 - Laurentides,5261,70,4674,587,283,0,4528,450,626968,839.12,71.77,45.14
16,16 - Montérégie,11904,169,10969,935,631,1,10179,1094,1432751,830.85,76.36,44.04
17,17 - Nunavik,22,0,20,2,0,0,19,3,14260,154.28,21.04,0.00
18,18 - Terres-Cries-de-la-Baie-James,14,0,14,0,1,0,12,1,18385,76.15,5.44,5.44
98,Inconnu,2,0,2,0,0,0,2,0,           .,         .  ,         .  ,         .  
99,Hors Québec,47,0,46,1,0,0,43,4,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,82992,1078,75875,7117,5915,9,68585,8492,8539073,971.91,99.45,69.27
