,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,595,10,583,12,11,0,479,105,197074,301.92,53.28,5.58
02,02 - Saguenay–Lac-Saint-Jean,2690,82,2577,113,74,3,1455,1161,277632,968.91,418.18,26.65
03,03 - Capitale-Nationale,9812,126,9573,239,372,5,8528,912,755459,1298.81,120.72,49.24
04,04 - Mauricie et Centre-du-Québec,5674,101,5483,191,237,0,4449,988,522341,1086.26,189.15,45.37
05,05 - Estrie,3437,78,3150,287,52,1,2780,605,493163,696.93,122.68,10.54
06,06 - Montréal,45929,317,43182,2747,3566,4,39491,2872,2065657,2223.46,139.04,172.63
07,07 - Outaouais,2901,39,2641,260,63,2,2546,292,401032,723.38,72.81,15.71
08,08 - Abitibi-Témiscamingue,256,0,224,32,4,0,244,8,147616,173.42,5.42,2.71
09,09 - Côte-Nord,177,2,165,12,2,0,169,6,90033,196.59,6.66,2.22
10,10 - Nord-du-Québec,31,3,29,2,0,0,10,21,13558,228.65,154.89,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1184,29,1168,16,30,0,960,194,89998,1315.58,215.56,33.33
12,12 - Chaudière-Appalaches,4381,69,4146,235,95,2,3709,577,430309,1018.11,134.09,22.08
13,13 - Laval,10128,71,8964,1164,716,0,8824,588,442745,2287.55,132.81,161.72
14,14 - Lanaudière,9229,151,8534,695,260,4,7491,1478,520092,1774.49,284.18,49.99
15,15 - Laurentides,7156,66,6563,593,319,1,6256,581,626968,1141.37,92.67,50.88
16,16 - Montérégie,17493,155,16358,1135,784,7,15061,1648,1432751,1220.94,115.02,54.72
17,17 - Nunavik,28,0,26,2,0,0,28,0,14260,196.35,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,17,2,17,0,1,0,15,1,18385,92.47,5.44,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,74,0,72,2,0,0,71,3,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,121195,1301,113458,7737,6586,29,102569,12040,8539073,1419.30,141.00,77.13
