,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,415,1,403,12,7,0,382,26,197074,210.58,13.19,3.55
02,02 - Saguenay–Lac-Saint-Jean,828,31,723,105,34,2,523,271,277632,298.24,97.61,12.25
03,03 - Capitale-Nationale,7507,91,7288,219,260,2,5862,1385,755459,993.70,183.33,34.42
04,04 - Mauricie et Centre-du-Québec,3637,45,3453,184,218,2,2685,734,522341,696.29,140.52,41.74
05,05 - Estrie,2375,21,2133,242,33,-1,2004,338,493163,481.59,68.54,6.69
06,06 - Montréal,39712,316,36994,2718,3516,9,34005,2191,2065657,1922.49,106.07,170.21
07,07 - Outaouais,2111,48,1907,204,35,0,1809,267,401032,526.39,66.58,8.73
08,08 - Abitibi-Témiscamingue,243,0,211,32,4,0,220,19,147616,164.62,12.87,2.71
09,09 - Côte-Nord,167,2,155,12,1,0,160,6,90033,185.49,6.66,1.11
10,10 - Nord-du-Québec,9,0,7,2,0,0,9,0,13558,66.38,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,709,6,694,15,22,0,550,137,89998,787.80,152.23,24.44
12,12 - Chaudière-Appalaches,2684,49,2470,214,45,0,2137,502,430309,623.74,116.66,10.46
13,13 - Laval,8706,33,7615,1091,706,1,7535,465,442745,1966.37,105.03,159.46
14,14 - Lanaudière,6281,56,5590,691,225,0,5534,522,520092,1207.67,100.37,43.26
15,15 - Laurentides,5847,26,5253,594,291,-1,5166,390,626968,932.58,62.20,46.41
16,16 - Montérégie,13874,61,12871,1003,657,-3,11782,1435,1432751,968.35,100.16,45.86
17,17 - Nunavik,28,0,26,2,0,0,26,2,14260,196.35,14.03,0.00
18,18 - Terres-Cries-de-la-Baie-James,14,0,14,0,1,0,13,0,18385,76.15,0.00,5.44
98,Inconnu,2,0,2,0,0,0,2,0,           .,         .  ,         .  ,         .  
99,Hors Québec,67,1,66,1,0,0,64,3,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,95216,787,87875,7341,6055,11,80468,8693,8539073,1115.06,101.80,70.91
