,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,398,7,386,12,7,0,338,53,197074,201.95,26.89,3.55
02,02 - Saguenay–Lac-Saint-Jean,571,14,471,100,26,0,421,124,277632,205.67,44.66,9.36
03,03 - Capitale-Nationale,6072,153,5865,207,244,2,4490,1338,755459,803.75,177.11,32.30
04,04 - Mauricie et Centre-du-Québec,2983,51,2799,184,214,0,2318,451,522341,571.08,86.34,40.97
05,05 - Estrie,2060,32,1837,223,34,0,1789,237,493163,417.71,48.06,6.89
06,06 - Montréal,37346,227,34640,2706,3495,0,31365,2486,2065657,1807.95,120.35,169.20
07,07 - Outaouais,1776,31,1601,175,34,0,1464,278,401032,442.86,69.32,8.48
08,08 - Abitibi-Témiscamingue,234,1,202,32,4,0,197,33,147616,158.52,22.36,2.71
09,09 - Côte-Nord,160,2,148,12,1,0,155,4,90033,177.71,4.44,1.11
10,10 - Nord-du-Québec,9,0,7,2,0,0,9,0,13558,66.38,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,582,18,567,15,18,0,341,223,89998,646.68,247.78,20.00
12,12 - Chaudière-Appalaches,2068,63,1868,200,36,1,1534,498,430309,480.58,115.73,8.37
13,13 - Laval,8182,79,7117,1065,695,0,6831,656,442745,1848.02,148.17,156.98
14,14 - Lanaudière,5766,47,5073,693,223,0,5186,357,520092,1108.65,68.64,42.88
15,15 - Laurentides,5414,48,4825,589,284,0,4706,424,626968,863.52,67.63,45.30
16,16 - Montérégie,12423,168,11468,955,637,0,10614,1172,1432751,867.07,81.80,44.46
17,17 - Nunavik,23,0,21,2,0,0,21,2,14260,161.29,14.03,0.00
18,18 - Terres-Cries-de-la-Baie-James,14,0,14,0,1,0,12,1,18385,76.15,5.44,5.44
98,Inconnu,2,0,2,0,0,0,2,0,           .,         .  ,         .  ,         .  
99,Hors Québec,50,1,49,1,0,0,46,4,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,86133,942,78960,7173,5953,3,71839,8341,8539073,1008.69,97.68,69.71
