Collected_Date,Report_Date,School_Board,School,Municipality,Confirmed_Student_Cases,Confirmed_Staff_Cases,Confirmed_Unspecified_Cases,Total_Confirmed_Cases
2020-09-18,2020-09-21,York Region District School Board,Sir Wilfrid Laurier Public School,Markham,0,0,1,1
2020-09-18,2020-09-21,Peel District School Board,Folkstone Public School,Brampton,0,0,1,1
2020-09-18,2020-09-21,Peel District School Board,Goldcrest Public School,Brampton,0,0,2,2
2020-09-18,2020-09-21,Halton District School Board,Emily Carr Public School,Oakville,0,0,1,1
2020-09-18,2020-09-21,Toronto District School Board,York Memorial Collegiate Institute,Toronto,1,0,0,1
2020-09-18,2020-09-21,Ottawa Catholic District School Board,Holy Spirit Elementary School,Ottawa,1,0,0,1
2020-09-18,2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-Jean-Paul II,Ottawa,1,0,0,1
2020-09-18,2020-09-21,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Maurice-Lapointe,Ottawa,1,0,0,1
2020-09-18,2020-09-21,Durham District School Board,Nottingham Public School,Ajax,1,0,0,1
2020-09-18,2020-09-21,Halton Catholic District School Board,St. Thomas Aquinas Catholic Secondary School,Oakville,0,0,1,1
2020-09-18,2020-09-21,Dufferin Peel Catholic District School Board,St. Cecilia Elementary School,Brampton,0,0,1,1
2020-09-18,2020-09-21,York Region District School Board,Tommy Douglas Secondary School,Vaughan,0,0,1,1
2020-09-18,2020-09-21,York Region District School Board,Carrville Mills Public School,Thornhill,0,0,1,1
2020-09-18,2020-09-21,Niagara Catholic District School Board,Mary Ward Catholic Elementary School,Niagara Falls,0,1,0,1
2020-09-18,2020-09-21,Grand Erie District School Board,Russell Reid Elementary School,Brantford,0,1,0,1
2020-09-18,2020-09-21,Simcoe Muskoka Catholic District School Board,St. John Vianney Catholic School,Barrie,0,0,1,1
2020-09-18,2020-09-21,Keewatin-Patricia District School Board,Golden Learning Centre,Balmertown,1,0,0,1
2020-09-18,2020-09-21,Hamilton Wentworth Catholic District School Board,Bishop Tonnos Catholic Secondary School,Ancaster,1,0,0,1
2020-09-18,2020-09-21,Toronto Catholic District School Board,St. Basil- the-Great College School,Toronto,0,1,0,1
2020-09-18,2020-09-21,Conseil scolaire catholique Providence,École catholique secondaire l'Essor ,Windsor,1,0,0,1
2020-09-18,2020-09-21,Durham District School Board, Pine Ridge Secondary School,Pickering,2,0,0,2
2020-09-18,2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Au Coeur d'Ottawa,Ottawa,1,0,0,1
2020-09-18,2020-09-21,Toronto District School Board,Richview Collegiate Intstitute,Toronto,1,0,0,1
2020-09-18,2020-09-21,Dufferin Peel Catholic District School Board,Loyola Catholic Secondary School,Mississauga,0,0,1,1
2020-09-18,2020-09-21,Dufferin Peel Catholic District School Board,Robert F. Hall Catholic Secondary School,Caledon,0,0,1,1
2020-09-18,2020-09-21,Peel District School Board,Plum Tree Park Public School,Mississauga,0,0,1,1
