severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2201,19.1%,1525,13.2%,0,0.0%,3726,32.4%
hospitalization,70-79,1064,9.2%,1298,11.3%,0,0.0%,2362,20.5%
hospitalization,60-69,761,6.6%,1169,10.2%,0,0.0%,1930,16.8%
hospitalization,50-59,644,5.6%,941,8.2%,1,0.0%,1586,13.8%
hospitalization,40-49,378,3.3%,481,4.2%,0,0.0%,859,7.5%
hospitalization,30-39,268,2.3%,286,2.5%,0,0.0%,554,4.8%
hospitalization,20-29,197,1.7%,147,1.3%,0,0.0%,344,3.0%
hospitalization,0-19,81,0.7%,70,0.6%,0,0.0%,151,1.3%
hospitalization,total,5594,48.6%,5917,51.4%,1,0.0%,11512,100.0%
icu,80+,144,6.1%,129,5.5%,0,0.0%,273,11.6%
icu,70-79,197,8.4%,349,14.9%,0,0.0%,546,23.3%
icu,60-69,190,8.1%,393,16.8%,0,0.0%,583,24.9%
icu,50-59,171,7.3%,315,13.4%,0,0.0%,486,20.7%
icu,40-49,86,3.7%,139,5.9%,0,0.0%,225,9.6%
icu,30-39,45,1.9%,70,3.0%,0,0.0%,115,4.9%
icu,20-29,47,2.0%,40,1.7%,0,0.0%,87,3.7%
icu,0-19,13,0.6%,16,0.7%,0,0.0%,29,1.2%
icu,total,893,38.1%,1451,61.9%,0,0.0%,2344,100.0%
deaths,80+,3845,42.7%,2580,28.7%,0,0.0%,6425,71.4%
deaths,70-79,677,7.5%,958,10.6%,0,0.0%,1635,18.2%
deaths,60-69,247,2.7%,404,4.5%,0,0.0%,651,7.2%
deaths,50-59,86,1.0%,125,1.4%,0,0.0%,211,2.3%
deaths,40-49,15,0.2%,36,0.4%,0,0.0%,51,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,3,0.0%,6,0.1%,0,0.0%,9,0.1%
deaths,0-19,1,0.0%,0,0.0%,0,0.0%,1,0.0%
deaths,total,4878,54.2%,4120,45.8%,0,0.0%,8998,100.0%
