severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2266,18.6%,1589,13.1%,0,0.0%,3855,31.7%
hospitalization,70-79,1116,9.2%,1371,11.3%,0,0.0%,2487,20.4%
hospitalization,60-69,814,6.7%,1247,10.2%,0,0.0%,2061,16.9%
hospitalization,50-59,673,5.5%,1005,8.3%,1,0.0%,1679,13.8%
hospitalization,40-49,410,3.4%,517,4.2%,0,0.0%,927,7.6%
hospitalization,30-39,304,2.5%,313,2.6%,0,0.0%,617,5.1%
hospitalization,20-29,216,1.8%,160,1.3%,0,0.0%,376,3.1%
hospitalization,0-19,88,0.7%,80,0.7%,0,0.0%,168,1.4%
hospitalization,total,5887,48.4%,6282,51.6%,1,0.0%,12170,100.0%
icu,80+,149,6.0%,139,5.6%,0,0.0%,288,11.6%
icu,70-79,204,8.2%,368,14.9%,0,0.0%,572,23.1%
icu,60-69,201,8.1%,417,16.8%,0,0.0%,618,24.9%
icu,50-59,179,7.2%,335,13.5%,0,0.0%,514,20.7%
icu,40-49,92,3.7%,146,5.9%,0,0.0%,238,9.6%
icu,30-39,50,2.0%,75,3.0%,0,0.0%,125,5.0%
icu,20-29,49,2.0%,42,1.7%,0,0.0%,91,3.7%
icu,0-19,14,0.6%,18,0.7%,0,0.0%,32,1.3%
icu,total,938,37.9%,1540,62.1%,0,0.0%,2478,100.0%
deaths,80+,3931,42.5%,2664,28.8%,0,0.0%,6595,71.3%
deaths,70-79,695,7.5%,991,10.7%,0,0.0%,1686,18.2%
deaths,60-69,255,2.8%,417,4.5%,0,0.0%,672,7.3%
deaths,50-59,92,1.0%,130,1.4%,0,0.0%,222,2.4%
deaths,40-49,16,0.2%,36,0.4%,0,0.0%,52,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,4,0.0%,6,0.1%,0,0.0%,10,0.1%
deaths,0-19,1,0.0%,2,0.0%,0,0.0%,3,0.0%
deaths,total,4998,54.0%,4257,46.0%,0,0.0%,9255,100.0%
