severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2191,19.1%,1523,13.3%,0,0.0%,3714,32.4%
hospitalization,70-79,1056,9.2%,1291,11.3%,0,0.0%,2347,20.5%
hospitalization,60-69,757,6.6%,1162,10.2%,0,0.0%,1919,16.8%
hospitalization,50-59,639,5.6%,935,8.2%,1,0.0%,1575,13.8%
hospitalization,40-49,376,3.3%,481,4.2%,0,0.0%,857,7.5%
hospitalization,30-39,263,2.3%,286,2.5%,0,0.0%,549,4.8%
hospitalization,20-29,196,1.7%,142,1.2%,0,0.0%,338,3.0%
hospitalization,0-19,79,0.7%,70,0.6%,0,0.0%,149,1.3%
hospitalization,total,5557,48.5%,5890,51.5%,1,0.0%,11448,100.0%
icu,80+,142,6.1%,129,5.5%,0,0.0%,271,11.6%
icu,70-79,193,8.3%,348,14.9%,0,0.0%,541,23.2%
icu,60-69,188,8.1%,390,16.8%,0,0.0%,578,24.8%
icu,50-59,170,7.3%,312,13.4%,0,0.0%,482,20.7%
icu,40-49,86,3.7%,139,6.0%,0,0.0%,225,9.7%
icu,30-39,45,1.9%,70,3.0%,0,0.0%,115,4.9%
icu,20-29,47,2.0%,40,1.7%,0,0.0%,87,3.7%
icu,0-19,13,0.6%,16,0.7%,0,0.0%,29,1.2%
icu,total,884,38.0%,1444,62.0%,0,0.0%,2328,100.0%
deaths,80+,3838,42.7%,2576,28.7%,0,0.0%,6414,71.4%
deaths,70-79,676,7.5%,958,10.7%,0,0.0%,1634,18.2%
deaths,60-69,247,2.7%,404,4.5%,0,0.0%,651,7.2%
deaths,50-59,86,1.0%,124,1.4%,0,0.0%,210,2.3%
deaths,40-49,15,0.2%,35,0.4%,0,0.0%,50,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,3,0.0%,6,0.1%,0,0.0%,9,0.1%
deaths,0-19,1,0.0%,0,0.0%,0,0.0%,1,0.0%
deaths,total,4870,54.2%,4114,45.8%,0,0.0%,8984,100.0%
