severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,3267,19.3%,2420,14.3%,0,0.0%,5687,33.6%
hospitalization,70-79,1542,9.1%,1933,11.4%,0,0.0%,3475,20.5%
hospitalization,60-69,1089,6.4%,1699,10.0%,0,0.0%,2788,16.5%
hospitalization,50-59,865,5.1%,1343,7.9%,1,0.0%,2209,13.0%
hospitalization,40-49,527,3.1%,702,4.1%,0,0.0%,1229,7.3%
hospitalization,30-39,426,2.5%,387,2.3%,0,0.0%,813,4.8%
hospitalization,20-29,299,1.8%,202,1.2%,0,0.0%,501,3.0%
hospitalization,0-19,121,0.7%,117,0.7%,0,0.0%,238,1.4%
hospitalization,total,8136,48.0%,8803,52.0%,1,0.0%,16940,100.0%
icu,80+,228,6.5%,242,6.9%,0,0.0%,470,13.4%
icu,70-79,298,8.5%,553,15.7%,0,0.0%,851,24.2%
icu,60-69,291,8.3%,596,16.9%,0,0.0%,887,25.2%
icu,50-59,229,6.5%,445,12.6%,0,0.0%,674,19.1%
icu,40-49,120,3.4%,198,5.6%,0,0.0%,318,9.0%
icu,30-39,70,2.0%,95,2.7%,0,0.0%,165,4.7%
icu,20-29,59,1.7%,49,1.4%,0,0.0%,108,3.1%
icu,0-19,21,0.6%,26,0.7%,0,0.0%,47,1.3%
icu,total,1316,37.4%,2204,62.6%,0,0.0%,3520,100.0%
deaths,80+,4261,41.8%,2972,29.1%,0,0.0%,7233,70.9%
deaths,70-79,787,7.7%,1095,10.7%,0,0.0%,1882,18.4%
deaths,60-69,284,2.8%,464,4.5%,0,0.0%,748,7.3%
deaths,50-59,106,1.0%,140,1.4%,0,0.0%,246,2.4%
deaths,40-49,21,0.2%,42,0.4%,0,0.0%,63,0.6%
deaths,30-39,6,0.1%,11,0.1%,0,0.0%,17,0.2%
deaths,20-29,3,0.0%,7,0.1%,0,0.0%,10,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,5469,53.6%,4732,46.4%,0,0.0%,10201,100.0%
