severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2240,18.7%,1564,13.0%,0,0.0%,3804,31.7%
hospitalization,70-79,1098,9.2%,1352,11.3%,0,0.0%,2450,20.4%
hospitalization,60-69,801,6.7%,1230,10.3%,0,0.0%,2031,16.9%
hospitalization,50-59,667,5.6%,987,8.2%,1,0.0%,1655,13.8%
hospitalization,40-49,404,3.4%,510,4.3%,0,0.0%,914,7.6%
hospitalization,30-39,293,2.4%,305,2.5%,0,0.0%,598,5.0%
hospitalization,20-29,211,1.8%,156,1.3%,0,0.0%,367,3.1%
hospitalization,0-19,87,0.7%,79,0.7%,0,0.0%,166,1.4%
hospitalization,total,5801,48.4%,6183,51.6%,1,0.0%,11985,100.0%
icu,80+,147,6.0%,135,5.5%,0,0.0%,282,11.5%
icu,70-79,201,8.2%,365,14.9%,0,0.0%,566,23.2%
icu,60-69,198,8.1%,410,16.8%,0,0.0%,608,24.9%
icu,50-59,178,7.3%,330,13.5%,0,0.0%,508,20.8%
icu,40-49,92,3.8%,143,5.9%,0,0.0%,235,9.6%
icu,30-39,48,2.0%,74,3.0%,0,0.0%,122,5.0%
icu,20-29,49,2.0%,42,1.7%,0,0.0%,91,3.7%
icu,0-19,14,0.6%,18,0.7%,0,0.0%,32,1.3%
icu,total,927,37.9%,1517,62.1%,0,0.0%,2444,100.0%
deaths,80+,3918,42.6%,2645,28.7%,0,0.0%,6563,71.3%
deaths,70-79,692,7.5%,981,10.7%,0,0.0%,1673,18.2%
deaths,60-69,253,2.7%,414,4.5%,0,0.0%,667,7.2%
deaths,50-59,92,1.0%,130,1.4%,0,0.0%,222,2.4%
deaths,40-49,15,0.2%,36,0.4%,0,0.0%,51,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,3,0.0%,6,0.1%,0,0.0%,9,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,4978,54.1%,4224,45.9%,0,0.0%,9202,100.0%
