severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2225,18.9%,1543,13.1%,0,0.0%,3768,31.9%
hospitalization,70-79,1086,9.2%,1331,11.3%,0,0.0%,2417,20.5%
hospitalization,60-69,785,6.7%,1207,10.2%,0,0.0%,1992,16.9%
hospitalization,50-59,661,5.6%,973,8.2%,1,0.0%,1635,13.9%
hospitalization,40-49,395,3.3%,496,4.2%,0,0.0%,891,7.6%
hospitalization,30-39,282,2.4%,298,2.5%,0,0.0%,580,4.9%
hospitalization,20-29,206,1.7%,153,1.3%,0,0.0%,359,3.0%
hospitalization,0-19,84,0.7%,75,0.6%,0,0.0%,159,1.3%
hospitalization,total,5724,48.5%,6076,51.5%,1,0.0%,11801,100.0%
icu,80+,146,6.1%,132,5.5%,0,0.0%,278,11.6%
icu,70-79,197,8.2%,354,14.7%,0,0.0%,551,22.9%
icu,60-69,194,8.1%,406,16.9%,0,0.0%,600,24.9%
icu,50-59,177,7.4%,325,13.5%,0,0.0%,502,20.9%
icu,40-49,91,3.8%,140,5.8%,0,0.0%,231,9.6%
icu,30-39,47,2.0%,74,3.1%,0,0.0%,121,5.0%
icu,20-29,49,2.0%,42,1.7%,0,0.0%,91,3.8%
icu,0-19,14,0.6%,18,0.7%,0,0.0%,32,1.3%
icu,total,915,38.0%,1491,62.0%,0,0.0%,2406,100.0%
deaths,80+,3899,42.6%,2626,28.7%,0,0.0%,6525,71.3%
deaths,70-79,686,7.5%,977,10.7%,0,0.0%,1663,18.2%
deaths,60-69,253,2.8%,412,4.5%,0,0.0%,665,7.3%
deaths,50-59,90,1.0%,130,1.4%,0,0.0%,220,2.4%
deaths,40-49,15,0.2%,36,0.4%,0,0.0%,51,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,3,0.0%,6,0.1%,0,0.0%,9,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,4951,54.1%,4199,45.9%,0,0.0%,9150,100.0%
