severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,4131,18.8%,3237,14.8%,0,0.0%,7368,33.6%
hospitalization,70-79,2041,9.3%,2543,11.6%,0,0.0%,4584,20.9%
hospitalization,60-69,1410,6.4%,2200,10.0%,0,0.0%,3610,16.5%
hospitalization,50-59,1123,5.1%,1692,7.7%,1,0.0%,2816,12.8%
hospitalization,40-49,662,3.0%,883,4.0%,0,0.0%,1545,7.0%
hospitalization,30-39,537,2.4%,508,2.3%,0,0.0%,1045,4.8%
hospitalization,20-29,393,1.8%,257,1.2%,0,0.0%,650,3.0%
hospitalization,0-19,154,0.7%,157,0.7%,0,0.0%,311,1.4%
hospitalization,total,10451,47.7%,11477,52.3%,1,0.0%,21929,100.0%
icu,80+,277,6.5%,319,7.5%,0,0.0%,596,13.9%
icu,70-79,374,8.7%,680,15.9%,0,0.0%,1054,24.6%
icu,60-69,357,8.3%,745,17.4%,0,0.0%,1102,25.8%
icu,50-59,272,6.4%,506,11.8%,0,0.0%,778,18.2%
icu,40-49,138,3.2%,235,5.5%,0,0.0%,373,8.7%
icu,30-39,79,1.8%,119,2.8%,0,0.0%,198,4.6%
icu,20-29,69,1.6%,58,1.4%,0,0.0%,127,3.0%
icu,0-19,22,0.5%,28,0.7%,0,0.0%,50,1.2%
icu,total,1588,37.1%,2690,62.9%,0,0.0%,4278,100.0%
deaths,80+,4827,41.2%,3473,29.6%,0,0.0%,8300,70.8%
deaths,70-79,901,7.7%,1263,10.8%,0,0.0%,2164,18.5%
deaths,60-69,326,2.8%,536,4.6%,0,0.0%,862,7.4%
deaths,50-59,125,1.1%,163,1.4%,0,0.0%,288,2.5%
deaths,40-49,24,0.2%,46,0.4%,0,0.0%,70,0.6%
deaths,30-39,7,0.1%,16,0.1%,0,0.0%,23,0.2%
deaths,20-29,4,0.0%,9,0.1%,0,0.0%,13,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,6215,53.0%,5507,47.0%,0,0.0%,11722,100.0%
