severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,3616,19.0%,2786,14.6%,0,0.0%,6402,33.6%
hospitalization,70-79,1764,9.3%,2190,11.5%,0,0.0%,3954,20.8%
hospitalization,60-69,1221,6.4%,1902,10.0%,0,0.0%,3123,16.4%
hospitalization,50-59,963,5.1%,1483,7.8%,1,0.0%,2447,12.8%
hospitalization,40-49,588,3.1%,771,4.0%,0,0.0%,1359,7.1%
hospitalization,30-39,472,2.5%,446,2.3%,0,0.0%,918,4.8%
hospitalization,20-29,340,1.8%,229,1.2%,0,0.0%,569,3.0%
hospitalization,0-19,139,0.7%,137,0.7%,0,0.0%,276,1.4%
hospitalization,total,9103,47.8%,9944,52.2%,1,0.0%,19048,100.0%
icu,80+,252,6.5%,276,7.2%,0,0.0%,528,13.7%
icu,70-79,337,8.8%,603,15.7%,0,0.0%,940,24.4%
icu,60-69,317,8.2%,652,16.9%,0,0.0%,969,25.2%
icu,50-59,250,6.5%,477,12.4%,0,0.0%,727,18.9%
icu,40-49,126,3.3%,216,5.6%,0,0.0%,342,8.9%
icu,30-39,74,1.9%,105,2.7%,0,0.0%,179,4.7%
icu,20-29,63,1.6%,54,1.4%,0,0.0%,117,3.0%
icu,0-19,21,0.5%,26,0.7%,0,0.0%,47,1.2%
icu,total,1440,37.4%,2409,62.6%,0,0.0%,3849,100.0%
deaths,80+,4591,41.6%,3238,29.4%,0,0.0%,7829,71.0%
deaths,70-79,850,7.7%,1183,10.7%,0,0.0%,2033,18.4%
deaths,60-69,308,2.8%,490,4.4%,0,0.0%,798,7.2%
deaths,50-59,116,1.1%,154,1.4%,0,0.0%,270,2.4%
deaths,40-49,23,0.2%,44,0.4%,0,0.0%,67,0.6%
deaths,30-39,7,0.1%,12,0.1%,0,0.0%,19,0.2%
deaths,20-29,3,0.0%,8,0.1%,0,0.0%,11,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,5899,53.5%,5130,46.5%,0,0.0%,11029,100.0%
