severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2376,18.0%,1705,12.9%,0,0.0%,4081,31.0%
hospitalization,70-79,1215,9.2%,1500,11.4%,0,0.0%,2715,20.6%
hospitalization,60-69,897,6.8%,1374,10.4%,0,0.0%,2271,17.2%
hospitalization,50-59,722,5.5%,1110,8.4%,1,0.0%,1833,13.9%
hospitalization,40-49,450,3.4%,556,4.2%,0,0.0%,1006,7.6%
hospitalization,30-39,330,2.5%,340,2.6%,0,0.0%,670,5.1%
hospitalization,20-29,234,1.8%,174,1.3%,0,0.0%,408,3.1%
hospitalization,0-19,100,0.8%,88,0.7%,0,0.0%,188,1.4%
hospitalization,total,6324,48.0%,6847,52.0%,1,0.0%,13172,100.0%
icu,80+,191,6.2%,198,6.4%,0,0.0%,389,12.5%
icu,70-79,268,8.6%,466,15.0%,0,0.0%,734,23.7%
icu,60-69,252,8.1%,514,16.6%,0,0.0%,766,24.7%
icu,50-59,213,6.9%,419,13.5%,0,0.0%,632,20.4%
icu,40-49,110,3.5%,174,5.6%,0,0.0%,284,9.2%
icu,30-39,64,2.1%,88,2.8%,0,0.0%,152,4.9%
icu,20-29,58,1.9%,47,1.5%,0,0.0%,105,3.4%
icu,0-19,19,0.6%,22,0.7%,0,0.0%,41,1.3%
icu,total,1175,37.9%,1928,62.1%,0,0.0%,3103,100.0%
deaths,80+,4037,42.4%,2759,28.9%,0,0.0%,6796,71.3%
deaths,70-79,720,7.6%,1008,10.6%,0,0.0%,1728,18.1%
deaths,60-69,264,2.8%,434,4.6%,0,0.0%,698,7.3%
deaths,50-59,96,1.0%,133,1.4%,0,0.0%,229,2.4%
deaths,40-49,16,0.2%,38,0.4%,0,0.0%,54,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,4,0.0%,6,0.1%,0,0.0%,10,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,5142,53.9%,4390,46.1%,0,0.0%,9532,100.0%
