severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2228,18.8%,1550,13.1%,0,0.0%,3778,31.9%
hospitalization,70-79,1088,9.2%,1334,11.3%,0,0.0%,2422,20.5%
hospitalization,60-69,787,6.6%,1209,10.2%,0,0.0%,1996,16.9%
hospitalization,50-59,663,5.6%,977,8.3%,1,0.0%,1641,13.9%
hospitalization,40-49,397,3.4%,497,4.2%,0,0.0%,894,7.6%
hospitalization,30-39,285,2.4%,299,2.5%,0,0.0%,584,4.9%
hospitalization,20-29,207,1.7%,153,1.3%,0,0.0%,360,3.0%
hospitalization,0-19,86,0.7%,76,0.6%,0,0.0%,162,1.4%
hospitalization,total,5741,48.5%,6095,51.5%,1,0.0%,11837,100.0%
icu,80+,146,6.0%,134,5.5%,0,0.0%,280,11.6%
icu,70-79,198,8.2%,356,14.7%,0,0.0%,554,22.9%
icu,60-69,195,8.1%,407,16.9%,0,0.0%,602,24.9%
icu,50-59,177,7.3%,326,13.5%,0,0.0%,503,20.8%
icu,40-49,92,3.8%,140,5.8%,0,0.0%,232,9.6%
icu,30-39,47,1.9%,74,3.1%,0,0.0%,121,5.0%
icu,20-29,49,2.0%,42,1.7%,0,0.0%,91,3.8%
icu,0-19,14,0.6%,18,0.7%,0,0.0%,32,1.3%
icu,total,918,38.0%,1497,62.0%,0,0.0%,2415,100.0%
deaths,80+,3901,42.6%,2628,28.7%,0,0.0%,6529,71.3%
deaths,70-79,686,7.5%,978,10.7%,0,0.0%,1664,18.2%
deaths,60-69,253,2.8%,412,4.5%,0,0.0%,665,7.3%
deaths,50-59,90,1.0%,130,1.4%,0,0.0%,220,2.4%
deaths,40-49,15,0.2%,36,0.4%,0,0.0%,51,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,3,0.0%,6,0.1%,0,0.0%,9,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,4953,54.1%,4202,45.9%,0,0.0%,9155,100.0%
