severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2215,18.9%,1538,13.1%,0,0.0%,3753,32.0%
hospitalization,70-79,1082,9.2%,1319,11.3%,0,0.0%,2401,20.5%
hospitalization,60-69,782,6.7%,1192,10.2%,0,0.0%,1974,16.9%
hospitalization,50-59,655,5.6%,966,8.2%,1,0.0%,1622,13.8%
hospitalization,40-49,390,3.3%,493,4.2%,0,0.0%,883,7.5%
hospitalization,30-39,275,2.3%,293,2.5%,0,0.0%,568,4.8%
hospitalization,20-29,203,1.7%,152,1.3%,0,0.0%,355,3.0%
hospitalization,0-19,84,0.7%,74,0.6%,0,0.0%,158,1.3%
hospitalization,total,5686,48.5%,6027,51.5%,1,0.0%,11714,100.0%
icu,80+,145,6.1%,130,5.5%,0,0.0%,275,11.6%
icu,70-79,197,8.3%,352,14.8%,0,0.0%,549,23.1%
icu,60-69,192,8.1%,400,16.8%,0,0.0%,592,24.9%
icu,50-59,173,7.3%,324,13.6%,0,0.0%,497,20.9%
icu,40-49,89,3.7%,140,5.9%,0,0.0%,229,9.6%
icu,30-39,45,1.9%,74,3.1%,0,0.0%,119,5.0%
icu,20-29,48,2.0%,41,1.7%,0,0.0%,89,3.7%
icu,0-19,13,0.5%,17,0.7%,0,0.0%,30,1.3%
icu,total,902,37.9%,1478,62.1%,0,0.0%,2380,100.0%
deaths,80+,3849,42.6%,2590,28.7%,0,0.0%,6439,71.3%
deaths,70-79,680,7.5%,961,10.6%,0,0.0%,1641,18.2%
deaths,60-69,249,2.8%,407,4.5%,0,0.0%,656,7.3%
deaths,50-59,87,1.0%,127,1.4%,0,0.0%,214,2.4%
deaths,40-49,15,0.2%,36,0.4%,0,0.0%,51,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,3,0.0%,7,0.1%,0,0.0%,10,0.1%
deaths,0-19,1,0.0%,0,0.0%,0,0.0%,1,0.0%
deaths,total,4888,54.1%,4139,45.9%,0,0.0%,9027,100.0%
