severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,3044,19.4%,2230,14.2%,0,0.0%,5274,33.6%
hospitalization,70-79,1422,9.1%,1781,11.3%,0,0.0%,3203,20.4%
hospitalization,60-69,1023,6.5%,1584,10.1%,0,0.0%,2607,16.6%
hospitalization,50-59,812,5.2%,1249,8.0%,1,0.0%,2062,13.1%
hospitalization,40-49,503,3.2%,659,4.2%,0,0.0%,1162,7.4%
hospitalization,30-39,379,2.4%,351,2.2%,0,0.0%,730,4.6%
hospitalization,20-29,277,1.8%,179,1.1%,0,0.0%,456,2.9%
hospitalization,0-19,108,0.7%,107,0.7%,0,0.0%,215,1.4%
hospitalization,total,7568,48.2%,8140,51.8%,1,0.0%,15709,100.0%
icu,80+,211,6.3%,223,6.7%,0,0.0%,434,13.0%
icu,70-79,279,8.4%,518,15.6%,0,0.0%,797,23.9%
icu,60-69,271,8.1%,567,17.0%,0,0.0%,838,25.2%
icu,50-59,221,6.6%,430,12.9%,0,0.0%,651,19.5%
icu,40-49,116,3.5%,187,5.6%,0,0.0%,303,9.1%
icu,30-39,67,2.0%,91,2.7%,0,0.0%,158,4.7%
icu,20-29,58,1.7%,47,1.4%,0,0.0%,105,3.2%
icu,0-19,20,0.6%,25,0.8%,0,0.0%,45,1.4%
icu,total,1243,37.3%,2088,62.7%,0,0.0%,3331,100.0%
deaths,80+,4128,42.0%,2852,29.0%,0,0.0%,6980,71.1%
deaths,70-79,750,7.6%,1050,10.7%,0,0.0%,1800,18.3%
deaths,60-69,271,2.8%,447,4.6%,0,0.0%,718,7.3%
deaths,50-59,100,1.0%,136,1.4%,0,0.0%,236,2.4%
deaths,40-49,18,0.2%,38,0.4%,0,0.0%,56,0.6%
deaths,30-39,5,0.1%,11,0.1%,0,0.0%,16,0.2%
deaths,20-29,4,0.0%,7,0.1%,0,0.0%,11,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,5277,53.7%,4542,46.3%,0,0.0%,9819,100.0%
