severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2281,18.6%,1613,13.1%,0,0.0%,3894,31.7%
hospitalization,70-79,1126,9.2%,1386,11.3%,0,0.0%,2512,20.4%
hospitalization,60-69,823,6.7%,1261,10.3%,0,0.0%,2084,17.0%
hospitalization,50-59,676,5.5%,1008,8.2%,1,0.0%,1685,13.7%
hospitalization,40-49,415,3.4%,519,4.2%,0,0.0%,934,7.6%
hospitalization,30-39,308,2.5%,318,2.6%,0,0.0%,626,5.1%
hospitalization,20-29,219,1.8%,161,1.3%,0,0.0%,380,3.1%
hospitalization,0-19,89,0.7%,80,0.7%,0,0.0%,169,1.4%
hospitalization,total,5937,48.3%,6346,51.7%,1,0.0%,12284,100.0%
icu,80+,150,6.0%,139,5.6%,0,0.0%,289,11.6%
icu,70-79,205,8.2%,370,14.8%,0,0.0%,575,23.1%
icu,60-69,205,8.2%,420,16.8%,0,0.0%,625,25.1%
icu,50-59,180,7.2%,336,13.5%,0,0.0%,516,20.7%
icu,40-49,92,3.7%,146,5.9%,0,0.0%,238,9.5%
icu,30-39,51,2.0%,76,3.0%,0,0.0%,127,5.1%
icu,20-29,49,2.0%,42,1.7%,0,0.0%,91,3.7%
icu,0-19,14,0.6%,18,0.7%,0,0.0%,32,1.3%
icu,total,946,37.9%,1547,62.1%,0,0.0%,2493,100.0%
deaths,80+,3983,42.4%,2715,28.9%,0,0.0%,6698,71.3%
deaths,70-79,704,7.5%,999,10.6%,0,0.0%,1703,18.1%
deaths,60-69,258,2.7%,424,4.5%,0,0.0%,682,7.3%
deaths,50-59,93,1.0%,131,1.4%,0,0.0%,224,2.4%
deaths,40-49,17,0.2%,36,0.4%,0,0.0%,53,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,4,0.0%,6,0.1%,0,0.0%,10,0.1%
deaths,0-19,1,0.0%,2,0.0%,0,0.0%,3,0.0%
deaths,total,5064,53.9%,4324,46.1%,0,0.0%,9388,100.0%
