severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2193,19.1%,1523,13.3%,0,0.0%,3716,32.4%
hospitalization,70-79,1059,9.2%,1292,11.3%,0,0.0%,2351,20.5%
hospitalization,60-69,758,6.6%,1165,10.2%,0,0.0%,1923,16.8%
hospitalization,50-59,641,5.6%,936,8.2%,1,0.0%,1578,13.8%
hospitalization,40-49,376,3.3%,481,4.2%,0,0.0%,857,7.5%
hospitalization,30-39,264,2.3%,286,2.5%,0,0.0%,550,4.8%
hospitalization,20-29,196,1.7%,143,1.2%,0,0.0%,339,3.0%
hospitalization,0-19,79,0.7%,70,0.6%,0,0.0%,149,1.3%
hospitalization,total,5566,48.6%,5896,51.4%,1,0.0%,11463,100.0%
icu,80+,142,6.1%,129,5.5%,0,0.0%,271,11.6%
icu,70-79,194,8.3%,348,14.9%,0,0.0%,542,23.2%
icu,60-69,188,8.1%,391,16.8%,0,0.0%,579,24.8%
icu,50-59,171,7.3%,313,13.4%,0,0.0%,484,20.8%
icu,40-49,86,3.7%,139,6.0%,0,0.0%,225,9.6%
icu,30-39,45,1.9%,70,3.0%,0,0.0%,115,4.9%
icu,20-29,47,2.0%,40,1.7%,0,0.0%,87,3.7%
icu,0-19,13,0.6%,16,0.7%,0,0.0%,29,1.2%
icu,total,886,38.0%,1446,62.0%,0,0.0%,2332,100.0%
deaths,80+,3842,42.7%,2578,28.7%,0,0.0%,6420,71.4%
deaths,70-79,677,7.5%,957,10.6%,0,0.0%,1634,18.2%
deaths,60-69,247,2.7%,404,4.5%,0,0.0%,651,7.2%
deaths,50-59,86,1.0%,125,1.4%,0,0.0%,211,2.3%
deaths,40-49,15,0.2%,35,0.4%,0,0.0%,50,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,3,0.0%,6,0.1%,0,0.0%,9,0.1%
deaths,0-19,1,0.0%,0,0.0%,0,0.0%,1,0.0%
deaths,total,4875,54.2%,4116,45.8%,0,0.0%,8991,100.0%
