severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,4067,18.8%,3195,14.8%,0,0.0%,7262,33.6%
hospitalization,70-79,2016,9.3%,2514,11.6%,0,0.0%,4530,20.9%
hospitalization,60-69,1395,6.4%,2162,10.0%,0,0.0%,3557,16.4%
hospitalization,50-59,"1,108",5.1%,1672,7.7%,1,0.0%,2781,12.9%
hospitalization,40-49,658,3.0%,869,4.0%,0,0.0%,1527,7.1%
hospitalization,30-39,530,2.4%,504,2.3%,0,0.0%,1034,4.8%
hospitalization,20-29,387,1.8%,254,1.2%,0,0.0%,641,3.0%
hospitalization,0-19,151,0.7%,151,0.7%,0,0.0%,302,1.4%
hospitalization,total,10312,47.7%,11321,52.3%,1,0.0%,21634,100.0%
icu,80+,275,6.5%,315,7.4%,0,0.0%,590,13.9%
icu,70-79,369,8.7%,675,15.9%,0,0.0%,1044,24.6%
icu,60-69,354,8.3%,739,17.4%,0,0.0%,1093,25.7%
icu,50-59,271,6.4%,506,11.9%,0,0.0%,777,18.3%
icu,40-49,137,3.2%,235,5.5%,0,0.0%,372,8.8%
icu,30-39,79,1.9%,118,2.8%,0,0.0%,197,4.6%
icu,20-29,69,1.6%,58,1.4%,0,0.0%,127,3.0%
icu,0-19,22,0.5%,28,0.7%,0,0.0%,50,1.2%
icu,total,1576,37.1%,2674,62.9%,0,0.0%,4250,100.0%
deaths,80+,4798,41.3%,3437,29.6%,0,0.0%,8235,70.9%
deaths,70-79,894,7.7%,1254,10.8%,0,0.0%,2148,18.5%
deaths,60-69,325,2.8%,523,4.5%,0,0.0%,848,7.3%
deaths,50-59,125,1.1%,158,1.4%,0,0.0%,283,2.4%
deaths,40-49,24,0.2%,46,0.4%,0,0.0%,70,0.6%
deaths,30-39,7,0.1%,16,0.1%,0,0.0%,23,0.2%
deaths,20-29,4,0.0%,9,0.1%,0,0.0%,13,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,6178,53.2%,5444,46.8%,0,0.0%,11622,100.0%
