severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,3724,18.9%,2883,14.6%,0,0.0%,6607,33.5%
hospitalization,70-79,1826,9.3%,2273,11.5%,0,0.0%,4099,20.8%
hospitalization,60-69,1266,6.4%,1958,9.9%,0,0.0%,3224,16.3%
hospitalization,50-59,"1,008",5.1%,1538,7.8%,1,0.0%,2547,12.9%
hospitalization,40-49,606,3.1%,805,4.1%,0,0.0%,1411,7.2%
hospitalization,30-39,489,2.5%,472,2.4%,0,0.0%,961,4.9%
hospitalization,20-29,360,1.8%,238,1.2%,0,0.0%,598,3.0%
hospitalization,0-19,142,0.7%,144,0.7%,0,0.0%,286,1.4%
hospitalization,total,9421,47.7%,10311,52.3%,1,0.0%,19733,100.0%
icu,80+,259,6.5%,290,7.3%,0,0.0%,549,13.8%
icu,70-79,349,8.8%,623,15.7%,0,0.0%,972,24.5%
icu,60-69,330,8.3%,669,16.8%,0,0.0%,999,25.1%
icu,50-59,256,6.4%,490,12.3%,0,0.0%,746,18.8%
icu,40-49,130,3.3%,221,5.6%,0,0.0%,351,8.8%
icu,30-39,77,1.9%,110,2.8%,0,0.0%,187,4.7%
icu,20-29,64,1.6%,56,1.4%,0,0.0%,120,3.0%
icu,0-19,22,0.6%,28,0.7%,0,0.0%,50,1.3%
icu,total,1487,37.4%,2487,62.6%,0,0.0%,3974,100.0%
deaths,80+,4671,41.6%,3303,29.4%,0,0.0%,7974,70.9%
deaths,70-79,862,7.7%,1204,10.7%,0,0.0%,2066,18.4%
deaths,60-69,317,2.8%,504,4.5%,0,0.0%,821,7.3%
deaths,50-59,119,1.1%,156,1.4%,0,0.0%,275,2.4%
deaths,40-49,23,0.2%,45,0.4%,0,0.0%,68,0.6%
deaths,30-39,7,0.1%,14,0.1%,0,0.0%,21,0.2%
deaths,20-29,3,0.0%,10,0.1%,0,0.0%,13,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,6003,53.4%,5237,46.6%,0,0.0%,11240,100.0%
