severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,4017,19.0%,3126,14.8%,0,0.0%,7143,33.7%
hospitalization,70-79,1986,9.4%,2454,11.6%,0,0.0%,4440,21.0%
hospitalization,60-69,1366,6.4%,2103,9.9%,0,0.0%,3469,16.4%
hospitalization,50-59,"1,078",5.1%,1637,7.7%,1,0.0%,2716,12.8%
hospitalization,40-49,643,3.0%,849,4.0%,0,0.0%,1492,7.0%
hospitalization,30-39,513,2.4%,489,2.3%,0,0.0%,1002,4.7%
hospitalization,20-29,376,1.8%,248,1.2%,0,0.0%,624,2.9%
hospitalization,0-19,147,0.7%,148,0.7%,0,0.0%,295,1.4%
hospitalization,total,10126,47.8%,11054,52.2%,1,0.0%,21181,100.0%
icu,80+,273,6.5%,307,7.3%,0,0.0%,580,13.9%
icu,70-79,367,8.8%,665,15.9%,0,0.0%,1032,24.7%
icu,60-69,346,8.3%,718,17.2%,0,0.0%,1064,25.5%
icu,50-59,268,6.4%,503,12.0%,0,0.0%,771,18.4%
icu,40-49,133,3.2%,233,5.6%,0,0.0%,366,8.8%
icu,30-39,78,1.9%,115,2.8%,0,0.0%,193,4.6%
icu,20-29,66,1.6%,57,1.4%,0,0.0%,123,2.9%
icu,0-19,22,0.5%,28,0.7%,0,0.0%,50,1.2%
icu,total,1553,37.2%,2626,62.8%,0,0.0%,4179,100.0%
deaths,80+,4758,41.4%,3383,29.5%,0,0.0%,8141,70.9%
deaths,70-79,885,7.7%,1233,10.7%,0,0.0%,2118,18.4%
deaths,60-69,320,2.8%,516,4.5%,0,0.0%,836,7.3%
deaths,50-59,121,1.1%,157,1.4%,0,0.0%,278,2.4%
deaths,40-49,24,0.2%,45,0.4%,0,0.0%,69,0.6%
deaths,30-39,7,0.1%,15,0.1%,0,0.0%,22,0.2%
deaths,20-29,3,0.0%,10,0.1%,0,0.0%,13,0.1%
deaths,0-19,2,0.0%,1,0.0%,0,0.0%,3,0.0%
deaths,total,6120,53.3%,5360,46.7%,0,0.0%,11480,100.0%
