severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,2222,18.9%,1539,13.1%,0,0.0%,3761,32.0%
hospitalization,70-79,1083,9.2%,1325,11.3%,0,0.0%,2408,20.5%
hospitalization,60-69,783,6.7%,1199,10.2%,0,0.0%,1982,16.9%
hospitalization,50-59,658,5.6%,970,8.3%,1,0.0%,1629,13.9%
hospitalization,40-49,393,3.3%,495,4.2%,0,0.0%,888,7.6%
hospitalization,30-39,277,2.4%,294,2.5%,0,0.0%,571,4.9%
hospitalization,20-29,204,1.7%,150,1.3%,0,0.0%,354,3.0%
hospitalization,0-19,84,0.7%,74,0.6%,0,0.0%,158,1.3%
hospitalization,total,5704,48.5%,6046,51.5%,1,0.0%,11751,100.0%
icu,80+,146,6.1%,130,5.4%,0,0.0%,276,11.5%
icu,70-79,196,8.2%,354,14.8%,0,0.0%,550,23.0%
icu,60-69,192,8.0%,405,16.9%,0,0.0%,597,24.9%
icu,50-59,176,7.4%,325,13.6%,0,0.0%,501,20.9%
icu,40-49,89,3.7%,140,5.9%,0,0.0%,229,9.6%
icu,30-39,46,1.9%,74,3.1%,0,0.0%,120,5.0%
icu,20-29,48,2.0%,41,1.7%,0,0.0%,89,3.7%
icu,0-19,14,0.6%,17,0.7%,0,0.0%,31,1.3%
icu,total,907,37.9%,1486,62.1%,0,0.0%,2393,100.0%
deaths,80+,3895,42.6%,2626,28.7%,0,0.0%,6521,71.3%
deaths,70-79,685,7.5%,976,10.7%,0,0.0%,1661,18.2%
deaths,60-69,253,2.8%,412,4.5%,0,0.0%,665,7.3%
deaths,50-59,90,1.0%,130,1.4%,0,0.0%,220,2.4%
deaths,40-49,15,0.2%,36,0.4%,0,0.0%,51,0.6%
deaths,30-39,4,0.0%,11,0.1%,0,0.0%,15,0.2%
deaths,20-29,3,0.0%,7,0.1%,0,0.0%,10,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,4946,54.1%,4199,45.9%,0,0.0%,9145,100.0%
