severity,age_group,count_female,prop_female,count_male,prop_male,count_other,prop_other,count_total,prop_total
hospitalization,80+,3500,19.0%,2659,14.4%,0,0.0%,6159,33.4%
hospitalization,70-79,1696,9.2%,2111,11.5%,0,0.0%,3807,20.7%
hospitalization,60-69,1180,6.4%,1842,10.0%,0,0.0%,3022,16.4%
hospitalization,50-59,933,5.1%,1455,7.9%,1,0.0%,2389,13.0%
hospitalization,40-49,578,3.1%,748,4.1%,0,0.0%,1326,7.2%
hospitalization,30-39,466,2.5%,431,2.3%,0,0.0%,897,4.9%
hospitalization,20-29,328,1.8%,226,1.2%,0,0.0%,554,3.0%
hospitalization,0-19,133,0.7%,133,0.7%,0,0.0%,266,1.4%
hospitalization,total,8814,47.9%,9605,52.1%,1,0.0%,18420,100.0%
icu,80+,245,6.5%,266,7.1%,0,0.0%,511,13.7%
icu,70-79,323,8.6%,587,15.7%,0,0.0%,910,24.3%
icu,60-69,305,8.2%,637,17.0%,0,0.0%,942,25.2%
icu,50-59,240,6.4%,467,12.5%,0,0.0%,707,18.9%
icu,40-49,125,3.3%,210,5.6%,0,0.0%,335,9.0%
icu,30-39,74,2.0%,101,2.7%,0,0.0%,175,4.7%
icu,20-29,62,1.7%,53,1.4%,0,0.0%,115,3.1%
icu,0-19,21,0.6%,26,0.7%,0,0.0%,47,1.3%
icu,total,1395,37.3%,2347,62.7%,0,0.0%,3742,100.0%
deaths,80+,4494,41.7%,3165,29.3%,0,0.0%,7659,71.0%
deaths,70-79,828,7.7%,1158,10.7%,0,0.0%,1986,18.4%
deaths,60-69,302,2.8%,484,4.5%,0,0.0%,786,7.3%
deaths,50-59,112,1.0%,150,1.4%,0,0.0%,262,2.4%
deaths,40-49,23,0.2%,43,0.4%,0,0.0%,66,0.6%
deaths,30-39,6,0.1%,11,0.1%,0,0.0%,17,0.2%
deaths,20-29,3,0.0%,8,0.1%,0,0.0%,11,0.1%
deaths,0-19,1,0.0%,1,0.0%,0,0.0%,2,0.0%
deaths,total,5769,53.5%,5020,46.5%,0,0.0%,10789,100.0%
