Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,8,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,1,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,6,126
Male,99+,All,1,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,1,132
Female,90-99,All,145,109
Female,90-99,Interlake-Eastern,2,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,16,113
Female,90-99,Winnipeg,125,114
Male,90-99,All,53,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,3,118
Male,90-99,Southern Health-Santé Sud,10,119
Male,90-99,Winnipeg,40,120
Female,80-89,All,189,97
Female,80-89,Interlake-Eastern,5,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,12,100
Female,80-89,Southern Health-Santé Sud,27,101
Female,80-89,Winnipeg,145,102
Male,80-89,All,172,103
Male,80-89,Interlake-Eastern,8,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,6,106
Male,80-89,Southern Health-Santé Sud,33,107
Male,80-89,Winnipeg,125,108
Female,70-79,All,249,85
Female,70-79,Interlake-Eastern,22,86
Female,70-79,Northern,7,87
Female,70-79,Prairie Mountain Health,14,88
Female,70-79,Southern Health-Santé Sud,64,89
Female,70-79,Winnipeg,142,90
Male,70-79,All,237,91
Male,70-79,Interlake-Eastern,21,92
Male,70-79,Northern,8,93
Male,70-79,Prairie Mountain Health,13,94
Male,70-79,Southern Health-Santé Sud,63,95
Male,70-79,Winnipeg,132,96
Female,60-69,All,424,73
Female,60-69,Interlake-Eastern,50,74
Female,60-69,Northern,17,75
Female,60-69,Prairie Mountain Health,19,76
Female,60-69,Southern Health-Santé Sud,94,77
Female,60-69,Winnipeg,244,78
Male,60-69,All,475,79
Male,60-69,Interlake-Eastern,43,80
Male,60-69,Northern,28,81
Male,60-69,Prairie Mountain Health,26,82
Male,60-69,Southern Health-Santé Sud,95,83
Male,60-69,Winnipeg,283,84
Female,50-59,All,736,61
Female,50-59,Interlake-Eastern,56,62
Female,50-59,Northern,34,63
Female,50-59,Prairie Mountain Health,41,64
Female,50-59,Southern Health-Santé Sud,138,65
Female,50-59,Winnipeg,467,66
Male,50-59,All,701,67
Male,50-59,Interlake-Eastern,58,68
Male,50-59,Northern,26,69
Male,50-59,Prairie Mountain Health,46,70
Male,50-59,Southern Health-Santé Sud,105,71
Male,50-59,Winnipeg,466,72
Female,40-49,All,713,49
Female,40-49,Interlake-Eastern,58,50
Female,40-49,Northern,28,51
Female,40-49,Prairie Mountain Health,55,52
Female,40-49,Southern Health-Santé Sud,121,53
Female,40-49,Winnipeg,451,54
Male,40-49,All,714,55
Male,40-49,Interlake-Eastern,49,56
Male,40-49,Northern,43,57
Male,40-49,Prairie Mountain Health,67,58
Male,40-49,Southern Health-Santé Sud,133,59
Male,40-49,Winnipeg,422,60
Female,30-39,All,813,37
Female,30-39,Interlake-Eastern,53,38
Female,30-39,Northern,44,39
Female,30-39,Prairie Mountain Health,79,40
Female,30-39,Southern Health-Santé Sud,123,41
Female,30-39,Winnipeg,514,42
Male,30-39,All,893,43
Male,30-39,Interlake-Eastern,50,44
Male,30-39,Northern,44,45
Male,30-39,Prairie Mountain Health,88,46
Male,30-39,Southern Health-Santé Sud,162,47
Male,30-39,Winnipeg,549,48
Female,20-29,All,998,25
Female,20-29,Interlake-Eastern,69,26
Female,20-29,Northern,40,27
Female,20-29,Prairie Mountain Health,57,28
Female,20-29,Southern Health-Santé Sud,154,29
Female,20-29,Winnipeg,678,30
Male,20-29,All,1104,31
Male,20-29,Interlake-Eastern,65,32
Male,20-29,Northern,50,33
Male,20-29,Prairie Mountain Health,73,34
Male,20-29,Southern Health-Santé Sud,215,35
Male,20-29,Winnipeg,701,36
Female,10-19,All,551,13
Female,10-19,Interlake-Eastern,44,14
Female,10-19,Northern,25,15
Female,10-19,Prairie Mountain Health,51,16
Female,10-19,Southern Health-Santé Sud,55,17
Female,10-19,Winnipeg,376,18
Male,10-19,All,656,19
Male,10-19,Interlake-Eastern,54,20
Male,10-19,Northern,36,21
Male,10-19,Prairie Mountain Health,75,22
Male,10-19,Southern Health-Santé Sud,91,23
Male,10-19,Winnipeg,400,24
Female,0-9,All,299,1
Female,0-9,Interlake-Eastern,36,2
Female,0-9,Northern,23,3
Female,0-9,Prairie Mountain Health,20,4
Female,0-9,Southern Health-Santé Sud,20,5
Female,0-9,Winnipeg,200,6
Male,0-9,All,322,7
Male,0-9,Interlake-Eastern,32,8
Male,0-9,Northern,30,9
Male,0-9,Prairie Mountain Health,31,10
Male,0-9,Southern Health-Santé Sud,32,11
Male,0-9,Winnipeg,197,12
