Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,2,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,1,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,31,109
Female,90-99,Interlake-Eastern,0,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,5,113
Female,90-99,Winnipeg,24,114
Male,90-99,All,7,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,1,118
Male,90-99,Southern Health-Santé Sud,1,119
Male,90-99,Winnipeg,5,120
Female,80-89,All,63,97
Female,80-89,Interlake-Eastern,3,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,8,100
Female,80-89,Southern Health-Santé Sud,9,101
Female,80-89,Winnipeg,43,102
Male,80-89,All,50,103
Male,80-89,Interlake-Eastern,2,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,3,106
Male,80-89,Southern Health-Santé Sud,12,107
Male,80-89,Winnipeg,33,108
Female,70-79,All,95,85
Female,70-79,Interlake-Eastern,12,86
Female,70-79,Northern,0,87
Female,70-79,Prairie Mountain Health,9,88
Female,70-79,Southern Health-Santé Sud,22,89
Female,70-79,Winnipeg,52,90
Male,70-79,All,89,91
Male,70-79,Interlake-Eastern,11,92
Male,70-79,Northern,1,93
Male,70-79,Prairie Mountain Health,8,94
Male,70-79,Southern Health-Santé Sud,16,95
Male,70-79,Winnipeg,53,96
Female,60-69,All,162,73
Female,60-69,Interlake-Eastern,17,74
Female,60-69,Northern,3,75
Female,60-69,Prairie Mountain Health,15,76
Female,60-69,Southern Health-Santé Sud,26,77
Female,60-69,Winnipeg,101,78
Male,60-69,All,176,79
Male,60-69,Interlake-Eastern,18,80
Male,60-69,Northern,5,81
Male,60-69,Prairie Mountain Health,20,82
Male,60-69,Southern Health-Santé Sud,29,83
Male,60-69,Winnipeg,104,84
Female,50-59,All,273,61
Female,50-59,Interlake-Eastern,25,62
Female,50-59,Northern,5,63
Female,50-59,Prairie Mountain Health,26,64
Female,50-59,Southern Health-Santé Sud,52,65
Female,50-59,Winnipeg,165,66
Male,50-59,All,229,67
Male,50-59,Interlake-Eastern,21,68
Male,50-59,Northern,3,69
Male,50-59,Prairie Mountain Health,34,70
Male,50-59,Southern Health-Santé Sud,30,71
Male,50-59,Winnipeg,141,72
Female,40-49,All,275,49
Female,40-49,Interlake-Eastern,29,50
Female,40-49,Northern,4,51
Female,40-49,Prairie Mountain Health,43,52
Female,40-49,Southern Health-Santé Sud,44,53
Female,40-49,Winnipeg,155,54
Male,40-49,All,262,55
Male,40-49,Interlake-Eastern,13,56
Male,40-49,Northern,6,57
Male,40-49,Prairie Mountain Health,51,58
Male,40-49,Southern Health-Santé Sud,48,59
Male,40-49,Winnipeg,144,60
Female,30-39,All,338,37
Female,30-39,Interlake-Eastern,16,38
Female,30-39,Northern,5,39
Female,30-39,Prairie Mountain Health,63,40
Female,30-39,Southern Health-Santé Sud,52,41
Female,30-39,Winnipeg,202,42
Male,30-39,All,362,43
Male,30-39,Interlake-Eastern,21,44
Male,30-39,Northern,12,45
Male,30-39,Prairie Mountain Health,72,46
Male,30-39,Southern Health-Santé Sud,40,47
Male,30-39,Winnipeg,217,48
Female,20-29,All,412,25
Female,20-29,Interlake-Eastern,35,26
Female,20-29,Northern,6,27
Female,20-29,Prairie Mountain Health,55,28
Female,20-29,Southern Health-Santé Sud,41,29
Female,20-29,Winnipeg,275,30
Male,20-29,All,433,31
Male,20-29,Interlake-Eastern,27,32
Male,20-29,Northern,7,33
Male,20-29,Prairie Mountain Health,59,34
Male,20-29,Southern Health-Santé Sud,49,35
Male,20-29,Winnipeg,291,36
Female,10-19,All,206,13
Female,10-19,Interlake-Eastern,12,14
Female,10-19,Northern,3,15
Female,10-19,Prairie Mountain Health,37,16
Female,10-19,Southern Health-Santé Sud,25,17
Female,10-19,Winnipeg,129,18
Male,10-19,All,231,19
Male,10-19,Interlake-Eastern,20,20
Male,10-19,Northern,8,21
Male,10-19,Prairie Mountain Health,51,22
Male,10-19,Southern Health-Santé Sud,21,23
Male,10-19,Winnipeg,131,24
Female,0-9,All,109,1
Female,0-9,Interlake-Eastern,13,2
Female,0-9,Northern,4,3
Female,0-9,Prairie Mountain Health,12,4
Female,0-9,Southern Health-Santé Sud,7,5
Female,0-9,Winnipeg,73,6
Male,0-9,All,130,7
Male,0-9,Interlake-Eastern,14,8
Male,0-9,Northern,4,9
Male,0-9,Prairie Mountain Health,23,10
Male,0-9,Southern Health-Santé Sud,13,11
Male,0-9,Winnipeg,76,12
