Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,4,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,3,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,80,109
Female,90-99,Interlake-Eastern,1,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,6,113
Female,90-99,Winnipeg,71,114
Male,90-99,All,22,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,1,118
Male,90-99,Southern Health-Santé Sud,1,119
Male,90-99,Winnipeg,20,120
Female,80-89,All,115,97
Female,80-89,Interlake-Eastern,4,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,9,100
Female,80-89,Southern Health-Santé Sud,11,101
Female,80-89,Winnipeg,91,102
Male,80-89,All,94,103
Male,80-89,Interlake-Eastern,3,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,4,106
Male,80-89,Southern Health-Santé Sud,15,107
Male,80-89,Winnipeg,72,108
Female,70-79,All,141,85
Female,70-79,Interlake-Eastern,15,86
Female,70-79,Northern,2,87
Female,70-79,Prairie Mountain Health,11,88
Female,70-79,Southern Health-Santé Sud,28,89
Female,70-79,Winnipeg,85,90
Male,70-79,All,134,91
Male,70-79,Interlake-Eastern,16,92
Male,70-79,Northern,4,93
Male,70-79,Prairie Mountain Health,10,94
Male,70-79,Southern Health-Santé Sud,23,95
Male,70-79,Winnipeg,81,96
Female,60-69,All,227,73
Female,60-69,Interlake-Eastern,26,74
Female,60-69,Northern,8,75
Female,60-69,Prairie Mountain Health,14,76
Female,60-69,Southern Health-Santé Sud,34,77
Female,60-69,Winnipeg,145,78
Male,60-69,All,240,79
Male,60-69,Interlake-Eastern,28,80
Male,60-69,Northern,9,81
Male,60-69,Prairie Mountain Health,21,82
Male,60-69,Southern Health-Santé Sud,33,83
Male,60-69,Winnipeg,149,84
Female,50-59,All,385,61
Female,50-59,Interlake-Eastern,33,62
Female,50-59,Northern,15,63
Female,50-59,Prairie Mountain Health,27,64
Female,50-59,Southern Health-Santé Sud,71,65
Female,50-59,Winnipeg,239,66
Male,50-59,All,351,67
Male,50-59,Interlake-Eastern,31,68
Male,50-59,Northern,11,69
Male,50-59,Prairie Mountain Health,37,70
Male,50-59,Southern Health-Santé Sud,54,71
Male,50-59,Winnipeg,218,72
Female,40-49,All,404,49
Female,40-49,Interlake-Eastern,45,50
Female,40-49,Northern,11,51
Female,40-49,Prairie Mountain Health,46,52
Female,40-49,Southern Health-Santé Sud,57,53
Female,40-49,Winnipeg,245,54
Male,40-49,All,388,55
Male,40-49,Interlake-Eastern,31,56
Male,40-49,Northern,15,57
Male,40-49,Prairie Mountain Health,55,58
Male,40-49,Southern Health-Santé Sud,66,59
Male,40-49,Winnipeg,221,60
Female,30-39,All,503,37
Female,30-39,Interlake-Eastern,33,38
Female,30-39,Northern,17,39
Female,30-39,Prairie Mountain Health,66,40
Female,30-39,Southern Health-Santé Sud,75,41
Female,30-39,Winnipeg,312,42
Male,30-39,All,497,43
Male,30-39,Interlake-Eastern,28,44
Male,30-39,Northern,20,45
Male,30-39,Prairie Mountain Health,73,46
Male,30-39,Southern Health-Santé Sud,71,47
Male,30-39,Winnipeg,305,48
Female,20-29,All,565,25
Female,20-29,Interlake-Eastern,47,26
Female,20-29,Northern,14,27
Female,20-29,Prairie Mountain Health,54,28
Female,20-29,Southern Health-Santé Sud,65,29
Female,20-29,Winnipeg,385,30
Male,20-29,All,602,31
Male,20-29,Interlake-Eastern,38,32
Male,20-29,Northern,17,33
Male,20-29,Prairie Mountain Health,61,34
Male,20-29,Southern Health-Santé Sud,95,35
Male,20-29,Winnipeg,391,36
Female,10-19,All,294,13
Female,10-19,Interlake-Eastern,23,14
Female,10-19,Northern,12,15
Female,10-19,Prairie Mountain Health,39,16
Female,10-19,Southern Health-Santé Sud,33,17
Female,10-19,Winnipeg,187,18
Male,10-19,All,348,19
Male,10-19,Interlake-Eastern,25,20
Male,10-19,Northern,18,21
Male,10-19,Prairie Mountain Health,56,22
Male,10-19,Southern Health-Santé Sud,38,23
Male,10-19,Winnipeg,211,24
Female,0-9,All,157,1
Female,0-9,Interlake-Eastern,22,2
Female,0-9,Northern,5,3
Female,0-9,Prairie Mountain Health,14,4
Female,0-9,Southern Health-Santé Sud,8,5
Female,0-9,Winnipeg,108,6
Male,0-9,All,172,7
Male,0-9,Interlake-Eastern,19,8
Male,0-9,Northern,10,9
Male,0-9,Prairie Mountain Health,25,10
Male,0-9,Southern Health-Santé Sud,15,11
Male,0-9,Winnipeg,103,12
