Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,5,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,4,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,113,109
Female,90-99,Interlake-Eastern,0,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,15,113
Female,90-99,Winnipeg,96,114
Male,90-99,All,35,115
Male,90-99,Interlake-Eastern,1,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,2,118
Male,90-99,Southern Health-Santé Sud,4,119
Male,90-99,Winnipeg,28,120
Female,80-89,All,149,97
Female,80-89,Interlake-Eastern,5,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,10,100
Female,80-89,Southern Health-Santé Sud,18,101
Female,80-89,Winnipeg,116,102
Male,80-89,All,127,103
Male,80-89,Interlake-Eastern,6,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,5,106
Male,80-89,Southern Health-Santé Sud,24,107
Male,80-89,Winnipeg,92,108
Female,70-79,All,208,85
Female,70-79,Interlake-Eastern,22,86
Female,70-79,Northern,3,87
Female,70-79,Prairie Mountain Health,14,88
Female,70-79,Southern Health-Santé Sud,49,89
Female,70-79,Winnipeg,120,90
Male,70-79,All,190,91
Male,70-79,Interlake-Eastern,19,92
Male,70-79,Northern,6,93
Male,70-79,Prairie Mountain Health,10,94
Male,70-79,Southern Health-Santé Sud,46,95
Male,70-79,Winnipeg,109,96
Female,60-69,All,336,73
Female,60-69,Interlake-Eastern,36,74
Female,60-69,Northern,16,75
Female,60-69,Prairie Mountain Health,15,76
Female,60-69,Southern Health-Santé Sud,61,77
Female,60-69,Winnipeg,208,78
Male,60-69,All,374,79
Male,60-69,Interlake-Eastern,38,80
Male,60-69,Northern,20,81
Male,60-69,Prairie Mountain Health,24,82
Male,60-69,Southern Health-Santé Sud,64,83
Male,60-69,Winnipeg,228,84
Female,50-59,All,599,61
Female,50-59,Interlake-Eastern,51,62
Female,50-59,Northern,26,63
Female,50-59,Prairie Mountain Health,36,64
Female,50-59,Southern Health-Santé Sud,108,65
Female,50-59,Winnipeg,378,66
Male,50-59,All,564,67
Male,50-59,Interlake-Eastern,48,68
Male,50-59,Northern,22,69
Male,50-59,Prairie Mountain Health,43,70
Male,50-59,Southern Health-Santé Sud,80,71
Male,50-59,Winnipeg,371,72
Female,40-49,All,586,49
Female,40-49,Interlake-Eastern,57,50
Female,40-49,Northern,20,51
Female,40-49,Prairie Mountain Health,52,52
Female,40-49,Southern Health-Santé Sud,92,53
Female,40-49,Winnipeg,365,54
Male,40-49,All,581,55
Male,40-49,Interlake-Eastern,41,56
Male,40-49,Northern,37,57
Male,40-49,Prairie Mountain Health,62,58
Male,40-49,Southern Health-Santé Sud,101,59
Male,40-49,Winnipeg,340,60
Female,30-39,All,692,37
Female,30-39,Interlake-Eastern,44,38
Female,30-39,Northern,35,39
Female,30-39,Prairie Mountain Health,73,40
Female,30-39,Southern Health-Santé Sud,102,41
Female,30-39,Winnipeg,438,42
Male,30-39,All,733,43
Male,30-39,Interlake-Eastern,45,44
Male,30-39,Northern,40,45
Male,30-39,Prairie Mountain Health,82,46
Male,30-39,Southern Health-Santé Sud,119,47
Male,30-39,Winnipeg,447,48
Female,20-29,All,827,25
Female,20-29,Interlake-Eastern,63,26
Female,20-29,Northern,30,27
Female,20-29,Prairie Mountain Health,59,28
Female,20-29,Southern Health-Santé Sud,122,29
Female,20-29,Winnipeg,553,30
Male,20-29,All,902,31
Male,20-29,Interlake-Eastern,55,32
Male,20-29,Northern,37,33
Male,20-29,Prairie Mountain Health,72,34
Male,20-29,Southern Health-Santé Sud,167,35
Male,20-29,Winnipeg,571,36
Female,10-19,All,453,13
Female,10-19,Interlake-Eastern,39,14
Female,10-19,Northern,19,15
Female,10-19,Prairie Mountain Health,42,16
Female,10-19,Southern Health-Santé Sud,45,17
Female,10-19,Winnipeg,308,18
Male,10-19,All,539,19
Male,10-19,Interlake-Eastern,42,20
Male,10-19,Northern,29,21
Male,10-19,Prairie Mountain Health,68,22
Male,10-19,Southern Health-Santé Sud,69,23
Male,10-19,Winnipeg,331,24
Female,0-9,All,229,1
Female,0-9,Interlake-Eastern,31,2
Female,0-9,Northern,15,3
Female,0-9,Prairie Mountain Health,16,4
Female,0-9,Southern Health-Santé Sud,12,5
Female,0-9,Winnipeg,155,6
Male,0-9,All,253,7
Male,0-9,Interlake-Eastern,25,8
Male,0-9,Northern,20,9
Male,0-9,Prairie Mountain Health,29,10
Male,0-9,Southern Health-Santé Sud,23,11
Male,0-9,Winnipeg,156,12
