Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,3,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,2,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,59,109
Female,90-99,Interlake-Eastern,1,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,6,113
Female,90-99,Winnipeg,50,114
Male,90-99,All,18,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,1,118
Male,90-99,Southern Health-Santé Sud,1,119
Male,90-99,Winnipeg,16,120
Female,80-89,All,99,97
Female,80-89,Interlake-Eastern,4,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,8,100
Female,80-89,Southern Health-Santé Sud,9,101
Female,80-89,Winnipeg,78,102
Male,80-89,All,78,103
Male,80-89,Interlake-Eastern,2,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,3,106
Male,80-89,Southern Health-Santé Sud,14,107
Male,80-89,Winnipeg,59,108
Female,70-79,All,123,85
Female,70-79,Interlake-Eastern,13,86
Female,70-79,Northern,1,87
Female,70-79,Prairie Mountain Health,11,88
Female,70-79,Southern Health-Santé Sud,26,89
Female,70-79,Winnipeg,72,90
Male,70-79,All,114,91
Male,70-79,Interlake-Eastern,15,92
Male,70-79,Northern,2,93
Male,70-79,Prairie Mountain Health,9,94
Male,70-79,Southern Health-Santé Sud,20,95
Male,70-79,Winnipeg,68,96
Female,60-69,All,203,73
Female,60-69,Interlake-Eastern,23,74
Female,60-69,Northern,7,75
Female,60-69,Prairie Mountain Health,17,76
Female,60-69,Southern Health-Santé Sud,32,77
Female,60-69,Winnipeg,124,78
Male,60-69,All,208,79
Male,60-69,Interlake-Eastern,23,80
Male,60-69,Northern,6,81
Male,60-69,Prairie Mountain Health,20,82
Male,60-69,Southern Health-Santé Sud,31,83
Male,60-69,Winnipeg,128,84
Female,50-59,All,332,61
Female,50-59,Interlake-Eastern,29,62
Female,50-59,Northern,13,63
Female,50-59,Prairie Mountain Health,26,64
Female,50-59,Southern Health-Santé Sud,64,65
Female,50-59,Winnipeg,200,66
Male,50-59,All,304,67
Male,50-59,Interlake-Eastern,24,68
Male,50-59,Northern,5,69
Male,50-59,Prairie Mountain Health,36,70
Male,50-59,Southern Health-Santé Sud,46,71
Male,50-59,Winnipeg,193,72
Female,40-49,All,354,49
Female,40-49,Interlake-Eastern,38,50
Female,40-49,Northern,6,51
Female,40-49,Prairie Mountain Health,44,52
Female,40-49,Southern Health-Santé Sud,53,53
Female,40-49,Winnipeg,213,54
Male,40-49,All,324,55
Male,40-49,Interlake-Eastern,24,56
Male,40-49,Northern,12,57
Male,40-49,Prairie Mountain Health,52,58
Male,40-49,Southern Health-Santé Sud,54,59
Male,40-49,Winnipeg,182,60
Female,30-39,All,425,37
Female,30-39,Interlake-Eastern,25,38
Female,30-39,Northern,11,39
Female,30-39,Prairie Mountain Health,65,40
Female,30-39,Southern Health-Santé Sud,64,41
Female,30-39,Winnipeg,260,42
Male,30-39,All,435,43
Male,30-39,Interlake-Eastern,27,44
Male,30-39,Northern,15,45
Male,30-39,Prairie Mountain Health,76,46
Male,30-39,Southern Health-Santé Sud,50,47
Male,30-39,Winnipeg,267,48
Female,20-29,All,485,25
Female,20-29,Interlake-Eastern,41,26
Female,20-29,Northern,10,27
Female,20-29,Prairie Mountain Health,52,28
Female,20-29,Southern Health-Santé Sud,49,29
Female,20-29,Winnipeg,333,30
Male,20-29,All,497,31
Male,20-29,Interlake-Eastern,32,32
Male,20-29,Northern,8,33
Male,20-29,Prairie Mountain Health,59,34
Male,20-29,Southern Health-Santé Sud,63,35
Male,20-29,Winnipeg,335,36
Female,10-19,All,257,13
Female,10-19,Interlake-Eastern,21,14
Female,10-19,Northern,8,15
Female,10-19,Prairie Mountain Health,38,16
Female,10-19,Southern Health-Santé Sud,28,17
Female,10-19,Winnipeg,162,18
Male,10-19,All,290,19
Male,10-19,Interlake-Eastern,22,20
Male,10-19,Northern,14,21
Male,10-19,Prairie Mountain Health,53,22
Male,10-19,Southern Health-Santé Sud,34,23
Male,10-19,Winnipeg,167,24
Female,0-9,All,136,1
Female,0-9,Interlake-Eastern,16,2
Female,0-9,Northern,5,3
Female,0-9,Prairie Mountain Health,14,4
Female,0-9,Southern Health-Santé Sud,7,5
Female,0-9,Winnipeg,94,6
Male,0-9,All,150,7
Male,0-9,Interlake-Eastern,15,8
Male,0-9,Northern,7,9
Male,0-9,Prairie Mountain Health,23,10
Male,0-9,Southern Health-Santé Sud,14,11
Male,0-9,Winnipeg,91,12
