Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,18,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,2,124
Female,99+,Southern Health-Santé Sud,2,125
Female,99+,Winnipeg,14,126
Male,99+,All,4,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,1,131
Male,99+,Winnipeg,3,132
Female,90-99,All,293,109
Female,90-99,Interlake-Eastern,3,110
Female,90-99,Northern,2,111
Female,90-99,Prairie Mountain Health,21,112
Female,90-99,Southern Health-Santé Sud,49,113
Female,90-99,Winnipeg,218,114
Male,90-99,All,103,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,1,117
Male,90-99,Prairie Mountain Health,7,118
Male,90-99,Southern Health-Santé Sud,21,119
Male,90-99,Winnipeg,74,120
Female,80-89,All,370,97
Female,80-89,Interlake-Eastern,8,98
Female,80-89,Northern,2,99
Female,80-89,Prairie Mountain Health,31,100
Female,80-89,Southern Health-Santé Sud,71,101
Female,80-89,Winnipeg,258,102
Male,80-89,All,299,103
Male,80-89,Interlake-Eastern,11,104
Male,80-89,Northern,4,105
Male,80-89,Prairie Mountain Health,21,106
Male,80-89,Southern Health-Santé Sud,72,107
Male,80-89,Winnipeg,191,108
Female,70-79,All,445,85
Female,70-79,Interlake-Eastern,34,86
Female,70-79,Northern,21,87
Female,70-79,Prairie Mountain Health,22,88
Female,70-79,Southern Health-Santé Sud,127,89
Female,70-79,Winnipeg,241,90
Male,70-79,All,425,91
Male,70-79,Interlake-Eastern,36,92
Male,70-79,Northern,19,93
Male,70-79,Prairie Mountain Health,24,94
Male,70-79,Southern Health-Santé Sud,136,95
Male,70-79,Winnipeg,210,96
Female,60-69,All,715,73
Female,60-69,Interlake-Eastern,68,74
Female,60-69,Northern,45,75
Female,60-69,Prairie Mountain Health,27,76
Female,60-69,Southern Health-Santé Sud,173,77
Female,60-69,Winnipeg,402,78
Male,60-69,All,748,79
Male,60-69,Interlake-Eastern,65,80
Male,60-69,Northern,43,81
Male,60-69,Prairie Mountain Health,36,82
Male,60-69,Southern Health-Santé Sud,160,83
Male,60-69,Winnipeg,444,84
Female,50-59,All,1149,61
Female,50-59,Interlake-Eastern,84,62
Female,50-59,Northern,67,63
Female,50-59,Prairie Mountain Health,56,64
Female,50-59,Southern Health-Santé Sud,256,65
Female,50-59,Winnipeg,686,66
Male,50-59,All,1076,67
Male,50-59,Interlake-Eastern,73,68
Male,50-59,Northern,54,69
Male,50-59,Prairie Mountain Health,57,70
Male,50-59,Southern Health-Santé Sud,203,71
Male,50-59,Winnipeg,689,72
Female,40-49,All,1168,49
Female,40-49,Interlake-Eastern,78,50
Female,40-49,Northern,62,51
Female,40-49,Prairie Mountain Health,72,52
Female,40-49,Southern Health-Santé Sud,233,53
Female,40-49,Winnipeg,723,54
Male,40-49,All,1107,55
Male,40-49,Interlake-Eastern,61,56
Male,40-49,Northern,71,57
Male,40-49,Prairie Mountain Health,75,58
Male,40-49,Southern Health-Santé Sud,232,59
Male,40-49,Winnipeg,668,60
Female,30-39,All,1273,37
Female,30-39,Interlake-Eastern,84,38
Female,30-39,Northern,73,39
Female,30-39,Prairie Mountain Health,94,40
Female,30-39,Southern Health-Santé Sud,232,41
Female,30-39,Winnipeg,790,42
Male,30-39,All,1338,43
Male,30-39,Interlake-Eastern,82,44
Male,30-39,Northern,85,45
Male,30-39,Prairie Mountain Health,103,46
Male,30-39,Southern Health-Santé Sud,260,47
Male,30-39,Winnipeg,808,48
Female,20-29,All,1525,25
Female,20-29,Interlake-Eastern,94,26
Female,20-29,Northern,87,27
Female,20-29,Prairie Mountain Health,76,28
Female,20-29,Southern Health-Santé Sud,268,29
Female,20-29,Winnipeg,1000,30
Male,20-29,All,1607,31
Male,20-29,Interlake-Eastern,83,32
Male,20-29,Northern,102,33
Male,20-29,Prairie Mountain Health,93,34
Male,20-29,Southern Health-Santé Sud,335,35
Male,20-29,Winnipeg,994,36
Female,10-19,All,847,13
Female,10-19,Interlake-Eastern,65,14
Female,10-19,Northern,67,15
Female,10-19,Prairie Mountain Health,59,16
Female,10-19,Southern Health-Santé Sud,129,17
Female,10-19,Winnipeg,527,18
Male,10-19,All,987,19
Male,10-19,Interlake-Eastern,75,20
Male,10-19,Northern,63,21
Male,10-19,Prairie Mountain Health,85,22
Male,10-19,Southern Health-Santé Sud,162,23
Male,10-19,Winnipeg,602,24
Female,0-9,All,475,1
Female,0-9,Interlake-Eastern,48,2
Female,0-9,Northern,50,3
Female,0-9,Prairie Mountain Health,27,4
Female,0-9,Southern Health-Santé Sud,49,5
Female,0-9,Winnipeg,301,6
Male,0-9,All,511,7
Male,0-9,Interlake-Eastern,46,8
Male,0-9,Northern,55,9
Male,0-9,Prairie Mountain Health,35,10
Male,0-9,Southern Health-Santé Sud,59,11
Male,0-9,Winnipeg,316,12
