Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,4,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,3,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,87,109
Female,90-99,Interlake-Eastern,1,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,6,113
Female,90-99,Winnipeg,78,114
Male,90-99,All,26,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,2,118
Male,90-99,Southern Health-Santé Sud,2,119
Male,90-99,Winnipeg,22,120
Female,80-89,All,122,97
Female,80-89,Interlake-Eastern,5,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,9,100
Female,80-89,Southern Health-Santé Sud,11,101
Female,80-89,Winnipeg,97,102
Male,80-89,All,106,103
Male,80-89,Interlake-Eastern,4,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,4,106
Male,80-89,Southern Health-Santé Sud,18,107
Male,80-89,Winnipeg,80,108
Female,70-79,All,161,85
Female,70-79,Interlake-Eastern,19,86
Female,70-79,Northern,2,87
Female,70-79,Prairie Mountain Health,13,88
Female,70-79,Southern Health-Santé Sud,33,89
Female,70-79,Winnipeg,94,90
Male,70-79,All,152,91
Male,70-79,Interlake-Eastern,18,92
Male,70-79,Northern,2,93
Male,70-79,Prairie Mountain Health,10,94
Male,70-79,Southern Health-Santé Sud,30,95
Male,70-79,Winnipeg,92,96
Female,60-69,All,263,73
Female,60-69,Interlake-Eastern,29,74
Female,60-69,Northern,9,75
Female,60-69,Prairie Mountain Health,14,76
Female,60-69,Southern Health-Santé Sud,43,77
Female,60-69,Winnipeg,168,78
Male,60-69,All,299,79
Male,60-69,Interlake-Eastern,31,80
Male,60-69,Northern,17,81
Male,60-69,Prairie Mountain Health,23,82
Male,60-69,Southern Health-Santé Sud,44,83
Male,60-69,Winnipeg,184,84
Female,50-59,All,474,61
Female,50-59,Interlake-Eastern,42,62
Female,50-59,Northern,17,63
Female,50-59,Prairie Mountain Health,31,64
Female,50-59,Southern Health-Santé Sud,86,65
Female,50-59,Winnipeg,298,66
Male,50-59,All,426,67
Male,50-59,Interlake-Eastern,40,68
Male,50-59,Northern,16,69
Male,50-59,Prairie Mountain Health,38,70
Male,50-59,Southern Health-Santé Sud,62,71
Male,50-59,Winnipeg,270,72
Female,40-49,All,480,49
Female,40-49,Interlake-Eastern,50,50
Female,40-49,Northern,17,51
Female,40-49,Prairie Mountain Health,47,52
Female,40-49,Southern Health-Santé Sud,67,53
Female,40-49,Winnipeg,299,54
Male,40-49,All,470,55
Male,40-49,Interlake-Eastern,37,56
Male,40-49,Northern,29,57
Male,40-49,Prairie Mountain Health,55,58
Male,40-49,Southern Health-Santé Sud,78,59
Male,40-49,Winnipeg,271,60
Female,30-39,All,575,37
Female,30-39,Interlake-Eastern,38,38
Female,30-39,Northern,22,39
Female,30-39,Prairie Mountain Health,66,40
Female,30-39,Southern Health-Santé Sud,91,41
Female,30-39,Winnipeg,358,42
Male,30-39,All,569,43
Male,30-39,Interlake-Eastern,33,44
Male,30-39,Northern,26,45
Male,30-39,Prairie Mountain Health,76,46
Male,30-39,Southern Health-Santé Sud,84,47
Male,30-39,Winnipeg,350,48
Female,20-29,All,682,25
Female,20-29,Interlake-Eastern,55,26
Female,20-29,Northern,18,27
Female,20-29,Prairie Mountain Health,55,28
Female,20-29,Southern Health-Santé Sud,93,29
Female,20-29,Winnipeg,461,30
Male,20-29,All,697,31
Male,20-29,Interlake-Eastern,41,32
Male,20-29,Northern,23,33
Male,20-29,Prairie Mountain Health,63,34
Male,20-29,Southern Health-Santé Sud,110,35
Male,20-29,Winnipeg,460,36
Female,10-19,All,364,13
Female,10-19,Interlake-Eastern,32,14
Female,10-19,Northern,17,15
Female,10-19,Prairie Mountain Health,39,16
Female,10-19,Southern Health-Santé Sud,36,17
Female,10-19,Winnipeg,240,18
Male,10-19,All,414,19
Male,10-19,Interlake-Eastern,29,20
Male,10-19,Northern,21,21
Male,10-19,Prairie Mountain Health,59,22
Male,10-19,Southern Health-Santé Sud,45,23
Male,10-19,Winnipeg,260,24
Female,0-9,All,181,1
Female,0-9,Interlake-Eastern,25,2
Female,0-9,Northern,6,3
Female,0-9,Prairie Mountain Health,15,4
Female,0-9,Southern Health-Santé Sud,10,5
Female,0-9,Winnipeg,125,6
Male,0-9,All,199,7
Male,0-9,Interlake-Eastern,23,8
Male,0-9,Northern,12,9
Male,0-9,Prairie Mountain Health,25,10
Male,0-9,Southern Health-Santé Sud,17,11
Male,0-9,Winnipeg,122,12
