Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,3,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,2,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,38,109
Female,90-99,Interlake-Eastern,0,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,5,113
Female,90-99,Winnipeg,31,114
Male,90-99,All,11,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,1,118
Male,90-99,Southern Health-Santé Sud,1,119
Male,90-99,Winnipeg,9,120
Female,80-89,All,81,97
Female,80-89,Interlake-Eastern,3,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,8,100
Female,80-89,Southern Health-Santé Sud,9,101
Female,80-89,Winnipeg,61,102
Male,80-89,All,60,103
Male,80-89,Interlake-Eastern,2,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,3,106
Male,80-89,Southern Health-Santé Sud,13,107
Male,80-89,Winnipeg,42,108
Female,70-79,All,112,85
Female,70-79,Interlake-Eastern,12,86
Female,70-79,Northern,1,87
Female,70-79,Prairie Mountain Health,10,88
Female,70-79,Southern Health-Santé Sud,25,89
Female,70-79,Winnipeg,64,90
Male,70-79,All,102,91
Male,70-79,Interlake-Eastern,13,92
Male,70-79,Northern,2,93
Male,70-79,Prairie Mountain Health,9,94
Male,70-79,Southern Health-Santé Sud,18,95
Male,70-79,Winnipeg,60,96
Female,60-69,All,178,73
Female,60-69,Interlake-Eastern,18,74
Female,60-69,Northern,4,75
Female,60-69,Prairie Mountain Health,15,76
Female,60-69,Southern Health-Santé Sud,29,77
Female,60-69,Winnipeg,112,78
Male,60-69,All,185,79
Male,60-69,Interlake-Eastern,18,80
Male,60-69,Northern,6,81
Male,60-69,Prairie Mountain Health,21,82
Male,60-69,Southern Health-Santé Sud,31,83
Male,60-69,Winnipeg,109,84
Female,50-59,All,299,61
Female,50-59,Interlake-Eastern,28,62
Female,50-59,Northern,10,63
Female,50-59,Prairie Mountain Health,26,64
Female,50-59,Southern Health-Santé Sud,60,65
Female,50-59,Winnipeg,175,66
Male,50-59,All,258,67
Male,50-59,Interlake-Eastern,24,68
Male,50-59,Northern,5,69
Male,50-59,Prairie Mountain Health,35,70
Male,50-59,Southern Health-Santé Sud,39,71
Male,50-59,Winnipeg,155,72
Female,40-49,All,309,49
Female,40-49,Interlake-Eastern,35,50
Female,40-49,Northern,6,51
Female,40-49,Prairie Mountain Health,43,52
Female,40-49,Southern Health-Santé Sud,48,53
Female,40-49,Winnipeg,177,54
Male,40-49,All,285,55
Male,40-49,Interlake-Eastern,16,56
Male,40-49,Northern,7,57
Male,40-49,Prairie Mountain Health,52,58
Male,40-49,Southern Health-Santé Sud,52,59
Male,40-49,Winnipeg,158,60
Female,30-39,All,377,37
Female,30-39,Interlake-Eastern,17,38
Female,30-39,Northern,7,39
Female,30-39,Prairie Mountain Health,63,40
Female,30-39,Southern Health-Santé Sud,58,41
Female,30-39,Winnipeg,232,42
Male,30-39,All,402,43
Male,30-39,Interlake-Eastern,25,44
Male,30-39,Northern,13,45
Male,30-39,Prairie Mountain Health,74,46
Male,30-39,Southern Health-Santé Sud,48,47
Male,30-39,Winnipeg,242,48
Female,20-29,All,446,25
Female,20-29,Interlake-Eastern,36,26
Female,20-29,Northern,8,27
Female,20-29,Prairie Mountain Health,53,28
Female,20-29,Southern Health-Santé Sud,44,29
Female,20-29,Winnipeg,305,30
Male,20-29,All,465,31
Male,20-29,Interlake-Eastern,28,32
Male,20-29,Northern,9,33
Male,20-29,Prairie Mountain Health,59,34
Male,20-29,Southern Health-Santé Sud,56,35
Male,20-29,Winnipeg,313,36
Female,10-19,All,226,13
Female,10-19,Interlake-Eastern,15,14
Female,10-19,Northern,7,15
Female,10-19,Prairie Mountain Health,36,16
Female,10-19,Southern Health-Santé Sud,26,17
Female,10-19,Winnipeg,142,18
Male,10-19,All,249,19
Male,10-19,Interlake-Eastern,21,20
Male,10-19,Northern,11,21
Male,10-19,Prairie Mountain Health,51,22
Male,10-19,Southern Health-Santé Sud,24,23
Male,10-19,Winnipeg,142,24
Female,0-9,All,125,1
Female,0-9,Interlake-Eastern,14,2
Female,0-9,Northern,5,3
Female,0-9,Prairie Mountain Health,13,4
Female,0-9,Southern Health-Santé Sud,7,5
Female,0-9,Winnipeg,86,6
Male,0-9,All,138,7
Male,0-9,Interlake-Eastern,14,8
Male,0-9,Northern,5,9
Male,0-9,Prairie Mountain Health,23,10
Male,0-9,Southern Health-Santé Sud,13,11
Male,0-9,Winnipeg,83,12
