Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,17,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,2,124
Female,99+,Southern Health-Santé Sud,2,125
Female,99+,Winnipeg,13,126
Male,99+,All,4,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,1,131
Male,99+,Winnipeg,3,132
Female,90-99,All,231,109
Female,90-99,Interlake-Eastern,2,110
Female,90-99,Northern,2,111
Female,90-99,Prairie Mountain Health,14,112
Female,90-99,Southern Health-Santé Sud,39,113
Female,90-99,Winnipeg,174,114
Male,90-99,All,86,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,1,117
Male,90-99,Prairie Mountain Health,6,118
Male,90-99,Southern Health-Santé Sud,17,119
Male,90-99,Winnipeg,62,120
Female,80-89,All,298,97
Female,80-89,Interlake-Eastern,7,98
Female,80-89,Northern,2,99
Female,80-89,Prairie Mountain Health,24,100
Female,80-89,Southern Health-Santé Sud,59,101
Female,80-89,Winnipeg,206,102
Male,80-89,All,255,103
Male,80-89,Interlake-Eastern,9,104
Male,80-89,Northern,1,105
Male,80-89,Prairie Mountain Health,16,106
Male,80-89,Southern Health-Santé Sud,66,107
Male,80-89,Winnipeg,163,108
Female,70-79,All,373,85
Female,70-79,Interlake-Eastern,31,86
Female,70-79,Northern,17,87
Female,70-79,Prairie Mountain Health,19,88
Female,70-79,Southern Health-Santé Sud,104,89
Female,70-79,Winnipeg,202,90
Male,70-79,All,359,91
Male,70-79,Interlake-Eastern,30,92
Male,70-79,Northern,15,93
Male,70-79,Prairie Mountain Health,20,94
Male,70-79,Southern Health-Santé Sud,113,95
Male,70-79,Winnipeg,181,96
Female,60-69,All,632,73
Female,60-69,Interlake-Eastern,61,74
Female,60-69,Northern,35,75
Female,60-69,Prairie Mountain Health,24,76
Female,60-69,Southern Health-Santé Sud,154,77
Female,60-69,Winnipeg,358,78
Male,60-69,All,671,79
Male,60-69,Interlake-Eastern,56,80
Male,60-69,Northern,37,81
Male,60-69,Prairie Mountain Health,33,82
Male,60-69,Southern Health-Santé Sud,141,83
Male,60-69,Winnipeg,404,84
Female,50-59,All,1030,61
Female,50-59,Interlake-Eastern,78,62
Female,50-59,Northern,59,63
Female,50-59,Prairie Mountain Health,53,64
Female,50-59,Southern Health-Santé Sud,220,65
Female,50-59,Winnipeg,620,66
Male,50-59,All,950,67
Male,50-59,Interlake-Eastern,68,68
Male,50-59,Northern,42,69
Male,50-59,Prairie Mountain Health,55,70
Male,50-59,Southern Health-Santé Sud,172,71
Male,50-59,Winnipeg,613,72
Female,40-49,All,1019,49
Female,40-49,Interlake-Eastern,71,50
Female,40-49,Northern,54,51
Female,40-49,Prairie Mountain Health,63,52
Female,40-49,Southern Health-Santé Sud,204,53
Female,40-49,Winnipeg,627,54
Male,40-49,All,985,55
Male,40-49,Interlake-Eastern,59,56
Male,40-49,Northern,59,57
Male,40-49,Prairie Mountain Health,76,58
Male,40-49,Southern Health-Santé Sud,206,59
Male,40-49,Winnipeg,585,60
Female,30-39,All,1120,37
Female,30-39,Interlake-Eastern,75,38
Female,30-39,Northern,62,39
Female,30-39,Prairie Mountain Health,91,40
Female,30-39,Southern Health-Santé Sud,196,41
Female,30-39,Winnipeg,696,42
Male,30-39,All,1211,43
Male,30-39,Interlake-Eastern,77,44
Male,30-39,Northern,74,45
Male,30-39,Prairie Mountain Health,98,46
Male,30-39,Southern Health-Santé Sud,230,47
Male,30-39,Winnipeg,732,48
Female,20-29,All,1373,25
Female,20-29,Interlake-Eastern,90,26
Female,20-29,Northern,69,27
Female,20-29,Prairie Mountain Health,73,28
Female,20-29,Southern Health-Santé Sud,240,29
Female,20-29,Winnipeg,901,30
Male,20-29,All,1437,31
Male,20-29,Interlake-Eastern,77,32
Male,20-29,Northern,78,33
Male,20-29,Prairie Mountain Health,92,34
Male,20-29,Southern Health-Santé Sud,303,35
Male,20-29,Winnipeg,887,36
Female,10-19,All,761,13
Female,10-19,Interlake-Eastern,61,14
Female,10-19,Northern,49,15
Female,10-19,Prairie Mountain Health,58,16
Female,10-19,Southern Health-Santé Sud,110,17
Female,10-19,Winnipeg,483,18
Male,10-19,All,874,19
Male,10-19,Interlake-Eastern,70,20
Male,10-19,Northern,52,21
Male,10-19,Prairie Mountain Health,85,22
Male,10-19,Southern Health-Santé Sud,139,23
Male,10-19,Winnipeg,528,24
Female,0-9,All,410,1
Female,0-9,Interlake-Eastern,44,2
Female,0-9,Northern,38,3
Female,0-9,Prairie Mountain Health,26,4
Female,0-9,Southern Health-Santé Sud,32,5
Female,0-9,Winnipeg,270,6
Male,0-9,All,462,7
Male,0-9,Interlake-Eastern,42,8
Male,0-9,Northern,43,9
Male,0-9,Prairie Mountain Health,35,10
Male,0-9,Southern Health-Santé Sud,53,11
Male,0-9,Winnipeg,289,12
