Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,2,55
Female,99+,Interlake-Eastern,0,56
Female,99+,Northern,0,57
Female,99+,Prairie Mountain Health,0,58
Female,99+,Southern Health-Santé Sud,1,59
Female,99+,Winnipeg,1,60
Male,99+,All,0,61
Male,99+,Interlake-Eastern,0,62
Male,99+,Northern,0,63
Male,99+,Prairie Mountain Health,0,64
Male,99+,Southern Health-Santé Sud,0,65
Male,99+,Winnipeg,0,66
Female,90-99,All,23,43
Female,90-99,Interlake-Eastern,0,44
Female,90-99,Northern,0,45
Female,90-99,Prairie Mountain Health,2,46
Female,90-99,Southern Health-Santé Sud,5,47
Female,90-99,Winnipeg,16,48
Male,90-99,All,4,49
Male,90-99,Interlake-Eastern,0,50
Male,90-99,Northern,0,51
Male,90-99,Prairie Mountain Health,1,52
Male,90-99,Southern Health-Santé Sud,1,53
Male,90-99,Winnipeg,2,54
Female,80-89,All,41,31
Female,80-89,Interlake-Eastern,3,32
Female,80-89,Northern,0,33
Female,80-89,Prairie Mountain Health,8,34
Female,80-89,Southern Health-Santé Sud,8,35
Female,80-89,Winnipeg,22,36
Male,80-89,All,32,37
Male,80-89,Interlake-Eastern,1,38
Male,80-89,Northern,0,39
Male,80-89,Prairie Mountain Health,3,40
Male,80-89,Southern Health-Santé Sud,11,41
Male,80-89,Winnipeg,17,42
Female,70-79,All,63,19
Female,70-79,Interlake-Eastern,10,20
Female,70-79,Northern,0,21
Female,70-79,Prairie Mountain Health,8,22
Female,70-79,Southern Health-Santé Sud,15,23
Female,70-79,Winnipeg,30,24
Male,70-79,All,58,25
Male,70-79,Interlake-Eastern,9,26
Male,70-79,Northern,1,27
Male,70-79,Prairie Mountain Health,8,28
Male,70-79,Southern Health-Santé Sud,11,29
Male,70-79,Winnipeg,29,30
Female,60-69,All,114,7
Female,60-69,Interlake-Eastern,14,8
Female,60-69,Northern,2,9
Female,60-69,Prairie Mountain Health,12,10
Female,60-69,Southern Health-Santé Sud,24,11
Female,60-69,Winnipeg,62,12
Male,60-69,All,121,13
Male,60-69,Interlake-Eastern,13,14
Male,60-69,Northern,1,15
Male,60-69,Prairie Mountain Health,19,16
Male,60-69,Southern Health-Santé Sud,28,17
Male,60-69,Winnipeg,60,18
Male,50-59,All,135,1
Male,50-59,Interlake-Eastern,11,2
Male,50-59,Northern,1,3
Male,50-59,Prairie Mountain Health,30,4
Male,50-59,Southern Health-Santé Sud,21,5
Male,50-59,Winnipeg,72,6
Female,50-59,All,175,127
Female,50-59,Interlake-Eastern,20,128
Female,50-59,Northern,0,129
Female,50-59,Prairie Mountain Health,24,130
Female,50-59,Southern Health-Santé Sud,37,131
Female,50-59,Winnipeg,94,132
Female,40-49,All,179,115
Female,40-49,Interlake-Eastern,20,116
Female,40-49,Northern,0,117
Female,40-49,Prairie Mountain Health,38,118
Female,40-49,Southern Health-Santé Sud,30,119
Female,40-49,Winnipeg,91,120
Male,40-49,All,158,121
Male,40-49,Interlake-Eastern,6,122
Male,40-49,Northern,0,123
Male,40-49,Prairie Mountain Health,49,124
Male,40-49,Southern Health-Santé Sud,34,125
Male,40-49,Winnipeg,69,126
Female,30-39,All,227,103
Female,30-39,Interlake-Eastern,11,104
Female,30-39,Northern,2,105
Female,30-39,Prairie Mountain Health,57,106
Female,30-39,Southern Health-Santé Sud,35,107
Female,30-39,Winnipeg,122,108
Male,30-39,All,229,109
Male,30-39,Interlake-Eastern,14,110
Male,30-39,Northern,3,111
Male,30-39,Prairie Mountain Health,64,112
Male,30-39,Southern Health-Santé Sud,24,113
Male,30-39,Winnipeg,124,114
Female,20-29,All,293,91
Female,20-29,Interlake-Eastern,30,92
Female,20-29,Northern,2,93
Female,20-29,Prairie Mountain Health,46,94
Female,20-29,Southern Health-Santé Sud,31,95
Female,20-29,Winnipeg,184,96
Male,20-29,All,295,97
Male,20-29,Interlake-Eastern,21,98
Male,20-29,Northern,0,99
Male,20-29,Prairie Mountain Health,50,100
Male,20-29,Southern Health-Santé Sud,24,101
Male,20-29,Winnipeg,200,102
Female,10-19,All,139,79
Female,10-19,Interlake-Eastern,8,80
Female,10-19,Northern,0,81
Female,10-19,Prairie Mountain Health,36,82
Female,10-19,Southern Health-Santé Sud,16,83
Female,10-19,Winnipeg,79,84
Male,10-19,All,150,85
Male,10-19,Interlake-Eastern,11,86
Male,10-19,Northern,3,87
Male,10-19,Prairie Mountain Health,49,88
Male,10-19,Southern Health-Santé Sud,15,89
Male,10-19,Winnipeg,72,90
Female,0-9,All,67,67
Female,0-9,Interlake-Eastern,12,68
Female,0-9,Northern,1,69
Female,0-9,Prairie Mountain Health,12,70
Female,0-9,Southern Health-Santé Sud,5,71
Female,0-9,Winnipeg,37,72
Male,0-9,All,73,73
Male,0-9,Interlake-Eastern,6,74
Male,0-9,Northern,3,75
Male,0-9,Prairie Mountain Health,22,76
Male,0-9,Southern Health-Santé Sud,5,77
Male,0-9,Winnipeg,37,78
