Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,3,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,2,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,64,109
Female,90-99,Interlake-Eastern,1,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,6,113
Female,90-99,Winnipeg,55,114
Male,90-99,All,18,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,1,118
Male,90-99,Southern Health-Santé Sud,1,119
Male,90-99,Winnipeg,16,120
Female,80-89,All,103,97
Female,80-89,Interlake-Eastern,4,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,8,100
Female,80-89,Southern Health-Santé Sud,10,101
Female,80-89,Winnipeg,81,102
Male,80-89,All,85,103
Male,80-89,Interlake-Eastern,3,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,4,106
Male,80-89,Southern Health-Santé Sud,15,107
Male,80-89,Winnipeg,63,108
Female,70-79,All,132,85
Female,70-79,Interlake-Eastern,14,86
Female,70-79,Northern,1,87
Female,70-79,Prairie Mountain Health,11,88
Female,70-79,Southern Health-Santé Sud,28,89
Female,70-79,Winnipeg,78,90
Male,70-79,All,123,91
Male,70-79,Interlake-Eastern,15,92
Male,70-79,Northern,3,93
Male,70-79,Prairie Mountain Health,9,94
Male,70-79,Southern Health-Santé Sud,21,95
Male,70-79,Winnipeg,75,96
Female,60-69,All,219,73
Female,60-69,Interlake-Eastern,25,74
Female,60-69,Northern,8,75
Female,60-69,Prairie Mountain Health,17,76
Female,60-69,Southern Health-Santé Sud,34,77
Female,60-69,Winnipeg,135,78
Male,60-69,All,222,79
Male,60-69,Interlake-Eastern,26,80
Male,60-69,Northern,7,81
Male,60-69,Prairie Mountain Health,21,82
Male,60-69,Southern Health-Santé Sud,32,83
Male,60-69,Winnipeg,136,84
Female,50-59,All,364,61
Female,50-59,Interlake-Eastern,32,62
Female,50-59,Northern,13,63
Female,50-59,Prairie Mountain Health,26,64
Female,50-59,Southern Health-Santé Sud,69,65
Female,50-59,Winnipeg,224,66
Male,50-59,All,328,67
Male,50-59,Interlake-Eastern,27,68
Male,50-59,Northern,6,69
Male,50-59,Prairie Mountain Health,36,70
Male,50-59,Southern Health-Santé Sud,49,71
Male,50-59,Winnipeg,210,72
Female,40-49,All,383,49
Female,40-49,Interlake-Eastern,41,50
Female,40-49,Northern,10,51
Female,40-49,Prairie Mountain Health,46,52
Female,40-49,Southern Health-Santé Sud,55,53
Female,40-49,Winnipeg,231,54
Male,40-49,All,365,55
Male,40-49,Interlake-Eastern,28,56
Male,40-49,Northern,15,57
Male,40-49,Prairie Mountain Health,53,58
Male,40-49,Southern Health-Santé Sud,65,59
Male,40-49,Winnipeg,204,60
Female,30-39,All,467,37
Female,30-39,Interlake-Eastern,32,38
Female,30-39,Northern,15,39
Female,30-39,Prairie Mountain Health,65,40
Female,30-39,Southern Health-Santé Sud,71,41
Female,30-39,Winnipeg,284,42
Male,30-39,All,478,43
Male,30-39,Interlake-Eastern,27,44
Male,30-39,Northern,17,45
Male,30-39,Prairie Mountain Health,75,46
Male,30-39,Southern Health-Santé Sud,67,47
Male,30-39,Winnipeg,292,48
Female,20-29,All,535,25
Female,20-29,Interlake-Eastern,45,26
Female,20-29,Northern,10,27
Female,20-29,Prairie Mountain Health,53,28
Female,20-29,Southern Health-Santé Sud,58,29
Female,20-29,Winnipeg,369,30
Male,20-29,All,565,31
Male,20-29,Interlake-Eastern,34,32
Male,20-29,Northern,12,33
Male,20-29,Prairie Mountain Health,60,34
Male,20-29,Southern Health-Santé Sud,87,35
Male,20-29,Winnipeg,372,36
Female,10-19,All,280,13
Female,10-19,Interlake-Eastern,22,14
Female,10-19,Northern,10,15
Female,10-19,Prairie Mountain Health,38,16
Female,10-19,Southern Health-Santé Sud,32,17
Female,10-19,Winnipeg,178,18
Male,10-19,All,326,19
Male,10-19,Interlake-Eastern,23,20
Male,10-19,Northern,15,21
Male,10-19,Prairie Mountain Health,54,22
Male,10-19,Southern Health-Santé Sud,36,23
Male,10-19,Winnipeg,198,24
Female,0-9,All,153,1
Female,0-9,Interlake-Eastern,20,2
Female,0-9,Northern,5,3
Female,0-9,Prairie Mountain Health,14,4
Female,0-9,Southern Health-Santé Sud,8,5
Female,0-9,Winnipeg,106,6
Male,0-9,All,161,7
Male,0-9,Interlake-Eastern,18,8
Male,0-9,Northern,8,9
Male,0-9,Prairie Mountain Health,24,10
Male,0-9,Southern Health-Santé Sud,15,11
Male,0-9,Winnipeg,96,12
