Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,3,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,2,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,48,109
Female,90-99,Interlake-Eastern,0,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,5,113
Female,90-99,Winnipeg,41,114
Male,90-99,All,16,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,1,118
Male,90-99,Southern Health-Santé Sud,1,119
Male,90-99,Winnipeg,14,120
Female,80-89,All,89,97
Female,80-89,Interlake-Eastern,3,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,9,100
Female,80-89,Southern Health-Santé Sud,9,101
Female,80-89,Winnipeg,68,102
Male,80-89,All,67,103
Male,80-89,Interlake-Eastern,2,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,3,106
Male,80-89,Southern Health-Santé Sud,14,107
Male,80-89,Winnipeg,48,108
Female,70-79,All,114,85
Female,70-79,Interlake-Eastern,12,86
Female,70-79,Northern,1,87
Female,70-79,Prairie Mountain Health,12,88
Female,70-79,Southern Health-Santé Sud,26,89
Female,70-79,Winnipeg,63,90
Male,70-79,All,106,91
Male,70-79,Interlake-Eastern,13,92
Male,70-79,Northern,2,93
Male,70-79,Prairie Mountain Health,9,94
Male,70-79,Southern Health-Santé Sud,20,95
Male,70-79,Winnipeg,62,96
Female,60-69,All,185,73
Female,60-69,Interlake-Eastern,19,74
Female,60-69,Northern,5,75
Female,60-69,Prairie Mountain Health,17,76
Female,60-69,Southern Health-Santé Sud,30,77
Female,60-69,Winnipeg,114,78
Male,60-69,All,193,79
Male,60-69,Interlake-Eastern,19,80
Male,60-69,Northern,6,81
Male,60-69,Prairie Mountain Health,21,82
Male,60-69,Southern Health-Santé Sud,31,83
Male,60-69,Winnipeg,116,84
Female,50-59,All,310,61
Female,50-59,Interlake-Eastern,28,62
Female,50-59,Northern,11,63
Female,50-59,Prairie Mountain Health,26,64
Female,50-59,Southern Health-Santé Sud,62,65
Female,50-59,Winnipeg,183,66
Male,50-59,All,274,67
Male,50-59,Interlake-Eastern,25,68
Male,50-59,Northern,5,69
Male,50-59,Prairie Mountain Health,36,70
Male,50-59,Southern Health-Santé Sud,40,71
Male,50-59,Winnipeg,168,72
Female,40-49,All,323,49
Female,40-49,Interlake-Eastern,36,50
Female,40-49,Northern,6,51
Female,40-49,Prairie Mountain Health,44,52
Female,40-49,Southern Health-Santé Sud,48,53
Female,40-49,Winnipeg,189,54
Male,40-49,All,297,55
Male,40-49,Interlake-Eastern,18,56
Male,40-49,Northern,8,57
Male,40-49,Prairie Mountain Health,52,58
Male,40-49,Southern Health-Santé Sud,53,59
Male,40-49,Winnipeg,166,60
Female,30-39,All,393,37
Female,30-39,Interlake-Eastern,18,38
Female,30-39,Northern,8,39
Female,30-39,Prairie Mountain Health,65,40
Female,30-39,Southern Health-Santé Sud,61,41
Female,30-39,Winnipeg,241,42
Male,30-39,All,411,43
Male,30-39,Interlake-Eastern,25,44
Male,30-39,Northern,14,45
Male,30-39,Prairie Mountain Health,77,46
Male,30-39,Southern Health-Santé Sud,49,47
Male,30-39,Winnipeg,246,48
Female,20-29,All,457,25
Female,20-29,Interlake-Eastern,36,26
Female,20-29,Northern,10,27
Female,20-29,Prairie Mountain Health,54,28
Female,20-29,Southern Health-Santé Sud,44,29
Female,20-29,Winnipeg,313,30
Male,20-29,All,479,31
Male,20-29,Interlake-Eastern,29,32
Male,20-29,Northern,9,33
Male,20-29,Prairie Mountain Health,59,34
Male,20-29,Southern Health-Santé Sud,60,35
Male,20-29,Winnipeg,322,36
Female,10-19,All,235,13
Female,10-19,Interlake-Eastern,17,14
Female,10-19,Northern,7,15
Female,10-19,Prairie Mountain Health,36,16
Female,10-19,Southern Health-Santé Sud,26,17
Female,10-19,Winnipeg,149,18
Male,10-19,All,263,19
Male,10-19,Interlake-Eastern,21,20
Male,10-19,Northern,11,21
Male,10-19,Prairie Mountain Health,53,22
Male,10-19,Southern Health-Santé Sud,27,23
Male,10-19,Winnipeg,151,24
Female,0-9,All,129,1
Female,0-9,Interlake-Eastern,14,2
Female,0-9,Northern,5,3
Female,0-9,Prairie Mountain Health,14,4
Female,0-9,Southern Health-Santé Sud,7,5
Female,0-9,Winnipeg,89,6
Male,0-9,All,140,7
Male,0-9,Interlake-Eastern,14,8
Male,0-9,Northern,5,9
Male,0-9,Prairie Mountain Health,23,10
Male,0-9,Southern Health-Santé Sud,14,11
Male,0-9,Winnipeg,84,12
