Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,19,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,2,124
Female,99+,Southern Health-Santé Sud,2,125
Female,99+,Winnipeg,15,126
Male,99+,All,4,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,1,131
Male,99+,Winnipeg,3,132
Female,90-99,All,302,109
Female,90-99,Interlake-Eastern,3,110
Female,90-99,Northern,2,111
Female,90-99,Prairie Mountain Health,23,112
Female,90-99,Southern Health-Santé Sud,49,113
Female,90-99,Winnipeg,225,114
Male,90-99,All,108,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,1,117
Male,90-99,Prairie Mountain Health,7,118
Male,90-99,Southern Health-Santé Sud,23,119
Male,90-99,Winnipeg,77,120
Female,80-89,All,378,97
Female,80-89,Interlake-Eastern,8,98
Female,80-89,Northern,2,99
Female,80-89,Prairie Mountain Health,31,100
Female,80-89,Southern Health-Santé Sud,73,101
Female,80-89,Winnipeg,264,102
Male,80-89,All,302,103
Male,80-89,Interlake-Eastern,11,104
Male,80-89,Northern,4,105
Male,80-89,Prairie Mountain Health,21,106
Male,80-89,Southern Health-Santé Sud,73,107
Male,80-89,Winnipeg,193,108
Female,70-79,All,455,85
Female,70-79,Interlake-Eastern,35,86
Female,70-79,Northern,21,87
Female,70-79,Prairie Mountain Health,22,88
Female,70-79,Southern Health-Santé Sud,128,89
Female,70-79,Winnipeg,249,90
Male,70-79,All,438,91
Male,70-79,Interlake-Eastern,37,92
Male,70-79,Northern,19,93
Male,70-79,Prairie Mountain Health,24,94
Male,70-79,Southern Health-Santé Sud,138,95
Male,70-79,Winnipeg,220,96
Female,60-69,All,726,73
Female,60-69,Interlake-Eastern,68,74
Female,60-69,Northern,45,75
Female,60-69,Prairie Mountain Health,28,76
Female,60-69,Southern Health-Santé Sud,174,77
Female,60-69,Winnipeg,411,78
Male,60-69,All,764,79
Male,60-69,Interlake-Eastern,66,80
Male,60-69,Northern,44,81
Male,60-69,Prairie Mountain Health,36,82
Male,60-69,Southern Health-Santé Sud,167,83
Male,60-69,Winnipeg,451,84
Female,50-59,All,1163,61
Female,50-59,Interlake-Eastern,85,62
Female,50-59,Northern,68,63
Female,50-59,Prairie Mountain Health,59,64
Female,50-59,Southern Health-Santé Sud,258,65
Female,50-59,Winnipeg,693,66
Male,50-59,All,1094,67
Male,50-59,Interlake-Eastern,76,68
Male,50-59,Northern,54,69
Male,50-59,Prairie Mountain Health,57,70
Male,50-59,Southern Health-Santé Sud,205,71
Male,50-59,Winnipeg,702,72
Female,40-49,All,1193,49
Female,40-49,Interlake-Eastern,80,50
Female,40-49,Northern,64,51
Female,40-49,Prairie Mountain Health,75,52
Female,40-49,Southern Health-Santé Sud,237,53
Female,40-49,Winnipeg,737,54
Male,40-49,All,1123,55
Male,40-49,Interlake-Eastern,61,56
Male,40-49,Northern,75,57
Male,40-49,Prairie Mountain Health,75,58
Male,40-49,Southern Health-Santé Sud,234,59
Male,40-49,Winnipeg,678,60
Female,30-39,All,1298,37
Female,30-39,Interlake-Eastern,87,38
Female,30-39,Northern,76,39
Female,30-39,Prairie Mountain Health,98,40
Female,30-39,Southern Health-Santé Sud,235,41
Female,30-39,Winnipeg,802,42
Male,30-39,All,1364,43
Male,30-39,Interlake-Eastern,83,44
Male,30-39,Northern,85,45
Male,30-39,Prairie Mountain Health,103,46
Male,30-39,Southern Health-Santé Sud,264,47
Male,30-39,Winnipeg,829,48
Female,20-29,All,1558,25
Female,20-29,Interlake-Eastern,95,26
Female,20-29,Northern,94,27
Female,20-29,Prairie Mountain Health,76,28
Female,20-29,Southern Health-Santé Sud,273,29
Female,20-29,Winnipeg,1020,30
Male,20-29,All,1644,31
Male,20-29,Interlake-Eastern,85,32
Male,20-29,Northern,112,33
Male,20-29,Prairie Mountain Health,93,34
Male,20-29,Southern Health-Santé Sud,342,35
Male,20-29,Winnipeg,1012,36
Female,10-19,All,864,13
Female,10-19,Interlake-Eastern,65,14
Female,10-19,Northern,69,15
Female,10-19,Prairie Mountain Health,59,16
Female,10-19,Southern Health-Santé Sud,134,17
Female,10-19,Winnipeg,537,18
Male,10-19,All,1010,19
Male,10-19,Interlake-Eastern,76,20
Male,10-19,Northern,67,21
Male,10-19,Prairie Mountain Health,85,22
Male,10-19,Southern Health-Santé Sud,167,23
Male,10-19,Winnipeg,615,24
Female,0-9,All,487,1
Female,0-9,Interlake-Eastern,50,2
Female,0-9,Northern,55,3
Female,0-9,Prairie Mountain Health,27,4
Female,0-9,Southern Health-Santé Sud,50,5
Female,0-9,Winnipeg,305,6
Male,0-9,All,531,7
Male,0-9,Interlake-Eastern,52,8
Male,0-9,Northern,61,9
Male,0-9,Prairie Mountain Health,35,10
Male,0-9,Southern Health-Santé Sud,59,11
Male,0-9,Winnipeg,324,12
