Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,2,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,1,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,28,109
Female,90-99,Interlake-Eastern,0,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,5,113
Female,90-99,Winnipeg,21,114
Male,90-99,All,6,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,1,118
Male,90-99,Southern Health-Santé Sud,1,119
Male,90-99,Winnipeg,4,120
Female,80-89,All,54,97
Female,80-89,Interlake-Eastern,3,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,8,100
Female,80-89,Southern Health-Santé Sud,8,101
Female,80-89,Winnipeg,35,102
Male,80-89,All,43,103
Male,80-89,Interlake-Eastern,2,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,3,106
Male,80-89,Southern Health-Santé Sud,11,107
Male,80-89,Winnipeg,27,108
Female,70-79,All,84,85
Female,70-79,Interlake-Eastern,11,86
Female,70-79,Northern,0,87
Female,70-79,Prairie Mountain Health,9,88
Female,70-79,Southern Health-Santé Sud,20,89
Female,70-79,Winnipeg,44,90
Male,70-79,All,83,91
Male,70-79,Interlake-Eastern,10,92
Male,70-79,Northern,1,93
Male,70-79,Prairie Mountain Health,8,94
Male,70-79,Southern Health-Santé Sud,15,95
Male,70-79,Winnipeg,49,96
Female,60-69,All,151,73
Female,60-69,Interlake-Eastern,17,74
Female,60-69,Northern,3,75
Female,60-69,Prairie Mountain Health,14,76
Female,60-69,Southern Health-Santé Sud,25,77
Female,60-69,Winnipeg,92,78
Male,60-69,All,167,79
Male,60-69,Interlake-Eastern,18,80
Male,60-69,Northern,4,81
Male,60-69,Prairie Mountain Health,19,82
Male,60-69,Southern Health-Santé Sud,29,83
Male,60-69,Winnipeg,97,84
Female,50-59,All,249,61
Female,50-59,Interlake-Eastern,25,62
Female,50-59,Northern,6,63
Female,50-59,Prairie Mountain Health,25,64
Female,50-59,Southern Health-Santé Sud,48,65
Female,50-59,Winnipeg,145,66
Male,50-59,All,203,67
Male,50-59,Interlake-Eastern,18,68
Male,50-59,Northern,3,69
Male,50-59,Prairie Mountain Health,33,70
Male,50-59,Southern Health-Santé Sud,28,71
Male,50-59,Winnipeg,121,72
Female,40-49,All,256,49
Female,40-49,Interlake-Eastern,27,50
Female,40-49,Northern,2,51
Female,40-49,Prairie Mountain Health,41,52
Female,40-49,Southern Health-Santé Sud,40,53
Female,40-49,Winnipeg,146,54
Male,40-49,All,233,55
Male,40-49,Interlake-Eastern,11,56
Male,40-49,Northern,5,57
Male,40-49,Prairie Mountain Health,50,58
Male,40-49,Southern Health-Santé Sud,38,59
Male,40-49,Winnipeg,129,60
Female,30-39,All,308,37
Female,30-39,Interlake-Eastern,14,38
Female,30-39,Northern,4,39
Female,30-39,Prairie Mountain Health,60,40
Female,30-39,Southern Health-Santé Sud,48,41
Female,30-39,Winnipeg,182,42
Male,30-39,All,342,43
Male,30-39,Interlake-Eastern,20,44
Male,30-39,Northern,8,45
Male,30-39,Prairie Mountain Health,69,46
Male,30-39,Southern Health-Santé Sud,36,47
Male,30-39,Winnipeg,209,48
Female,20-29,All,394,25
Female,20-29,Interlake-Eastern,35,26
Female,20-29,Northern,4,27
Female,20-29,Prairie Mountain Health,51,28
Female,20-29,Southern Health-Santé Sud,40,29
Female,20-29,Winnipeg,264,30
Male,20-29,All,397,31
Male,20-29,Interlake-Eastern,25,32
Male,20-29,Northern,5,33
Male,20-29,Prairie Mountain Health,55,34
Male,20-29,Southern Health-Santé Sud,37,35
Male,20-29,Winnipeg,275,36
Female,10-19,All,193,13
Female,10-19,Interlake-Eastern,11,14
Female,10-19,Northern,1,15
Female,10-19,Prairie Mountain Health,36,16
Female,10-19,Southern Health-Santé Sud,22,17
Female,10-19,Winnipeg,123,18
Male,10-19,All,218,19
Male,10-19,Interlake-Eastern,19,20
Male,10-19,Northern,6,21
Male,10-19,Prairie Mountain Health,49,22
Male,10-19,Southern Health-Santé Sud,19,23
Male,10-19,Winnipeg,125,24
Female,0-9,All,102,1
Female,0-9,Interlake-Eastern,14,2
Female,0-9,Northern,4,3
Female,0-9,Prairie Mountain Health,12,4
Female,0-9,Southern Health-Santé Sud,7,5
Female,0-9,Winnipeg,65,6
Male,0-9,All,113,7
Male,0-9,Interlake-Eastern,14,8
Male,0-9,Northern,4,9
Male,0-9,Prairie Mountain Health,22,10
Male,0-9,Southern Health-Santé Sud,9,11
Male,0-9,Winnipeg,64,12
