Gender,Age_Group,RHA,Total_Cases,ObjectId
Female,99+,All,2,121
Female,99+,Interlake-Eastern,0,122
Female,99+,Northern,0,123
Female,99+,Prairie Mountain Health,0,124
Female,99+,Southern Health-Santé Sud,1,125
Female,99+,Winnipeg,1,126
Male,99+,All,0,127
Male,99+,Interlake-Eastern,0,128
Male,99+,Northern,0,129
Male,99+,Prairie Mountain Health,0,130
Male,99+,Southern Health-Santé Sud,0,131
Male,99+,Winnipeg,0,132
Female,90-99,All,21,109
Female,90-99,Interlake-Eastern,0,110
Female,90-99,Northern,0,111
Female,90-99,Prairie Mountain Health,2,112
Female,90-99,Southern Health-Santé Sud,5,113
Female,90-99,Winnipeg,14,114
Male,90-99,All,3,115
Male,90-99,Interlake-Eastern,0,116
Male,90-99,Northern,0,117
Male,90-99,Prairie Mountain Health,1,118
Male,90-99,Southern Health-Santé Sud,1,119
Male,90-99,Winnipeg,1,120
Female,80-89,All,38,97
Female,80-89,Interlake-Eastern,3,98
Female,80-89,Northern,0,99
Female,80-89,Prairie Mountain Health,8,100
Female,80-89,Southern Health-Santé Sud,8,101
Female,80-89,Winnipeg,19,102
Male,80-89,All,27,103
Male,80-89,Interlake-Eastern,0,104
Male,80-89,Northern,0,105
Male,80-89,Prairie Mountain Health,3,106
Male,80-89,Southern Health-Santé Sud,11,107
Male,80-89,Winnipeg,13,108
Female,70-79,All,59,85
Female,70-79,Interlake-Eastern,9,86
Female,70-79,Northern,0,87
Female,70-79,Prairie Mountain Health,8,88
Female,70-79,Southern Health-Santé Sud,15,89
Female,70-79,Winnipeg,27,90
Male,70-79,All,51,91
Male,70-79,Interlake-Eastern,7,92
Male,70-79,Northern,1,93
Male,70-79,Prairie Mountain Health,8,94
Male,70-79,Southern Health-Santé Sud,11,95
Male,70-79,Winnipeg,24,96
Female,60-69,All,106,73
Female,60-69,Interlake-Eastern,14,74
Female,60-69,Northern,2,75
Female,60-69,Prairie Mountain Health,12,76
Female,60-69,Southern Health-Santé Sud,24,77
Female,60-69,Winnipeg,54,78
Male,60-69,All,108,79
Male,60-69,Interlake-Eastern,12,80
Male,60-69,Northern,1,81
Male,60-69,Prairie Mountain Health,17,82
Male,60-69,Southern Health-Santé Sud,28,83
Male,60-69,Winnipeg,50,84
Female,50-59,All,163,61
Female,50-59,Interlake-Eastern,18,62
Female,50-59,Northern,0,63
Female,50-59,Prairie Mountain Health,24,64
Female,50-59,Southern Health-Santé Sud,36,65
Female,50-59,Winnipeg,85,66
Male,50-59,All,127,67
Male,50-59,Interlake-Eastern,10,68
Male,50-59,Northern,1,69
Male,50-59,Prairie Mountain Health,30,70
Male,50-59,Southern Health-Santé Sud,20,71
Male,50-59,Winnipeg,66,72
Female,40-49,All,170,49
Female,40-49,Interlake-Eastern,17,50
Female,40-49,Northern,0,51
Female,40-49,Prairie Mountain Health,38,52
Female,40-49,Southern Health-Santé Sud,29,53
Female,40-49,Winnipeg,86,54
Male,40-49,All,152,55
Male,40-49,Interlake-Eastern,6,56
Male,40-49,Northern,0,57
Male,40-49,Prairie Mountain Health,50,58
Male,40-49,Southern Health-Santé Sud,34,59
Male,40-49,Winnipeg,62,60
Female,30-39,All,217,37
Female,30-39,Interlake-Eastern,11,38
Female,30-39,Northern,2,39
Female,30-39,Prairie Mountain Health,57,40
Female,30-39,Southern Health-Santé Sud,33,41
Female,30-39,Winnipeg,114,42
Male,30-39,All,220,43
Male,30-39,Interlake-Eastern,14,44
Male,30-39,Northern,3,45
Male,30-39,Prairie Mountain Health,64,46
Male,30-39,Southern Health-Santé Sud,22,47
Male,30-39,Winnipeg,117,48
Female,20-29,All,279,25
Female,20-29,Interlake-Eastern,29,26
Female,20-29,Northern,2,27
Female,20-29,Prairie Mountain Health,43,28
Female,20-29,Southern Health-Santé Sud,29,29
Female,20-29,Winnipeg,176,30
Male,20-29,All,278,31
Male,20-29,Interlake-Eastern,20,32
Male,20-29,Northern,0,33
Male,20-29,Prairie Mountain Health,48,34
Male,20-29,Southern Health-Santé Sud,23,35
Male,20-29,Winnipeg,187,36
Female,10-19,All,127,13
Female,10-19,Interlake-Eastern,7,14
Female,10-19,Northern,0,15
Female,10-19,Prairie Mountain Health,35,16
Female,10-19,Southern Health-Santé Sud,16,17
Female,10-19,Winnipeg,69,18
Male,10-19,All,146,19
Male,10-19,Interlake-Eastern,11,20
Male,10-19,Northern,3,21
Male,10-19,Prairie Mountain Health,48,22
Male,10-19,Southern Health-Santé Sud,14,23
Male,10-19,Winnipeg,70,24
Female,0-9,All,63,1
Female,0-9,Interlake-Eastern,12,2
Female,0-9,Northern,1,3
Female,0-9,Prairie Mountain Health,12,4
Female,0-9,Southern Health-Santé Sud,3,5
Female,0-9,Winnipeg,35,6
Male,0-9,All,71,7
Male,0-9,Interlake-Eastern,6,8
Male,0-9,Northern,2,9
Male,0-9,Prairie Mountain Health,22,10
Male,0-9,Southern Health-Santé Sud,5,11
Male,0-9,Winnipeg,36,12
