date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,2,2,1,0,0,0,1,31,31,0,
2020-02-18,2,2,2,0,0,0,0,33,33,1,
2020-02-19,3,3,1,0,1,0,1,36,36,0,
2020-02-20,7,7,3,1,1,0,2,43,43,0,
2020-02-21,2,2,0,0,0,0,2,45,45,0,
2020-02-22,5,5,0,0,2,0,3,50,50,0,
2020-02-23,16,16,7,0,2,0,7,66,66,1,
2020-02-24,14,14,3,0,2,0,9,80,80,0,
2020-02-25,15,15,3,0,2,0,10,95,95,0,
2020-02-26,12,12,6,1,3,0,2,107,107,0,
2020-02-27,25,25,13,0,6,0,6,132,132,1,
2020-02-28,35,35,19,0,4,0,12,167,167,0,
2020-02-29,27,27,9,0,4,1,13,194,194,0,
2020-03-01,47,47,12,0,15,1,19,241,241,0,
2020-03-02,48,48,7,0,10,0,31,289,289,1,
2020-03-03,53,53,17,0,8,0,28,342,342,0,
2020-03-04,50,49,14,1,8,0,26,392,391,0,
2020-03-05,63,63,14,1,17,0,31,455,454,0,
2020-03-06,83,83,18,2,22,1,40,538,537,0,
2020-03-07,90,90,17,4,27,0,42,628,627,1,
2020-03-08,131,131,33,3,35,2,58,759,758,0,
2020-03-09,224,224,69,10,56,0,89,983,982,0,
2020-03-10,257,257,66,8,64,1,118,1240,1239,0,
2020-03-11,296,296,85,11,72,5,123,1536,1535,1,
2020-03-12,383,383,107,8,114,2,152,1919,1918,0,
2020-03-13,456,454,136,10,141,1,166,2375,2372,0,
2020-03-14,458,454,101,14,162,3,174,2833,2826,0,
2020-03-15,597,594,168,11,189,4,222,3430,3420,1,
2020-03-16,838,835,271,10,291,3,260,4268,4255,0,
2020-03-17,864,860,279,17,300,7,257,5132,5115,0,
2020-03-18,958,955,290,19,335,9,302,6090,6070,0,
2020-03-19,810,802,271,12,280,9,230,6900,6872,1,
2020-03-20,1014,1011,375,23,389,4,220,7914,7883,0,
2020-03-21,889,881,326,11,299,7,238,8803,8764,0,
2020-03-22,863,862,341,13,318,4,186,9666,9626,0,
2020-03-23,1060,1058,458,17,407,8,168,10726,10684,0,
2020-03-24,959,952,407,21,355,4,165,11685,11636,0,
2020-03-25,971,969,466,13,369,8,113,12656,12605,0,
2020-03-26,908,906,454,14,322,6,110,13564,13511,0,
2020-03-27,950,942,494,8,351,9,80,14514,14453,1,
2020-03-28,957,948,521,8,331,7,81,15471,15401,0,
2020-03-29,865,860,500,9,295,4,52,16336,16261,0,
2020-03-30,1134,1131,639,11,407,4,70,17470,17392,0,
2020-03-31,956,952,568,3,312,5,64,18426,18344,0,
2020-04-01,1300,1291,813,13,377,8,80,19726,19635,0,
2020-04-02,1156,1153,804,11,290,7,41,20882,20788,0,
2020-04-03,1331,1329,953,7,318,1,50,22213,22117,0,
2020-04-04,1149,1148,833,9,268,7,31,23362,23265,0,
2020-04-05,1062,1061,748,5,283,6,19,24424,24326,0,
2020-04-06,1409,1404,953,11,420,6,14,25833,25730,0,
2020-04-07,1272,1270,860,13,375,4,18,27105,27000,0,
2020-04-08,1409,1408,986,10,398,9,5,28514,28408,0,
2020-04-09,1458,1455,1007,14,425,4,5,29972,29863,1,
2020-04-10,1737,1736,1233,19,470,8,6,31709,31599,0,
2020-04-11,1631,1630,1125,11,484,6,4,33340,33229,0,
2020-04-12,1477,1475,1050,16,396,8,5,34817,34704,0,
2020-04-13,2044,2042,1289,32,705,10,6,36861,36746,0,
2020-04-14,1802,1801,1226,21,547,4,3,38663,38547,0,
2020-04-15,1875,1872,1325,21,515,7,4,40538,40419,0,
2020-04-16,1930,1928,1292,18,614,3,1,42468,42347,0,
2020-04-17,1857,1856,1295,17,539,2,3,44325,44203,0,
2020-04-18,1664,1662,1199,21,438,1,3,45989,45865,0,
2020-04-19,1261,1260,858,15,377,6,4,47250,47125,0,
2020-04-20,1813,1811,1213,11,578,6,3,49063,48936,0,
2020-04-21,1438,1437,925,13,488,7,4,50501,50373,0,
2020-04-22,1549,1548,1004,12,525,5,2,52050,51921,0,
2020-04-23,1567,1565,1006,20,534,4,1,53617,53486,0,
2020-04-24,1506,1504,970,10,515,6,3,55123,54990,0,
2020-04-25,1405,1401,934,15,443,4,5,56528,56391,0,
2020-04-26,1343,1343,889,13,431,6,4,57871,57734,0,
2020-04-27,1679,1678,1050,11,609,3,5,59550,59412,0,
2020-04-28,1519,1519,975,19,515,4,6,61069,60931,1,
2020-04-29,1490,1490,888,4,591,5,2,62559,62421,0,
2020-04-30,1447,1447,897,5,539,3,3,64006,63868,0,
2020-05-01,1588,1587,954,8,618,3,4,65594,65455,0,
2020-05-02,1086,1085,718,8,353,6,0,66680,66540,0,
2020-05-03,1039,1037,660,6,364,2,5,67719,67577,0,
2020-05-04,1321,1321,804,6,507,3,1,69040,68898,0,
2020-05-05,1259,1258,781,6,464,6,1,70299,70156,0,
2020-05-06,1091,1090,670,8,405,5,2,71390,71246,0,
2020-05-07,1149,1149,747,6,386,4,6,72539,72395,0,
2020-05-08,1170,1168,735,5,418,9,1,73709,73563,0,
2020-05-09,1034,1034,685,9,332,4,4,74743,74597,0,
2020-05-10,953,953,612,6,327,4,4,75696,75550,0,
2020-05-11,1232,1232,790,5,421,10,6,76928,76782,0,
2020-05-12,1088,1088,715,6,355,6,6,78016,77870,0,
2020-05-13,1099,1098,716,3,376,1,2,79115,78968,0,
2020-05-14,1156,1156,759,3,384,4,6,80271,80124,0,
2020-05-15,1275,1275,813,0,444,7,11,81546,81399,0,
2020-05-16,995,995,654,2,337,1,1,82541,82394,0,
2020-05-17,921,920,607,2,302,1,8,83462,83314,0,
2020-05-18,1080,1079,663,2,407,2,5,84542,84393,0,
2020-05-19,939,939,626,3,305,2,3,85481,85332,0,
2020-05-20,1097,1096,702,1,390,2,1,86578,86428,0,
2020-05-21,874,874,599,3,264,3,5,87452,87302,0,
2020-05-22,844,843,537,0,300,2,4,88296,88145,0,
2020-05-23,704,704,478,1,221,0,4,89000,88849,0,
2020-05-24,645,645,438,0,201,2,4,89645,89494,0,
2020-05-25,830,830,527,3,291,6,3,90475,90324,0,
2020-05-26,722,722,492,1,219,4,6,91197,91046,0,
2020-05-27,714,714,485,2,225,0,2,91911,91760,0,
2020-05-28,580,580,393,2,183,1,1,92491,92340,0,
2020-05-29,695,694,454,0,235,1,4,93186,93034,0,
2020-05-30,558,554,403,2,146,2,1,93744,93588,0,
2020-05-31,434,433,303,0,126,0,4,94178,94021,0,
2020-06-01,660,659,453,5,195,1,5,94838,94680,0,
2020-06-02,496,494,345,1,140,2,6,95334,95174,0,
2020-06-03,486,486,329,3,150,1,3,95820,95660,0,
2020-06-04,451,450,296,1,141,1,11,96271,96110,0,
2020-06-05,443,439,316,1,119,0,3,96714,96549,0,
2020-06-06,372,370,265,1,99,0,5,97086,96919,0,
2020-06-07,321,319,237,1,80,0,1,97407,97238,0,
2020-06-08,403,398,278,6,98,5,11,97810,97636,0,
2020-06-09,372,370,260,3,102,1,4,98182,98006,0,
2020-06-10,433,432,294,4,119,5,10,98615,98438,0,
2020-06-11,361,358,247,3,103,0,5,98976,98796,0,
2020-06-12,374,369,238,5,117,3,6,99350,99165,0,
2020-06-13,268,267,173,2,86,1,5,99618,99432,0,
2020-06-14,302,299,203,0,85,2,9,99920,99731,0,
2020-06-15,386,386,246,4,124,5,7,100306,100117,0,
2020-06-16,351,347,234,2,99,3,9,100657,100464,0,
2020-06-17,341,339,228,0,99,7,5,100998,100803,0,
2020-06-18,301,299,201,1,91,1,5,101299,101102,0,
2020-06-19,333,333,239,0,80,4,10,101632,101435,0,
2020-06-20,288,286,206,0,65,6,9,101920,101721,0,
2020-06-21,273,272,175,0,89,3,5,102193,101993,0,
2020-06-22,331,326,215,2,101,4,4,102524,102319,0,
2020-06-23,318,317,210,2,95,3,7,102842,102636,0,
2020-06-24,281,280,188,2,81,2,7,103123,102916,0,
2020-06-25,389,387,283,1,97,1,5,103512,103303,0,
2020-06-26,262,258,153,1,88,6,10,103774,103561,0,
2020-06-27,269,268,196,1,63,1,7,104043,103829,0,
2020-06-28,269,267,183,1,75,0,8,104312,104096,0,
2020-06-29,317,314,206,2,91,6,9,104629,104410,0,
2020-06-30,291,286,187,3,91,3,2,104920,104696,0,
2020-07-01,275,263,160,8,89,1,5,105195,104959,0,
2020-07-02,252,245,163,1,71,4,6,105447,105204,0,
2020-07-03,281,273,171,2,89,0,11,105728,105477,0,
2020-07-04,285,274,161,3,99,1,10,106013,105751,0,
2020-07-05,266,264,159,3,94,1,7,106279,106015,0,
2020-07-06,473,463,256,2,162,27,16,106752,106478,0,
2020-07-07,423,412,231,5,152,4,20,107175,106890,0,
2020-07-08,427,404,260,4,123,6,11,107602,107294,0,
2020-07-09,402,381,248,4,113,4,12,108004,107675,0,
2020-07-10,386,370,249,6,99,3,13,108390,108045,0,
2020-07-11,363,349,207,3,121,6,12,108753,108394,0,
2020-07-12,382,361,228,3,125,1,4,109135,108755,0,
2020-07-13,604,554,340,12,181,8,13,109739,109309,0,
2020-07-14,527,488,283,4,180,9,12,110266,109797,0,
2020-07-15,547,501,304,3,176,6,12,110813,110298,0,
2020-07-16,442,405,238,3,142,2,20,111255,110703,0,
2020-07-17,476,441,255,6,170,5,5,111731,111144,0,
2020-07-18,399,370,232,2,126,1,9,112130,111514,0,
2020-07-19,370,333,198,4,118,3,10,112500,111847,0,
2020-07-20,516,457,255,6,186,1,9,113016,112304,0,
2020-07-21,477,420,240,9,160,6,5,113493,112724,0,
2020-07-22,433,382,189,7,173,3,10,113926,113106,0,
2020-07-23,397,319,145,3,159,4,8,114323,113425,0,
2020-07-24,399,312,158,7,138,4,5,114722,113737,0,
2020-07-25,293,207,99,4,96,3,5,115015,113944,0,
2020-07-26,309,203,114,6,70,2,11,115324,114147,0,
2020-07-27,446,303,162,4,119,7,11,115770,114450,0,
2020-07-28,355,240,130,1,93,4,12,116125,114690,0,
2020-07-29,366,209,125,1,73,6,4,116491,114899,0,
2020-07-30,298,190,100,1,71,12,6,116789,115089,0,
2020-07-31,297,183,100,0,71,4,8,117086,115272,0,
2020-08-01,302,176,93,7,56,3,17,117388,115448,0,
2020-08-02,282,167,91,7,61,2,6,117670,115615,0,
2020-08-03,376,242,132,2,93,3,12,118046,115857,0,
2020-08-04,383,257,136,0,97,8,16,118429,116114,0,
2020-08-05,354,259,147,9,91,6,6,118783,116373,0,
2020-08-06,322,237,138,5,80,8,6,119105,116610,0,
2020-08-07,346,253,140,2,94,10,7,119451,116863,0,
2020-08-08,308,195,96,4,78,15,2,119759,117058,0,
2020-08-09,300,215,101,7,94,7,6,120059,117273,0,
2020-08-10,392,299,146,7,127,10,9,120451,117572,0,
2020-08-11,391,307,158,5,131,5,8,120842,117879,0,
2020-08-12,361,267,140,12,100,4,11,121203,118146,0,
2020-08-13,350,287,162,6,106,4,9,121553,118433,0,
2020-08-14,322,238,106,8,109,9,6,121875,118671,0,
2020-08-15,333,242,99,7,125,7,4,122208,118913,1,
2020-08-16,354,238,110,14,108,2,4,122562,119151,0,
2020-08-17,473,333,170,9,139,8,7,123035,119484,0,
2020-08-18,379,292,147,4,133,5,3,123414,119776,0,
2020-08-19,396,288,150,8,121,6,3,123810,120064,0,
2020-08-20,395,300,154,7,129,6,4,124205,120364,0,
2020-08-21,379,284,140,9,125,5,5,124584,120648,0,
2020-08-22,377,302,165,8,120,5,4,124961,120950,0,
2020-08-23,369,267,130,2,124,7,4,125330,121217,0,
2020-08-24,516,372,183,15,165,3,6,125846,121589,0,
2020-08-25,547,414,203,12,180,11,8,126393,122003,0,
2020-08-26,517,368,184,15,159,6,4,126910,122371,0,
2020-08-27,422,310,160,11,136,1,2,127332,122681,0,
2020-08-28,509,376,197,11,155,7,6,127841,123057,0,
2020-08-29,397,282,155,10,111,2,4,128238,123339,0,
2020-08-30,482,346,181,4,145,9,7,128720,123685,0,
2020-08-31,578,377,206,10,146,7,8,129298,124062,0,
2020-09-01,655,451,242,17,182,6,4,129953,124513,0,
2020-09-02,627,418,227,13,168,6,4,130580,124931,0,
2020-09-03,547,386,208,5,161,9,3,131127,125317,0,
2020-09-04,619,411,208,10,182,4,7,131746,125728,0,
2020-09-05,557,357,200,7,142,4,4,132303,126085,0,
2020-09-06,564,354,184,4,155,8,3,132867,126439,0,
2020-09-07,666,430,209,10,195,10,6,133533,126869,0,
2020-09-08,779,512,264,11,213,16,8,134312,127381,0,
2020-09-09,782,497,258,9,216,12,2,135094,127878,0,
2020-09-10,717,463,235,7,194,21,6,135811,128341,0,
2020-09-11,684,451,229,9,199,9,5,136495,128792,0,
2020-09-12,659,431,212,4,205,8,2,137154,129223,0,
2020-09-13,559,362,174,2,172,12,2,137713,129585,0,
2020-09-14,634,436,223,3,195,12,3,138347,130021,0,
2020-09-15,617,442,220,0,196,23,3,138964,130463,0,
2020-09-16,511,383,201,0,146,35,1,139475,130846,0,
2020-09-17,417,326,121,0,161,44,0,139892,131172,0,
2020-09-18,375,327,102,0,176,49,0,140267,131499,0,
2020-09-19,240,223,36,0,154,33,0,140507,131722,0,
2020-09-20,148,136,5,0,108,22,1,140655,131858,0,
2020-09-21,44,43,0,0,38,5,0,140699,131901,0,
2020-09-22,1,1,0,0,0,0,1,140700,131902,0,
2020-09-23,0,0,0,0,0,0,0,140700,131902,,
