date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,1,1,0,0,0,0,1,30,30,0,
2020-02-18,2,2,2,0,0,0,0,32,32,1,
2020-02-19,3,3,1,0,1,0,1,35,35,0,
2020-02-20,7,7,3,1,1,0,2,42,42,0,
2020-02-21,2,2,0,0,0,0,2,44,44,0,
2020-02-22,5,5,0,0,2,0,3,49,49,0,
2020-02-23,16,16,7,0,2,0,7,65,65,1,
2020-02-24,14,14,3,0,2,0,9,79,79,0,
2020-02-25,16,16,4,0,2,0,10,95,95,0,
2020-02-26,12,12,6,1,3,0,2,107,107,0,
2020-02-27,25,25,13,0,6,0,6,132,132,1,
2020-02-28,36,36,19,0,4,0,13,168,168,0,
2020-02-29,27,27,9,0,4,1,13,195,195,0,
2020-03-01,46,46,12,0,14,1,19,241,241,0,
2020-03-02,48,48,7,0,10,0,31,289,289,1,
2020-03-03,52,52,16,0,8,0,28,341,341,0,
2020-03-04,48,48,13,1,8,0,26,389,389,0,
2020-03-05,62,62,14,1,17,0,30,451,451,0,
2020-03-06,83,83,18,2,22,1,40,534,534,0,
2020-03-07,90,90,17,4,27,0,42,624,624,1,
2020-03-08,131,131,33,3,35,2,58,755,755,0,
2020-03-09,224,224,69,10,56,0,89,979,979,0,
2020-03-10,256,256,65,8,65,1,117,1235,1235,0,
2020-03-11,295,295,84,11,73,5,122,1530,1530,1,
2020-03-12,383,383,107,8,114,2,152,1913,1913,0,
2020-03-13,457,455,136,10,142,1,166,2370,2368,0,
2020-03-14,458,454,101,14,163,3,173,2828,2822,0,
2020-03-15,595,592,167,11,189,4,221,3423,3414,1,
2020-03-16,837,834,270,10,291,3,260,4260,4248,0,
2020-03-17,864,861,277,17,302,7,258,5124,5109,0,
2020-03-18,959,956,289,19,335,10,303,6083,6065,0,
2020-03-19,811,803,273,12,278,9,231,6894,6868,1,
2020-03-20,1014,1011,377,23,388,4,219,7908,7879,0,
2020-03-21,886,878,325,11,297,7,238,8794,8757,0,
2020-03-22,860,859,338,13,319,3,186,9654,9616,0,
2020-03-23,1061,1059,458,17,410,8,166,10715,10675,0,
2020-03-24,958,951,402,21,356,6,166,11673,11626,0,
2020-03-25,970,968,465,13,369,7,114,12643,12594,0,
2020-03-26,905,903,450,14,323,7,109,13548,13497,0,
2020-03-27,948,940,490,8,352,9,81,14496,14437,1,
2020-03-28,955,946,519,8,330,8,81,15451,15383,0,
2020-03-29,868,863,503,9,296,4,51,16319,16246,0,
2020-03-30,1139,1136,643,11,408,4,70,17458,17382,0,
2020-03-31,958,954,567,3,313,7,64,18416,18336,0,
2020-04-01,1300,1291,816,13,377,8,77,19716,19627,0,
2020-04-02,1157,1154,807,11,290,6,40,20873,20781,0,
2020-04-03,1340,1338,957,7,321,2,51,22213,22119,0,
2020-04-04,1153,1152,835,9,267,10,31,23366,23271,0,
2020-04-05,1064,1063,749,5,283,6,20,24430,24334,0,
2020-04-06,1412,1408,956,11,420,7,14,25842,25742,0,
2020-04-07,1275,1273,862,13,373,7,18,27117,27015,0,
2020-04-08,1410,1409,981,10,399,14,5,28527,28424,0,
2020-04-09,1465,1462,1011,14,423,8,6,29992,29886,1,
2020-04-10,1736,1735,1231,19,470,9,6,31728,31621,0,
2020-04-11,1634,1633,1124,11,486,8,4,33362,33254,0,
2020-04-12,1482,1480,1051,16,399,9,5,34844,34734,0,
2020-04-13,2058,2056,1299,32,707,12,6,36902,36790,0,
2020-04-14,1809,1808,1229,21,549,6,3,38711,38598,0,
2020-04-15,1872,1869,1323,21,514,7,4,40583,40467,0,
2020-04-16,1928,1926,1291,18,613,3,1,42511,42393,0,
2020-04-17,1858,1857,1295,17,540,2,3,44369,44250,0,
2020-04-18,1672,1671,1206,21,440,1,3,46041,45921,0,
2020-04-19,1265,1264,860,15,379,6,4,47306,47185,0,
2020-04-20,1818,1816,1217,11,579,6,3,49124,49001,0,
2020-04-21,1443,1442,929,13,489,7,4,50567,50443,0,
2020-04-22,1548,1547,1000,12,528,5,2,52115,51990,0,
2020-04-23,1566,1565,1003,20,537,4,1,53681,53555,0,
2020-04-24,1515,1513,975,10,519,6,3,55196,55068,0,
2020-04-25,1403,1400,932,15,444,4,5,56599,56468,0,
2020-04-26,1348,1348,893,13,432,6,4,57947,57816,0,
2020-04-27,1688,1687,1052,11,616,3,5,59635,59503,0,
2020-04-28,1516,1516,971,19,516,4,6,61151,61019,1,
2020-04-29,1486,1486,884,4,591,5,2,62637,62505,0,
2020-04-30,1449,1449,898,5,540,3,3,64086,63954,0,
2020-05-01,1591,1590,957,8,618,3,4,65677,65544,0,
2020-05-02,1088,1087,719,8,354,6,0,66765,66631,0,
2020-05-03,1041,1039,663,6,363,2,5,67806,67670,0,
2020-05-04,1325,1325,805,6,510,3,1,69131,68995,0,
2020-05-05,1263,1262,780,6,469,6,1,70394,70257,0,
2020-05-06,1091,1090,669,8,406,5,2,71485,71347,0,
2020-05-07,1151,1151,748,6,387,4,6,72636,72498,0,
2020-05-08,1174,1172,738,5,419,9,1,73810,73670,0,
2020-05-09,1036,1036,683,9,335,5,4,74846,74706,0,
2020-05-10,952,952,611,6,327,4,4,75798,75658,0,
2020-05-11,1234,1234,792,5,421,10,6,77032,76892,0,
2020-05-12,1092,1092,713,6,361,6,6,78124,77984,0,
2020-05-13,1101,1100,718,3,376,1,2,79225,79084,0,
2020-05-14,1159,1159,759,3,387,4,6,80384,80243,0,
2020-05-15,1274,1274,812,0,445,6,11,81658,81517,0,
2020-05-16,1000,1000,656,2,340,1,1,82658,82517,0,
2020-05-17,921,921,607,2,303,1,8,83579,83438,0,
2020-05-18,1081,1080,662,2,409,2,5,84660,84518,0,
2020-05-19,940,940,624,3,308,2,3,85600,85458,0,
2020-05-20,1094,1094,700,1,390,2,1,86694,86552,0,
2020-05-21,873,873,601,3,261,3,5,87567,87425,0,
2020-05-22,848,847,540,0,301,2,4,88415,88272,0,
2020-05-23,708,708,481,1,222,0,4,89123,88980,0,
2020-05-24,651,651,442,0,203,2,4,89774,89631,0,
2020-05-25,834,834,533,3,290,5,3,90608,90465,0,
2020-05-26,719,719,489,1,219,4,6,91327,91184,0,
2020-05-27,715,715,484,2,227,0,2,92042,91899,0,
2020-05-28,581,581,391,2,186,1,1,92623,92480,0,
2020-05-29,694,694,449,0,239,2,4,93317,93174,0,
2020-05-30,557,553,400,2,148,2,1,93874,93727,0,
2020-05-31,436,435,305,0,126,0,4,94310,94162,0,
2020-06-01,660,659,452,5,196,1,5,94970,94821,0,
2020-06-02,501,500,351,1,140,2,6,95471,95321,0,
2020-06-03,487,487,328,3,151,2,3,95958,95808,0,
2020-06-04,451,450,296,1,141,1,11,96409,96258,0,
2020-06-05,445,441,317,1,120,0,3,96854,96699,0,
2020-06-06,375,373,267,1,100,0,5,97229,97072,0,
2020-06-07,319,317,236,1,79,0,1,97548,97389,0,
2020-06-08,403,398,278,6,98,5,11,97951,97787,0,
2020-06-09,372,370,260,3,102,1,4,98323,98157,0,
2020-06-10,436,435,298,4,119,4,10,98759,98592,0,
2020-06-11,359,356,246,3,102,0,5,99118,98948,0,
2020-06-12,375,371,241,5,116,3,6,99493,99319,0,
2020-06-13,270,269,174,2,87,1,5,99763,99588,0,
2020-06-14,301,299,204,0,84,2,9,100064,99887,0,
2020-06-15,389,389,247,4,126,5,7,100453,100276,0,
2020-06-16,355,351,238,2,99,3,9,100808,100627,0,
2020-06-17,340,338,227,0,101,5,5,101148,100965,0,
2020-06-18,302,300,199,1,94,1,5,101450,101265,0,
2020-06-19,336,336,242,0,79,5,10,101786,101601,0,
2020-06-20,291,291,210,0,67,6,8,102077,101892,0,
2020-06-21,277,276,177,0,89,4,6,102354,102168,0,
2020-06-22,335,331,220,2,101,4,4,102689,102499,0,
2020-06-23,318,317,210,2,95,3,7,103007,102816,0,
2020-06-24,280,279,188,2,80,2,7,103287,103095,0,
2020-06-25,394,392,287,1,97,2,5,103681,103487,0,
2020-06-26,264,262,155,1,90,6,10,103945,103749,0,
2020-06-27,269,268,197,1,62,1,7,104214,104017,0,
2020-06-28,270,268,184,1,75,0,8,104484,104285,0,
2020-06-29,316,314,206,2,91,6,9,104800,104599,0,
2020-06-30,291,286,185,3,93,3,2,105091,104885,0,
2020-07-01,273,264,162,8,88,1,5,105364,105149,0,
2020-07-02,250,243,160,1,73,4,5,105614,105392,0,
2020-07-03,282,275,172,2,90,0,11,105896,105667,0,
2020-07-04,283,274,163,3,97,1,10,106179,105941,0,
2020-07-05,265,265,160,3,94,1,7,106444,106206,0,
2020-07-06,470,460,254,2,162,28,14,106914,106666,0,
2020-07-07,421,413,231,6,152,3,21,107335,107079,0,
2020-07-08,419,407,259,4,129,4,11,107754,107486,0,
2020-07-09,398,383,243,4,119,5,12,108152,107869,0,
2020-07-10,385,371,246,6,98,7,14,108537,108240,0,
2020-07-11,359,353,207,3,129,2,12,108896,108593,0,
2020-07-12,378,365,224,3,129,4,5,109274,108958,0,
2020-07-13,587,559,340,12,182,12,13,109861,109517,0,
2020-07-14,520,495,288,4,180,11,12,110381,110012,0,
2020-07-15,531,502,308,3,171,8,12,110912,110514,0,
2020-07-16,437,411,245,3,141,2,20,111349,110925,0,
2020-07-17,477,461,266,6,179,5,5,111826,111386,0,
2020-07-18,379,365,235,2,118,1,9,112205,111751,0,
2020-07-19,362,349,209,5,121,3,11,112567,112100,0,
2020-07-20,477,449,257,6,175,1,10,113044,112549,0,
2020-07-21,428,417,242,9,156,4,6,113472,112966,0,
2020-07-22,418,410,193,7,197,3,10,113890,113376,0,
2020-07-23,347,330,144,3,171,4,8,114237,113706,0,
2020-07-24,385,368,167,7,185,4,5,114622,114074,0,
2020-07-25,256,239,98,4,131,1,5,114878,114313,0,
2020-07-26,204,196,110,6,69,1,10,115082,114509,0,
2020-07-27,322,298,162,4,113,8,11,115404,114807,0,
2020-07-28,244,233,126,1,91,3,12,115648,115040,0,
2020-07-29,224,206,124,1,70,7,4,115872,115246,0,
2020-07-30,207,193,104,1,72,10,6,116079,115439,0,
2020-07-31,202,180,98,0,70,4,8,116281,115619,0,
2020-08-01,192,175,92,7,55,4,17,116473,115794,0,
2020-08-02,186,165,91,7,61,0,6,116659,115959,0,
2020-08-03,257,240,131,2,93,3,11,116916,116199,0,
2020-08-04,287,250,134,0,96,4,16,117203,116449,0,
2020-08-05,271,252,144,9,88,5,6,117474,116701,0,
2020-08-06,252,233,131,5,82,9,6,117726,116934,0,
2020-08-07,272,245,135,2,93,8,7,117998,117179,0,
2020-08-08,231,191,95,4,78,12,2,118229,117370,0,
2020-08-09,245,213,102,7,93,6,5,118474,117583,0,
2020-08-10,315,290,141,7,126,7,9,118789,117873,0,
2020-08-11,332,301,153,5,130,5,8,119121,118174,0,
2020-08-12,295,257,133,12,101,0,11,119416,118431,0,
2020-08-13,296,276,153,6,106,3,8,119712,118707,0,
2020-08-14,267,233,104,8,106,9,6,119979,118940,0,
2020-08-15,266,228,94,7,117,6,4,120245,119168,0,
2020-08-16,288,239,103,14,115,3,4,120533,119407,0,
2020-08-17,359,310,152,7,138,7,6,120892,119717,0,
2020-08-18,313,281,136,4,133,5,3,121205,119998,0,
2020-08-19,305,277,144,8,117,5,3,121510,120275,0,
2020-08-20,311,278,134,7,128,6,3,121821,120553,0,
2020-08-21,300,264,125,8,122,5,4,122121,120817,0,
2020-08-22,308,286,148,8,121,5,4,122429,121103,1,
2020-08-23,269,244,115,1,119,8,1,122698,121347,0,
2020-08-24,348,312,154,11,138,3,6,123046,121659,0,
2020-08-25,396,380,176,12,175,11,6,123442,122039,0,
2020-08-26,322,301,147,14,128,8,4,123764,122340,0,
2020-08-27,244,230,111,8,106,3,2,124008,122570,0,
2020-08-28,273,258,124,6,116,7,5,124281,122828,0,
2020-08-29,172,163,85,2,72,2,2,124453,122991,0,
2020-08-30,188,183,89,2,84,7,1,124641,123174,0,
2020-08-31,160,144,48,3,82,5,6,124801,123318,0,
2020-09-01,119,115,60,5,47,2,1,124920,123433,0,
2020-09-02,99,95,11,0,71,13,0,125019,123528,0,
2020-09-03,32,30,0,0,24,6,0,125051,123558,0,
2020-09-04,0,0,0,0,0,0,0,125051,123558,0,
2020-09-05,0,0,0,0,0,0,0,125051,123558,0,
