date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,1,1,0,0,0,0,1,28,28,0,
2020-02-18,2,2,2,0,0,0,0,30,30,0,
2020-02-19,3,3,1,0,1,0,1,33,33,1,
2020-02-20,7,7,3,1,1,0,2,40,40,0,
2020-02-21,2,2,0,0,0,0,2,42,42,0,
2020-02-22,5,5,0,0,2,0,3,47,47,0,
2020-02-23,16,16,7,0,2,0,7,63,63,0,
2020-02-24,14,14,3,0,2,0,9,77,77,1,
2020-02-25,16,16,4,0,2,0,10,93,93,0,
2020-02-26,12,12,6,1,3,0,2,105,105,0,
2020-02-27,25,25,13,0,6,0,6,130,130,0,
2020-02-28,36,36,19,0,4,0,13,166,166,1,
2020-02-29,27,27,9,0,4,1,13,193,193,0,
2020-03-01,46,46,10,0,12,5,19,239,239,0,
2020-03-02,48,48,7,0,10,0,31,287,287,0,
2020-03-03,52,52,16,0,8,0,28,339,339,1,
2020-03-04,48,48,11,1,9,1,26,387,387,0,
2020-03-05,62,62,13,1,18,0,30,449,449,0,
2020-03-06,83,83,14,2,24,3,40,532,532,0,
2020-03-07,90,90,17,4,26,1,42,622,622,0,
2020-03-08,131,131,31,3,34,5,58,753,753,1,
2020-03-09,224,224,65,10,58,2,89,977,977,0,
2020-03-10,256,256,65,8,62,4,117,1233,1233,0,
2020-03-11,295,295,83,11,73,7,121,1528,1528,1,
2020-03-12,383,383,103,8,111,9,152,1911,1911,0,
2020-03-13,457,455,128,10,143,8,166,2368,2366,0,
2020-03-14,457,453,100,14,158,8,173,2825,2819,0,
2020-03-15,596,593,161,11,188,12,221,3421,3412,1,
2020-03-16,836,833,260,10,287,17,259,4257,4245,0,
2020-03-17,864,861,267,17,297,24,256,5121,5106,0,
2020-03-18,960,957,279,19,329,28,302,6081,6063,0,
2020-03-19,812,804,250,12,288,24,230,6893,6867,1,
2020-03-20,1014,1011,352,23,388,29,219,7907,7878,0,
2020-03-21,885,877,304,11,307,17,238,8792,8755,0,
2020-03-22,860,859,318,13,326,16,186,9652,9614,0,
2020-03-23,1062,1060,441,17,411,25,166,10714,10674,0,
2020-03-24,957,950,384,21,353,26,166,11671,11624,0,
2020-03-25,969,967,436,13,377,27,114,12640,12591,0,
2020-03-26,905,903,424,14,333,23,109,13545,13494,0,
2020-03-27,947,939,456,8,347,47,81,14492,14433,1,
2020-03-28,954,945,472,8,349,35,81,15446,15378,0,
2020-03-29,868,863,462,9,315,26,51,16314,16241,0,
2020-03-30,1138,1135,571,11,430,53,70,17452,17376,0,
2020-03-31,958,954,521,3,332,34,64,18410,18330,0,
2020-04-01,1300,1291,755,13,385,61,77,19710,19621,0,
2020-04-02,1154,1151,733,11,317,50,40,20864,20772,0,
2020-04-03,1340,1338,889,7,336,55,51,22204,22110,0,
2020-04-04,1155,1154,735,9,293,86,31,23359,23264,0,
2020-04-05,1063,1062,671,5,309,57,20,24422,24326,0,
2020-04-06,1411,1407,851,11,457,74,14,25833,25733,0,
2020-04-07,1276,1274,768,13,396,79,18,27109,27007,0,
2020-04-08,1410,1409,870,10,426,98,5,28519,28416,0,
2020-04-09,1467,1464,886,14,466,92,6,29986,29880,1,
2020-04-10,1736,1735,1065,19,522,123,6,31722,31615,0,
2020-04-11,1635,1634,918,11,543,158,4,33357,33249,0,
2020-04-12,1477,1475,862,16,453,139,5,34834,34724,0,
2020-04-13,2058,2056,1101,32,760,157,6,36892,36780,0,
2020-04-14,1807,1806,1049,21,603,130,3,38699,38586,0,
2020-04-15,1874,1871,1110,21,576,160,4,40573,40457,0,
2020-04-16,1929,1927,1072,18,713,123,1,42502,42384,0,
2020-04-17,1858,1857,1029,17,649,159,3,44360,44241,0,
2020-04-18,1670,1669,1052,21,495,98,3,46030,45910,0,
2020-04-19,1263,1262,752,15,420,71,4,47293,47172,0,
2020-04-20,1820,1818,1043,11,653,108,3,49113,48990,0,
2020-04-21,1443,1442,800,13,526,99,4,50556,50432,0,
2020-04-22,1549,1548,868,12,579,87,2,52105,51980,0,
2020-04-23,1567,1566,864,20,581,100,1,53672,53546,0,
2020-04-24,1515,1513,865,10,564,71,3,55187,55059,0,
2020-04-25,1405,1402,783,15,543,56,5,56592,56461,0,
2020-04-26,1346,1346,798,13,471,60,4,57938,57807,0,
2020-04-27,1686,1685,901,11,673,95,5,59624,59492,0,
2020-04-28,1514,1514,882,19,545,62,6,61138,61006,1,
2020-04-29,1484,1484,775,4,632,71,2,62622,62490,0,
2020-04-30,1449,1449,797,5,582,62,3,64071,63939,0,
2020-05-01,1593,1592,871,8,651,58,4,65664,65531,0,
2020-05-02,1088,1087,661,8,370,48,0,66752,66618,0,
2020-05-03,1044,1042,618,6,387,26,5,67796,67660,0,
2020-05-04,1325,1325,750,6,529,39,1,69121,68985,0,
2020-05-05,1261,1260,702,6,502,49,1,70382,70245,0,
2020-05-06,1091,1090,610,8,435,35,2,71473,71335,0,
2020-05-07,1151,1151,667,6,416,56,6,72624,72486,0,
2020-05-08,1174,1172,664,5,449,53,1,73798,73658,0,
2020-05-09,1036,1036,624,9,366,33,4,74834,74694,0,
2020-05-10,950,950,566,6,335,39,4,75784,75644,0,
2020-05-11,1233,1233,713,5,464,45,6,77017,76877,0,
2020-05-12,1090,1090,646,6,390,42,6,78107,77967,0,
2020-05-13,1106,1105,648,3,428,24,2,79213,79072,0,
2020-05-14,1161,1161,665,3,437,50,6,80374,80233,0,
2020-05-15,1270,1270,743,0,476,40,11,81644,81503,0,
2020-05-16,1001,1001,604,2,372,22,1,82645,82504,0,
2020-05-17,920,920,541,2,345,24,8,83565,83424,0,
2020-05-18,1082,1081,600,2,444,30,5,84647,84505,0,
2020-05-19,941,941,561,3,349,25,3,85588,85446,0,
2020-05-20,1094,1094,640,1,404,48,1,86682,86540,0,
2020-05-21,873,873,549,3,295,21,5,87555,87413,0,
2020-05-22,850,849,507,0,322,16,4,88405,88262,0,
2020-05-23,709,709,453,1,231,20,4,89114,88971,0,
2020-05-24,650,650,403,0,224,19,4,89764,89621,0,
2020-05-25,834,834,490,3,311,27,3,90598,90455,0,
2020-05-26,720,720,441,1,247,25,6,91318,91175,0,
2020-05-27,715,715,422,2,274,15,2,92033,91890,0,
2020-05-28,580,580,357,2,205,15,1,92613,92470,0,
2020-05-29,695,695,407,0,259,25,4,93308,93165,0,
2020-05-30,557,553,371,2,166,13,1,93865,93718,0,
2020-05-31,437,436,278,0,140,14,4,94302,94154,0,
2020-06-01,657,656,383,5,241,22,5,94959,94810,0,
2020-06-02,501,500,326,1,154,13,6,95460,95310,0,
2020-06-03,488,488,304,3,157,21,3,95948,95798,0,
2020-06-04,451,450,259,1,171,8,11,96399,96248,0,
2020-06-05,445,441,297,1,129,11,3,96844,96689,0,
2020-06-06,375,373,236,1,107,24,5,97219,97062,0,
2020-06-07,319,317,214,1,95,6,1,97538,97379,0,
2020-06-08,403,398,257,6,108,16,11,97941,97777,0,
2020-06-09,371,369,240,3,113,9,4,98312,98146,0,
2020-06-10,436,435,252,4,137,32,10,98748,98581,0,
2020-06-11,359,356,230,3,111,7,5,99107,98937,0,
2020-06-12,377,373,223,5,119,20,6,99484,99310,0,
2020-06-13,270,269,165,2,86,11,5,99754,99579,0,
2020-06-14,299,297,189,0,91,8,9,100053,99876,0,
2020-06-15,388,388,221,4,141,15,7,100441,100264,0,
2020-06-16,356,352,222,2,100,19,9,100797,100616,0,
2020-06-17,339,337,204,0,114,14,5,101136,100953,0,
2020-06-18,302,300,185,1,96,13,5,101438,101253,0,
2020-06-19,337,337,228,0,83,16,10,101775,101590,0,
2020-06-20,292,292,198,0,70,16,8,102067,101882,0,
2020-06-21,277,276,172,0,86,12,6,102344,102158,0,
2020-06-22,335,331,201,2,110,14,4,102679,102489,0,
2020-06-23,319,318,197,2,90,22,7,102998,102807,0,
2020-06-24,280,279,170,2,86,14,7,103278,103086,0,
2020-06-25,394,392,250,1,114,22,5,103672,103478,0,
2020-06-26,263,261,150,1,86,15,9,103935,103739,0,
2020-06-27,268,267,188,1,65,6,7,104203,104006,0,
2020-06-28,271,269,175,1,75,9,9,104474,104275,0,
2020-06-29,318,316,183,2,107,14,10,104792,104591,0,
2020-06-30,293,288,174,3,96,13,2,105085,104879,0,
2020-07-01,275,266,161,7,91,2,5,105360,105145,0,
2020-07-02,250,243,150,1,75,12,5,105610,105388,0,
2020-07-03,282,275,165,2,93,4,11,105892,105663,0,
2020-07-04,284,275,157,4,99,5,10,106176,105938,0,
2020-07-05,264,264,154,3,95,5,7,106440,106202,0,
2020-07-06,469,459,229,2,179,35,14,106909,106661,0,
2020-07-07,421,413,215,6,159,12,21,107330,107074,0,
2020-07-08,419,407,249,4,128,16,10,107749,107481,0,
2020-07-09,400,385,235,4,123,11,12,108149,107866,0,
2020-07-10,385,371,237,6,99,15,14,108534,108237,0,
2020-07-11,361,355,197,3,131,12,12,108895,108592,0,
2020-07-12,378,365,215,3,128,14,5,109273,108957,0,
2020-07-13,586,558,312,12,200,21,13,109859,109515,0,
2020-07-14,519,494,263,4,182,33,12,110378,110009,0,
2020-07-15,533,504,279,3,174,36,12,110911,110513,0,
2020-07-16,437,411,227,3,143,18,20,111348,110924,0,
2020-07-17,477,461,250,6,179,21,5,111825,111385,0,
2020-07-18,379,365,224,2,122,8,9,112204,111750,0,
2020-07-19,360,347,198,4,118,16,11,112564,112097,0,
2020-07-20,478,450,249,6,169,16,10,113042,112547,0,
2020-07-21,430,419,226,9,153,25,6,113472,112966,0,
2020-07-22,418,410,182,7,195,16,10,113890,113376,0,
2020-07-23,346,329,138,3,157,23,8,114236,113705,0,
2020-07-24,385,368,158,7,178,20,5,114621,114073,0,
2020-07-25,254,237,92,4,124,12,5,114875,114310,0,
2020-07-26,204,196,98,6,67,15,10,115079,114506,0,
2020-07-27,320,297,153,4,103,26,11,115399,114803,0,
2020-07-28,241,230,119,1,82,16,12,115640,115033,0,
2020-07-29,223,205,117,1,62,21,4,115863,115238,0,
2020-07-30,203,189,93,1,65,24,6,116066,115427,0,
2020-07-31,201,179,89,0,65,17,8,116267,115606,0,
2020-08-01,190,173,80,7,46,23,17,116457,115779,0,
2020-08-02,184,163,84,7,52,14,6,116641,115942,0,
2020-08-03,252,235,122,2,86,14,11,116893,116177,0,
2020-08-04,283,246,129,0,85,16,16,117176,116423,0,
2020-08-05,269,250,139,8,81,16,6,117445,116673,0,
2020-08-06,245,226,117,5,76,23,5,117690,116899,0,
2020-08-07,271,244,131,2,72,32,7,117961,117143,0,
2020-08-08,226,188,91,4,61,30,2,118187,117331,0,
2020-08-09,240,209,99,7,73,25,5,118427,117540,0,
2020-08-10,305,281,134,7,91,40,9,118732,117821,0,
2020-08-11,327,296,144,5,114,25,8,119059,118117,0,
2020-08-12,292,255,124,12,96,13,10,119351,118372,0,
2020-08-13,282,262,132,6,88,30,6,119633,118634,0,
2020-08-14,239,211,88,6,81,31,5,119872,118845,0,
2020-08-15,229,196,73,6,85,28,4,120101,119041,0,
2020-08-16,255,211,85,12,85,26,3,120356,119252,0,
2020-08-17,296,255,115,4,98,32,6,120652,119507,0,
2020-08-18,234,207,89,3,89,26,0,120886,119714,0,
2020-08-19,218,195,78,8,73,34,2,121104,119909,0,
2020-08-20,209,183,67,2,71,41,2,121313,120092,0,
2020-08-21,172,146,51,4,52,36,3,121485,120238,0,
2020-08-22,109,99,46,1,30,22,0,121594,120337,0,
2020-08-23,77,72,20,0,20,32,0,121671,120409,0,
2020-08-24,102,89,23,0,27,38,1,121773,120498,0,
2020-08-25,33,26,4,0,6,16,0,121806,120524,0,
2020-08-26,1,1,1,0,0,0,0,121807,120525,0,
2020-08-27,0,0,0,0,0,0,0,121807,120525,,
