date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,2,2,1,0,0,0,1,31,31,0,
2020-02-18,2,2,2,0,0,0,0,33,33,1,
2020-02-19,3,3,1,0,1,0,1,36,36,0,
2020-02-20,7,7,3,1,1,0,2,43,43,0,
2020-02-21,2,2,0,0,0,0,2,45,45,0,
2020-02-22,5,5,0,0,2,0,3,50,50,0,
2020-02-23,16,16,7,0,2,0,7,66,66,1,
2020-02-24,14,14,3,0,2,0,9,80,80,0,
2020-02-25,15,15,3,0,2,0,10,95,95,0,
2020-02-26,12,12,6,1,3,0,2,107,107,0,
2020-02-27,25,25,13,0,6,0,6,132,132,1,
2020-02-28,35,35,19,0,4,0,12,167,167,0,
2020-02-29,27,27,9,0,4,1,13,194,194,0,
2020-03-01,47,47,12,0,15,1,19,241,241,0,
2020-03-02,48,48,8,0,10,0,30,289,289,1,
2020-03-03,53,53,17,0,8,0,28,342,342,0,
2020-03-04,50,49,15,1,8,0,25,392,391,0,
2020-03-05,63,63,14,1,17,0,31,455,454,0,
2020-03-06,83,83,18,2,22,1,40,538,537,0,
2020-03-07,89,89,17,3,27,0,42,627,626,1,
2020-03-08,131,131,33,3,35,2,58,758,757,0,
2020-03-09,224,224,69,10,56,0,89,982,981,0,
2020-03-10,258,258,66,8,64,1,119,1240,1239,0,
2020-03-11,296,296,85,11,73,5,122,1536,1535,1,
2020-03-12,383,383,107,8,114,2,152,1919,1918,0,
2020-03-13,456,454,136,10,141,1,166,2375,2372,0,
2020-03-14,458,454,101,14,162,3,174,2833,2826,0,
2020-03-15,597,594,168,11,189,4,222,3430,3420,1,
2020-03-16,838,835,271,10,291,3,260,4268,4255,0,
2020-03-17,864,860,279,17,300,7,257,5132,5115,0,
2020-03-18,958,955,290,19,336,9,301,6090,6070,0,
2020-03-19,810,802,271,12,280,9,230,6900,6872,1,
2020-03-20,1014,1011,375,23,389,4,220,7914,7883,0,
2020-03-21,891,883,326,11,301,7,238,8805,8766,0,
2020-03-22,864,863,341,13,318,5,186,9669,9629,0,
2020-03-23,1060,1058,457,17,408,8,168,10729,10687,0,
2020-03-24,959,952,407,21,355,4,165,11688,11639,0,
2020-03-25,972,970,466,13,370,8,113,12660,12609,0,
2020-03-26,908,906,454,14,322,6,110,13568,13515,0,
2020-03-27,949,941,493,8,351,9,80,14517,14456,1,
2020-03-28,957,948,521,8,332,6,81,15474,15404,0,
2020-03-29,866,861,501,9,295,4,52,16340,16265,0,
2020-03-30,1135,1132,639,11,408,4,70,17475,17397,0,
2020-03-31,956,952,568,3,312,5,64,18431,18349,0,
2020-04-01,1302,1293,816,13,376,8,80,19733,19642,0,
2020-04-02,1156,1153,804,11,291,6,41,20889,20795,0,
2020-04-03,1331,1329,953,7,318,1,50,22220,22124,0,
2020-04-04,1150,1149,835,9,267,7,31,23370,23273,0,
2020-04-05,1061,1060,747,5,283,6,19,24431,24333,0,
2020-04-06,1411,1406,954,11,420,7,14,25842,25739,0,
2020-04-07,1271,1269,860,13,374,4,18,27113,27008,0,
2020-04-08,1407,1406,986,10,398,7,5,28520,28414,0,
2020-04-09,1458,1455,1007,14,425,4,5,29978,29869,1,
2020-04-10,1738,1737,1234,19,470,8,6,31716,31606,0,
2020-04-11,1629,1628,1124,11,484,5,4,33345,33234,0,
2020-04-12,1476,1474,1049,16,396,8,5,34821,34708,0,
2020-04-13,2044,2042,1289,32,706,9,6,36865,36750,0,
2020-04-14,1801,1800,1225,21,547,4,3,38666,38550,0,
2020-04-15,1875,1872,1325,21,515,7,4,40541,40422,0,
2020-04-16,1930,1928,1292,18,614,3,1,42471,42350,0,
2020-04-17,1857,1856,1295,17,539,2,3,44328,44206,0,
2020-04-18,1664,1662,1199,21,438,1,3,45992,45868,0,
2020-04-19,1262,1261,859,15,377,6,4,47254,47129,0,
2020-04-20,1813,1811,1213,11,578,6,3,49067,48940,0,
2020-04-21,1438,1437,925,13,488,7,4,50505,50377,0,
2020-04-22,1549,1548,1004,12,525,5,2,52054,51925,0,
2020-04-23,1566,1564,1005,20,534,4,1,53620,53489,0,
2020-04-24,1509,1507,973,10,515,6,3,55129,54996,0,
2020-04-25,1405,1401,934,15,443,4,5,56534,56397,0,
2020-04-26,1343,1343,890,13,430,6,4,57877,57740,0,
2020-04-27,1679,1678,1050,11,609,3,5,59556,59418,0,
2020-04-28,1519,1519,975,19,515,4,6,61075,60937,1,
2020-04-29,1490,1490,888,4,591,5,2,62565,62427,0,
2020-04-30,1448,1448,898,5,539,3,3,64013,63875,0,
2020-05-01,1588,1587,954,8,618,3,4,65601,65462,0,
2020-05-02,1086,1085,718,8,353,6,0,66687,66547,0,
2020-05-03,1039,1037,660,6,364,2,5,67726,67584,0,
2020-05-04,1321,1321,804,6,507,3,1,69047,68905,0,
2020-05-05,1259,1258,781,6,464,6,1,70306,70163,0,
2020-05-06,1091,1090,670,8,405,5,2,71397,71253,0,
2020-05-07,1149,1149,747,6,386,4,6,72546,72402,0,
2020-05-08,1170,1168,735,5,418,9,1,73716,73570,0,
2020-05-09,1034,1034,685,9,332,4,4,74750,74604,0,
2020-05-10,953,953,612,6,327,4,4,75703,75557,0,
2020-05-11,1232,1232,790,5,421,10,6,76935,76789,0,
2020-05-12,1088,1088,716,6,354,6,6,78023,77877,0,
2020-05-13,1100,1099,716,3,377,1,2,79123,78976,0,
2020-05-14,1156,1156,760,3,383,4,6,80279,80132,0,
2020-05-15,1275,1275,815,0,442,7,11,81554,81407,0,
2020-05-16,995,995,654,2,337,1,1,82549,82402,0,
2020-05-17,921,920,607,2,302,1,8,83470,83322,0,
2020-05-18,1080,1079,663,2,407,2,5,84550,84401,0,
2020-05-19,939,939,626,3,305,2,3,85489,85340,0,
2020-05-20,1097,1096,702,1,390,2,1,86586,86436,0,
2020-05-21,874,874,599,3,264,3,5,87460,87310,0,
2020-05-22,844,843,537,0,300,2,4,88304,88153,0,
2020-05-23,704,704,478,1,221,0,4,89008,88857,0,
2020-05-24,645,645,438,0,201,2,4,89653,89502,0,
2020-05-25,830,830,527,3,291,6,3,90483,90332,0,
2020-05-26,722,722,492,1,219,4,6,91205,91054,0,
2020-05-27,714,714,485,2,225,0,2,91919,91768,0,
2020-05-28,580,580,393,2,183,1,1,92499,92348,0,
2020-05-29,695,694,454,0,235,1,4,93194,93042,0,
2020-05-30,558,554,403,2,146,2,1,93752,93596,0,
2020-05-31,434,433,304,0,125,0,4,94186,94029,0,
2020-06-01,659,658,452,5,195,1,5,94845,94687,0,
2020-06-02,496,494,345,1,140,2,6,95341,95181,0,
2020-06-03,486,486,329,3,150,1,3,95827,95667,0,
2020-06-04,451,450,296,1,141,1,11,96278,96117,0,
2020-06-05,443,439,317,1,118,0,3,96721,96556,0,
2020-06-06,372,370,266,1,98,0,5,97093,96926,0,
2020-06-07,321,319,238,1,79,0,1,97414,97245,0,
2020-06-08,403,398,278,6,98,5,11,97817,97643,0,
2020-06-09,372,370,260,3,102,1,4,98189,98013,0,
2020-06-10,433,432,294,4,119,5,10,98622,98445,0,
2020-06-11,361,358,247,3,103,0,5,98983,98803,0,
2020-06-12,374,369,238,5,117,3,6,99357,99172,0,
2020-06-13,268,267,173,2,86,1,5,99625,99439,0,
2020-06-14,302,299,203,0,85,2,9,99927,99738,0,
2020-06-15,386,386,246,4,124,5,7,100313,100124,0,
2020-06-16,351,347,234,2,99,3,9,100664,100471,0,
2020-06-17,341,339,228,0,99,7,5,101005,100810,0,
2020-06-18,301,299,201,1,91,1,5,101306,101109,0,
2020-06-19,333,333,239,0,80,4,10,101639,101442,0,
2020-06-20,288,286,206,0,65,6,9,101927,101728,0,
2020-06-21,273,272,175,0,89,3,5,102200,102000,0,
2020-06-22,331,326,215,2,101,4,4,102531,102326,0,
2020-06-23,318,317,210,2,95,3,7,102849,102643,0,
2020-06-24,282,281,188,2,82,2,7,103131,102924,0,
2020-06-25,389,387,283,1,97,1,5,103520,103311,0,
2020-06-26,261,257,153,1,88,5,10,103781,103568,0,
2020-06-27,269,268,196,1,63,1,7,104050,103836,0,
2020-06-28,269,267,183,1,75,0,8,104319,104103,0,
2020-06-29,317,314,206,2,91,6,9,104636,104417,0,
2020-06-30,291,286,188,3,90,3,2,104927,104703,0,
2020-07-01,275,263,160,8,89,1,5,105202,104966,0,
2020-07-02,252,245,163,1,71,4,6,105454,105211,0,
2020-07-03,281,273,171,2,89,0,11,105735,105484,0,
2020-07-04,286,275,161,3,100,1,10,106021,105759,0,
2020-07-05,266,264,159,3,94,1,7,106287,106023,0,
2020-07-06,473,463,256,2,162,27,16,106760,106486,0,
2020-07-07,423,412,232,5,151,4,20,107183,106898,0,
2020-07-08,427,404,261,4,122,6,11,107610,107302,0,
2020-07-09,402,381,248,4,113,4,12,108012,107683,0,
2020-07-10,386,370,249,6,99,3,13,108398,108053,0,
2020-07-11,363,349,207,3,121,6,12,108761,108402,0,
2020-07-12,382,361,228,3,125,1,4,109143,108763,0,
2020-07-13,604,554,341,12,180,8,13,109747,109317,0,
2020-07-14,527,488,284,4,179,9,12,110274,109805,0,
2020-07-15,547,501,305,3,175,6,12,110821,110306,0,
2020-07-16,442,405,239,3,141,2,20,111263,110711,0,
2020-07-17,476,441,256,6,169,5,5,111739,111152,0,
2020-07-18,398,369,233,2,124,1,9,112137,111521,0,
2020-07-19,370,333,198,4,118,3,10,112507,111854,0,
2020-07-20,516,457,255,6,186,1,9,113023,112311,0,
2020-07-21,477,420,240,9,160,6,5,113500,112731,0,
2020-07-22,433,382,189,7,173,3,10,113933,113113,0,
2020-07-23,397,319,145,3,159,4,8,114330,113432,0,
2020-07-24,399,312,158,7,138,4,5,114729,113744,0,
2020-07-25,292,206,98,4,96,3,5,115021,113950,0,
2020-07-26,309,203,114,6,70,2,11,115330,114153,0,
2020-07-27,445,302,162,4,118,7,11,115775,114455,0,
2020-07-28,356,241,130,1,94,4,12,116131,114696,0,
2020-07-29,366,209,125,1,73,6,4,116497,114905,0,
2020-07-30,298,190,100,1,71,12,6,116795,115095,0,
2020-07-31,297,183,100,0,71,4,8,117092,115278,0,
2020-08-01,301,175,93,7,55,3,17,117393,115453,0,
2020-08-02,282,167,91,7,61,2,6,117675,115620,0,
2020-08-03,375,241,132,2,92,3,12,118050,115861,0,
2020-08-04,384,258,136,0,98,8,16,118434,116119,0,
2020-08-05,354,259,147,9,91,6,6,118788,116378,0,
2020-08-06,322,237,138,5,80,8,6,119110,116615,0,
2020-08-07,348,255,141,2,95,10,7,119458,116870,0,
2020-08-08,308,195,96,4,78,15,2,119766,117065,0,
2020-08-09,301,216,101,7,95,7,6,120067,117281,0,
2020-08-10,392,299,146,7,127,10,9,120459,117580,0,
2020-08-11,390,306,158,5,131,4,8,120849,117886,0,
2020-08-12,361,267,140,12,100,4,11,121210,118153,0,
2020-08-13,350,287,162,6,106,4,9,121560,118440,0,
2020-08-14,322,238,106,8,109,9,6,121882,118678,0,
2020-08-15,332,241,99,7,124,7,4,122214,118919,1,
2020-08-16,354,238,110,14,108,2,4,122568,119157,0,
2020-08-17,473,333,170,9,139,8,7,123041,119490,0,
2020-08-18,379,292,147,4,133,5,3,123420,119782,0,
2020-08-19,396,288,150,8,121,6,3,123816,120070,0,
2020-08-20,395,300,154,7,129,6,4,124211,120370,0,
2020-08-21,379,284,140,9,125,5,5,124590,120654,0,
2020-08-22,377,302,165,8,120,5,4,124967,120956,0,
2020-08-23,371,269,131,2,125,7,4,125338,121225,0,
2020-08-24,517,373,182,15,167,3,6,125855,121598,0,
2020-08-25,548,415,203,12,180,11,9,126403,122013,0,
2020-08-26,517,368,184,14,160,6,4,126920,122381,0,
2020-08-27,422,310,160,11,136,1,2,127342,122691,0,
2020-08-28,509,376,197,11,155,7,6,127851,123067,0,
2020-08-29,398,283,156,10,111,2,4,128249,123350,0,
2020-08-30,483,347,182,4,145,9,7,128732,123697,0,
2020-08-31,579,378,206,10,147,7,8,129311,124075,0,
2020-09-01,659,454,244,16,184,6,4,129970,124529,0,
2020-09-02,632,424,233,13,168,6,4,130602,124953,0,
2020-09-03,555,393,213,5,163,9,3,131157,125346,0,
2020-09-04,624,415,209,10,183,4,9,131781,125761,0,
2020-09-05,566,367,205,8,145,4,5,132347,126128,0,
2020-09-06,584,372,193,4,162,8,5,132931,126500,0,
2020-09-07,690,454,218,11,207,10,8,133621,126954,0,
2020-09-08,799,533,280,11,217,16,9,134420,127487,0,
2020-09-09,812,524,284,11,215,12,2,135232,128011,0,
2020-09-10,761,501,253,7,215,21,5,135993,128512,0,
2020-09-11,734,502,259,10,216,8,9,136727,129014,0,
2020-09-12,773,540,266,9,249,12,4,137500,129554,0,
2020-09-13,664,468,227,6,218,13,4,138164,130022,0,
2020-09-14,790,583,294,12,260,11,6,138954,130605,0,
2020-09-15,773,592,308,9,252,20,3,139727,131197,0,
2020-09-16,700,552,299,16,211,23,3,140427,131749,0,
2020-09-17,588,487,234,13,202,37,1,141015,132236,0,
2020-09-18,516,463,218,6,191,48,0,141531,132699,0,
2020-09-19,388,351,118,12,185,34,2,141919,133050,0,
2020-09-20,310,289,65,5,186,32,1,142229,133339,0,
2020-09-21,270,258,45,2,162,49,0,142499,133597,0,
2020-09-22,203,200,31,5,128,35,1,142702,133797,0,
2020-09-23,43,42,5,0,35,2,0,142745,133839,0,
2020-09-24,0,0,0,0,0,0,0,142745,133839,0,
2020-09-25,0,0,0,0,0,0,0,142745,133839,0,
